[1372, 849]
[section-title, [338.0, 68.0, 156.0, 30.0], shoonya_0s5IW3KD9LUHYR, 5709821]
[paragraph, [53.0, 126.0, 725.0, 18.0], shoonya_2sWX59PATRR1NC, 5709821]
[paragraph, [53.0, 144.0, 725.0, 18.0], shoonya_2sWX59PATRR1NC, 5709821]
[paragraph, [53.0, 162.0, 725.0, 18.0], shoonya_2sWX59PATRR1NC, 5709821]
[paragraph, [53.0, 180.0, 725.0, 18.0], shoonya_2sWX59PATRR1NC, 5709821]
[paragraph, [53.0, 198.0, 725.0, 18.0], shoonya_2sWX59PATRR1NC, 5709821]
[paragraph, [53.0, 216.0, 725.0, 18.0], shoonya_2sWX59PATRR1NC, 5709821]
[paragraph, [53.0, 234.0, 725.0, 18.0], shoonya_2sWX59PATRR1NC, 5709821]
[paragraph, [53.0, 252.0, 725.0, 18.0], shoonya_2sWX59PATRR1NC, 5709821]
[paragraph, [53.0, 270.0, 725.0, 18.0], shoonya_2sWX59PATRR1NC, 5709821]
[paragraph, [53.0, 288.0, 725.0, 18.0], shoonya_2sWX59PATRR1NC, 5709821]
[paragraph, [53.0, 306.0, 725.0, 18.0], shoonya_2sWX59PATRR1NC, 5709821]
[paragraph, [53.0, 324.0, 725.0, 18.0], shoonya_2sWX59PATRR1NC, 5709821]
[paragraph, [53.0, 342.0, 725.0, 18.0], shoonya_2sWX59PATRR1NC, 5709821]
[paragraph, [53.0, 360.0, 725.0, 18.0], shoonya_2sWX59PATRR1NC, 5709821]
[paragraph, [53.0, 378.0, 725.0, 18.0], shoonya_2sWX59PATRR1NC, 5709821]
[paragraph, [53.0, 396.0, 725.0, 18.0], shoonya_2sWX59PATRR1NC, 5709821]
[paragraph, [56.0, 432.0, 720.0, 18.0], shoonya_1sUVWYZQR7RPD4, 5709821]
[paragraph, [56.0, 450.0, 720.0, 18.0], shoonya_1sUVWYZQR7RPD4, 5709821]
[paragraph, [56.0, 468.0, 720.0, 18.0], shoonya_1sUVWYZQR7RPD4, 5709821]
[paragraph, [56.0, 486.0, 720.0, 18.0], shoonya_1sUVWYZQR7RPD4, 5709821]
[paragraph, [56.0, 504.0, 720.0, 18.0], shoonya_1sUVWYZQR7RPD4, 5709821]
[paragraph, [56.0, 522.0, 720.0, 18.0], shoonya_1sUVWYZQR7RPD4, 5709821]
[paragraph, [56.0, 540.0, 720.0, 18.0], shoonya_1sUVWYZQR7RPD4, 5709821]
[paragraph, [56.0, 558.0, 720.0, 18.0], shoonya_1sUVWYZQR7RPD4, 5709821]
