[1275, 750]
[section-title, [298.0, 86.0, 130.0, 30.0], shoonya_2sFG86DH6G43HY, 5767310]
[paragraph, [61.0, 150.0, 629.0, 18.0], shoonya_1sUOG9JIL95239, 5767310]
[paragraph, [61.0, 168.0, 629.0, 18.0], shoonya_1sUOG9JIL95239, 5767310]
[paragraph, [61.0, 186.0, 629.0, 18.0], shoonya_1sUOG9JIL95239, 5767310]
[paragraph, [61.0, 204.0, 629.0, 18.0], shoonya_1sUOG9JIL95239, 5767310]
[paragraph, [61.0, 222.0, 629.0, 18.0], shoonya_1sUOG9JIL95239, 5767310]
[paragraph, [61.0, 240.0, 629.0, 18.0], shoonya_1sUOG9JIL95239, 5767310]
[paragraph, [61.0, 258.0, 629.0, 18.0], shoonya_1sUOG9JIL95239, 5767310]
[paragraph, [61.0, 276.0, 629.0, 18.0], shoonya_1sUOG9JIL95239, 5767310]
[paragraph, [61.0, 294.0, 629.0, 18.0], shoonya_1sUOG9JIL95239, 5767310]
[paragraph, [61.0, 312.0, 629.0, 18.0], shoonya_1sUOG9JIL95239, 5767310]
[paragraph, [61.0, 330.0, 629.0, 18.0], shoonya_1sUOG9JIL95239, 5767310]
[paragraph, [61.0, 348.0, 629.0, 18.0], shoonya_1sUOG9JIL95239, 5767310]
[paragraph, [61.0, 366.0, 629.0, 18.0], shoonya_1sUOG9JIL95239, 5767310]
[paragraph, [61.0, 384.0, 629.0, 18.0], shoonya_1sUOG9JIL95239, 5767310]
[paragraph, [61.0, 402.0, 629.0, 18.0], shoonya_1sUOG9JIL95239, 5767310]
[paragraph, [61.0, 420.0, 629.0, 18.0], shoonya_1sUOG9JIL95239, 5767310]
[paragraph, [61.0, 438.0, 629.0, 18.0], shoonya_1sUOG9JIL95239, 5767310]
[paragraph, [61.0, 456.0, 629.0, 18.0], shoonya_1sUOG9JIL95239, 5767310]
[paragraph, [61.0, 474.0, 629.0, 18.0], shoonya_1sUOG9JIL95239, 5767310]
[paragraph, [61.0, 492.0, 629.0, 18.0], shoonya_1sUOG9JIL95239, 5767310]
[paragraph, [61.0, 510.0, 629.0, 18.0], shoonya_1sUOG9JIL95239, 5767310]
[paragraph, [61.0, 528.0, 629.0, 18.0], shoonya_1sUOG9JIL95239, 5767310]
[paragraph, [61.0, 546.0, 629.0, 18.0], shoonya_1sUOG9JIL95239, 5767310]
[paragraph, [61.0, 564.0, 629.0, 18.0], shoonya_1sUOG9JIL95239, 5767310]
[paragraph, [61.0, 582.0, 629.0, 18.0], shoonya_1sUOG9JIL95239, 5767310]
[paragraph, [61.0, 600.0, 629.0, 18.0], shoonya_1sUOG9JIL95239, 5767310]
[paragraph, [61.0, 618.0, 629.0, 18.0], shoonya_1sUOG9JIL95239, 5767310]
[paragraph, [61.0, 636.0, 629.0, 18.0], shoonya_1sUOG9JIL95239, 5767310]
[paragraph, [61.0, 654.0, 629.0, 18.0], shoonya_1sUOG9JIL95239, 5767310]
[paragraph, [61.0, 672.0, 629.0, 18.0], shoonya_1sUOG9JIL95239, 5767310]
[paragraph, [61.0, 690.0, 629.0, 18.0], shoonya_1sUOG9JIL95239, 5767310]
[paragraph, [61.0, 708.0, 629.0, 18.0], shoonya_1sUOG9JIL95239, 5767310]
[paragraph, [61.0, 726.0, 629.0, 18.0], shoonya_1sUOG9JIL95239, 5767310]
[paragraph, [61.0, 744.0, 629.0, 18.0], shoonya_1sUOG9JIL95239, 5767310]
[paragraph, [61.0, 762.0, 629.0, 18.0], shoonya_1sUOG9JIL95239, 5767310]
[paragraph, [61.0, 780.0, 629.0, 18.0], shoonya_1sUOG9JIL95239, 5767310]
[paragraph, [61.0, 798.0, 629.0, 18.0], shoonya_1sUOG9JIL95239, 5767310]
[paragraph, [61.0, 816.0, 629.0, 18.0], shoonya_1sUOG9JIL95239, 5767310]
[paragraph, [61.0, 834.0, 629.0, 18.0], shoonya_1sUOG9JIL95239, 5767310]
[paragraph, [61.0, 852.0, 629.0, 18.0], shoonya_1sUOG9JIL95239, 5767310]
[paragraph, [61.0, 870.0, 629.0, 18.0], shoonya_1sUOG9JIL95239, 5767310]
