[1372, 849]
[section-title, [353.0, 68.0, 143.0, 30.0], shoonya_1sMGVFFR5YO7QC, 5710376]
[paragraph, [67.0, 130.0, 725.0, 18.0], shoonya_2s9EM7YTZ66R7K, 5710376]
[paragraph, [67.0, 148.0, 725.0, 18.0], shoonya_2s9EM7YTZ66R7K, 5710376]
[paragraph, [67.0, 166.0, 725.0, 18.0], shoonya_2s9EM7YTZ66R7K, 5710376]
[paragraph, [67.0, 184.0, 725.0, 18.0], shoonya_2s9EM7YTZ66R7K, 5710376]
[paragraph, [67.0, 202.0, 725.0, 18.0], shoonya_2s9EM7YTZ66R7K, 5710376]
[paragraph, [67.0, 220.0, 725.0, 18.0], shoonya_2s9EM7YTZ66R7K, 5710376]
[paragraph, [67.0, 238.0, 725.0, 18.0], shoonya_2s9EM7YTZ66R7K, 5710376]
[paragraph, [67.0, 256.0, 725.0, 18.0], shoonya_2s9EM7YTZ66R7K, 5710376]
[paragraph, [67.0, 274.0, 725.0, 18.0], shoonya_2s9EM7YTZ66R7K, 5710376]
[paragraph, [67.0, 292.0, 725.0, 18.0], shoonya_2s9EM7YTZ66R7K, 5710376]
[paragraph, [67.0, 310.0, 725.0, 18.0], shoonya_2s9EM7YTZ66R7K, 5710376]
[paragraph, [67.0, 328.0, 725.0, 18.0], shoonya_2s9EM7YTZ66R7K, 5710376]
[paragraph, [67.0, 346.0, 725.0, 18.0], shoonya_2s9EM7YTZ66R7K, 5710376]
[paragraph, [67.0, 364.0, 725.0, 18.0], shoonya_2s9EM7YTZ66R7K, 5710376]
[paragraph, [67.0, 382.0, 725.0, 18.0], shoonya_2s9EM7YTZ66R7K, 5710376]
[paragraph, [67.0, 400.0, 725.0, 18.0], shoonya_2s9EM7YTZ66R7K, 5710376]
[paragraph, [67.0, 418.0, 725.0, 18.0], shoonya_2s9EM7YTZ66R7K, 5710376]
[paragraph, [67.0, 436.0, 725.0, 18.0], shoonya_2s9EM7YTZ66R7K, 5710376]
[paragraph, [67.0, 454.0, 725.0, 18.0], shoonya_2s9EM7YTZ66R7K, 5710376]
[paragraph, [67.0, 472.0, 725.0, 18.0], shoonya_2s9EM7YTZ66R7K, 5710376]
[paragraph, [68.0, 506.0, 719.0, 18.0], shoonya_0sQ3OKPKNJSWHV, 5710376]
[paragraph, [68.0, 524.0, 719.0, 18.0], shoonya_0sQ3OKPKNJSWHV, 5710376]
[paragraph, [68.0, 542.0, 719.0, 18.0], shoonya_0sQ3OKPKNJSWHV, 5710376]
[paragraph, [68.0, 560.0, 719.0, 18.0], shoonya_0sQ3OKPKNJSWHV, 5710376]
[paragraph, [68.0, 578.0, 719.0, 18.0], shoonya_0sQ3OKPKNJSWHV, 5710376]
[paragraph, [68.0, 596.0, 719.0, 18.0], shoonya_0sQ3OKPKNJSWHV, 5710376]
[paragraph, [68.0, 614.0, 719.0, 18.0], shoonya_0sQ3OKPKNJSWHV, 5710376]
[paragraph, [68.0, 632.0, 719.0, 18.0], shoonya_0sQ3OKPKNJSWHV, 5710376]
