[2339, 1656]
[paragraph, [840.0, 80.0, 708.0, 36.0], shoonya_0sQILRXLYCE736, 5749425]
[paragraph, [840.0, 116.0, 708.0, 36.0], shoonya_0sQILRXLYCE736, 5749425]
[paragraph, [840.0, 152.0, 708.0, 36.0], shoonya_0sQILRXLYCE736, 5749425]
[paragraph, [840.0, 188.0, 708.0, 36.0], shoonya_0sQILRXLYCE736, 5749425]
[paragraph, [840.0, 224.0, 708.0, 36.0], shoonya_0sQILRXLYCE736, 5749425]
[paragraph, [840.0, 260.0, 708.0, 36.0], shoonya_0sQILRXLYCE736, 5749425]
[paragraph, [840.0, 296.0, 708.0, 36.0], shoonya_0sQILRXLYCE736, 5749425]
[paragraph, [840.0, 332.0, 708.0, 36.0], shoonya_0sQILRXLYCE736, 5749425]
[paragraph, [840.0, 368.0, 708.0, 36.0], shoonya_0sQILRXLYCE736, 5749425]
[paragraph, [840.0, 404.0, 708.0, 36.0], shoonya_0sQILRXLYCE736, 5749425]
[paragraph, [840.0, 440.0, 708.0, 36.0], shoonya_0sQILRXLYCE736, 5749425]
[paragraph, [840.0, 476.0, 708.0, 36.0], shoonya_0sQILRXLYCE736, 5749425]
[paragraph, [840.0, 512.0, 708.0, 36.0], shoonya_0sQILRXLYCE736, 5749425]
[paragraph, [840.0, 548.0, 708.0, 36.0], shoonya_0sQILRXLYCE736, 5749425]
[paragraph, [840.0, 584.0, 708.0, 36.0], shoonya_0sQILRXLYCE736, 5749425]
[paragraph, [840.0, 620.0, 708.0, 36.0], shoonya_0sQILRXLYCE736, 5749425]
[paragraph, [157.0, 85.0, 603.0, 36.0], mxG4_16IMr, 5749425]
[paragraph, [157.0, 121.0, 603.0, 36.0], mxG4_16IMr, 5749425]
[paragraph, [157.0, 157.0, 603.0, 36.0], mxG4_16IMr, 5749425]
[paragraph, [157.0, 207.0, 599.0, 36.0], tHGpT6fTy5, 5749425]
[paragraph, [157.0, 243.0, 599.0, 36.0], tHGpT6fTy5, 5749425]
[paragraph, [155.0, 312.0, 577.0, 36.0], xto1_Yw8z6, 5749425]
[paragraph, [155.0, 348.0, 577.0, 36.0], xto1_Yw8z6, 5749425]
[paragraph, [155.0, 384.0, 577.0, 36.0], xto1_Yw8z6, 5749425]
[paragraph, [159.0, 426.0, 604.0, 36.0], DmSQ5RBkyh, 5749425]
[paragraph, [159.0, 462.0, 604.0, 36.0], DmSQ5RBkyh, 5749425]
[paragraph, [161.0, 537.0, 496.0, 36.0], Jt22hlBHN4, 5749425]
[reference, [495.0, 585.0, 271.0, 36.0], jE2nwBV275, 5749425]
[paragraph, [111.0, 637.0, 711.0, 36.0], shoonya_4sPY9O94Y9G2ZH, 5749425]
[paragraph, [111.0, 673.0, 711.0, 36.0], shoonya_4sPY9O94Y9G2ZH, 5749425]
[paragraph, [111.0, 709.0, 711.0, 36.0], shoonya_4sPY9O94Y9G2ZH, 5749425]
[paragraph, [111.0, 745.0, 711.0, 36.0], shoonya_4sPY9O94Y9G2ZH, 5749425]
[paragraph, [111.0, 781.0, 711.0, 36.0], shoonya_4sPY9O94Y9G2ZH, 5749425]
[paragraph, [111.0, 817.0, 711.0, 36.0], shoonya_4sPY9O94Y9G2ZH, 5749425]
[paragraph, [111.0, 853.0, 711.0, 36.0], shoonya_4sPY9O94Y9G2ZH, 5749425]
[paragraph, [111.0, 889.0, 711.0, 36.0], shoonya_4sPY9O94Y9G2ZH, 5749425]
[paragraph, [111.0, 925.0, 711.0, 36.0], shoonya_4sPY9O94Y9G2ZH, 5749425]
[paragraph, [111.0, 961.0, 711.0, 36.0], shoonya_4sPY9O94Y9G2ZH, 5749425]
[paragraph, [111.0, 997.0, 711.0, 36.0], shoonya_4sPY9O94Y9G2ZH, 5749425]
[paragraph, [111.0, 1033.0, 711.0, 36.0], shoonya_4sPY9O94Y9G2ZH, 5749425]
[paragraph, [111.0, 1069.0, 711.0, 36.0], shoonya_4sPY9O94Y9G2ZH, 5749425]
[paragraph, [111.0, 1105.0, 711.0, 36.0], shoonya_4sPY9O94Y9G2ZH, 5749425]
[paragraph, [111.0, 1141.0, 711.0, 36.0], shoonya_4sPY9O94Y9G2ZH, 5749425]
[paragraph, [111.0, 1177.0, 711.0, 36.0], shoonya_4sPY9O94Y9G2ZH, 5749425]
[paragraph, [111.0, 1213.0, 711.0, 36.0], shoonya_4sPY9O94Y9G2ZH, 5749425]
[paragraph, [111.0, 1249.0, 711.0, 36.0], shoonya_4sPY9O94Y9G2ZH, 5749425]
[paragraph, [111.0, 1285.0, 711.0, 36.0], shoonya_4sPY9O94Y9G2ZH, 5749425]
[paragraph, [111.0, 1321.0, 711.0, 36.0], shoonya_4sPY9O94Y9G2ZH, 5749425]
[paragraph, [111.0, 1357.0, 711.0, 36.0], shoonya_4sPY9O94Y9G2ZH, 5749425]
[paragraph, [111.0, 1393.0, 711.0, 36.0], shoonya_4sPY9O94Y9G2ZH, 5749425]
[paragraph, [111.0, 1429.0, 711.0, 36.0], shoonya_4sPY9O94Y9G2ZH, 5749425]
[paragraph, [111.0, 1465.0, 711.0, 36.0], shoonya_4sPY9O94Y9G2ZH, 5749425]
[paragraph, [111.0, 1501.0, 711.0, 36.0], shoonya_4sPY9O94Y9G2ZH, 5749425]
[paragraph, [111.0, 1537.0, 711.0, 36.0], shoonya_4sPY9O94Y9G2ZH, 5749425]
[paragraph, [111.0, 1573.0, 711.0, 36.0], shoonya_4sPY9O94Y9G2ZH, 5749425]
[paragraph, [111.0, 1609.0, 711.0, 36.0], shoonya_4sPY9O94Y9G2ZH, 5749425]
[paragraph, [111.0, 1645.0, 711.0, 36.0], shoonya_4sPY9O94Y9G2ZH, 5749425]
[paragraph, [111.0, 1681.0, 711.0, 36.0], shoonya_4sPY9O94Y9G2ZH, 5749425]
[paragraph, [111.0, 1717.0, 711.0, 36.0], shoonya_4sPY9O94Y9G2ZH, 5749425]
[paragraph, [111.0, 1753.0, 711.0, 36.0], shoonya_4sPY9O94Y9G2ZH, 5749425]
[paragraph, [111.0, 1789.0, 711.0, 36.0], shoonya_4sPY9O94Y9G2ZH, 5749425]
[paragraph, [111.0, 1825.0, 711.0, 36.0], shoonya_4sPY9O94Y9G2ZH, 5749425]
[paragraph, [111.0, 1861.0, 711.0, 36.0], shoonya_4sPY9O94Y9G2ZH, 5749425]
[paragraph, [111.0, 1897.0, 711.0, 36.0], shoonya_4sPY9O94Y9G2ZH, 5749425]
[paragraph, [111.0, 1933.0, 711.0, 36.0], shoonya_4sPY9O94Y9G2ZH, 5749425]
[paragraph, [111.0, 1969.0, 711.0, 36.0], shoonya_4sPY9O94Y9G2ZH, 5749425]
[paragraph, [111.0, 2005.0, 711.0, 36.0], shoonya_4sPY9O94Y9G2ZH, 5749425]
[paragraph, [111.0, 2041.0, 711.0, 36.0], shoonya_4sPY9O94Y9G2ZH, 5749425]
[paragraph, [111.0, 2077.0, 711.0, 36.0], shoonya_4sPY9O94Y9G2ZH, 5749425]
[paragraph, [852.0, 694.0, 698.0, 36.0], shoonya_1sK25MUUFQ5CNT, 5749425]
[paragraph, [852.0, 730.0, 698.0, 36.0], shoonya_1sK25MUUFQ5CNT, 5749425]
[paragraph, [852.0, 766.0, 698.0, 36.0], shoonya_1sK25MUUFQ5CNT, 5749425]
[paragraph, [852.0, 802.0, 698.0, 36.0], shoonya_1sK25MUUFQ5CNT, 5749425]
[paragraph, [852.0, 838.0, 698.0, 36.0], shoonya_1sK25MUUFQ5CNT, 5749425]
[paragraph, [852.0, 874.0, 698.0, 36.0], shoonya_1sK25MUUFQ5CNT, 5749425]
[paragraph, [852.0, 910.0, 698.0, 36.0], shoonya_1sK25MUUFQ5CNT, 5749425]
[paragraph, [852.0, 946.0, 698.0, 36.0], shoonya_1sK25MUUFQ5CNT, 5749425]
[paragraph, [852.0, 982.0, 698.0, 36.0], shoonya_1sK25MUUFQ5CNT, 5749425]
[paragraph, [852.0, 1018.0, 698.0, 36.0], shoonya_1sK25MUUFQ5CNT, 5749425]
[paragraph, [852.0, 1054.0, 698.0, 36.0], shoonya_1sK25MUUFQ5CNT, 5749425]
[paragraph, [852.0, 1090.0, 698.0, 36.0], shoonya_1sK25MUUFQ5CNT, 5749425]
[paragraph, [852.0, 1126.0, 698.0, 36.0], shoonya_1sK25MUUFQ5CNT, 5749425]
[paragraph, [857.0, 1194.0, 706.0, 36.0], shoonya_2s2P446V2TCO2O, 5749425]
[paragraph, [857.0, 1230.0, 706.0, 36.0], shoonya_2s2P446V2TCO2O, 5749425]
[paragraph, [857.0, 1266.0, 706.0, 36.0], shoonya_2s2P446V2TCO2O, 5749425]
[paragraph, [857.0, 1302.0, 706.0, 36.0], shoonya_2s2P446V2TCO2O, 5749425]
[paragraph, [857.0, 1338.0, 706.0, 36.0], shoonya_2s2P446V2TCO2O, 5749425]
[paragraph, [857.0, 1374.0, 706.0, 36.0], shoonya_2s2P446V2TCO2O, 5749425]
[paragraph, [857.0, 1410.0, 706.0, 36.0], shoonya_2s2P446V2TCO2O, 5749425]
[paragraph, [857.0, 1446.0, 706.0, 36.0], shoonya_2s2P446V2TCO2O, 5749425]
[paragraph, [857.0, 1482.0, 706.0, 36.0], shoonya_2s2P446V2TCO2O, 5749425]
[paragraph, [857.0, 1518.0, 706.0, 36.0], shoonya_2s2P446V2TCO2O, 5749425]
[paragraph, [857.0, 1554.0, 706.0, 36.0], shoonya_2s2P446V2TCO2O, 5749425]
[paragraph, [857.0, 1590.0, 706.0, 36.0], shoonya_2s2P446V2TCO2O, 5749425]
[paragraph, [857.0, 1626.0, 706.0, 36.0], shoonya_2s2P446V2TCO2O, 5749425]
[paragraph, [857.0, 1662.0, 706.0, 36.0], shoonya_2s2P446V2TCO2O, 5749425]
[paragraph, [857.0, 1698.0, 706.0, 36.0], shoonya_2s2P446V2TCO2O, 5749425]
[paragraph, [861.0, 1744.0, 700.0, 36.0], shoonya_3sCTNHQCNMG0H3, 5749425]
[paragraph, [861.0, 1780.0, 700.0, 36.0], shoonya_3sCTNHQCNMG0H3, 5749425]
[paragraph, [861.0, 1816.0, 700.0, 36.0], shoonya_3sCTNHQCNMG0H3, 5749425]
[paragraph, [861.0, 1852.0, 700.0, 36.0], shoonya_3sCTNHQCNMG0H3, 5749425]
[paragraph, [861.0, 1888.0, 700.0, 36.0], shoonya_3sCTNHQCNMG0H3, 5749425]
[paragraph, [861.0, 1924.0, 700.0, 36.0], shoonya_3sCTNHQCNMG0H3, 5749425]
[paragraph, [861.0, 1960.0, 700.0, 36.0], shoonya_3sCTNHQCNMG0H3, 5749425]
[paragraph, [861.0, 1996.0, 700.0, 36.0], shoonya_3sCTNHQCNMG0H3, 5749425]
[paragraph, [861.0, 2032.0, 700.0, 36.0], shoonya_3sCTNHQCNMG0H3, 5749425]
[paragraph, [861.0, 2068.0, 700.0, 36.0], shoonya_3sCTNHQCNMG0H3, 5749425]
