[2000, 1414]
[headline, [355.0, 383.0, 701.0, 67.5], shoonya_13sIZND691OU0C, 6516422]
[headline, [355.0, 450.5, 701.0, 67.5], shoonya_13sIZND691OU0C, 6516422]
[author, [642.0, 604.0, 134.0, 36.0], shoonya_9sMOKI14MRRUBQ, 6516422]
[paragraph, [935.0, 764.0, 388.0, 36.0], shoonya_1sW86JTY1XI4RD, 6516422]
[paragraph, [935.0, 800.0, 388.0, 36.0], shoonya_1sW86JTY1XI4RD, 6516422]
[paragraph, [935.0, 836.0, 388.0, 36.0], shoonya_1sW86JTY1XI4RD, 6516422]
[paragraph, [935.0, 872.0, 388.0, 36.0], shoonya_1sW86JTY1XI4RD, 6516422]
[paragraph, [935.0, 908.0, 388.0, 36.0], shoonya_1sW86JTY1XI4RD, 6516422]
[paragraph, [935.0, 944.0, 388.0, 36.0], shoonya_1sW86JTY1XI4RD, 6516422]
[paragraph, [507.0, 768.0, 380.0, 36.0], shoonya_2sZR6T3TF3P5A9, 6516422]
[paragraph, [507.0, 804.0, 380.0, 36.0], shoonya_2sZR6T3TF3P5A9, 6516422]
[paragraph, [507.0, 840.0, 380.0, 36.0], shoonya_2sZR6T3TF3P5A9, 6516422]
[paragraph, [507.0, 876.0, 380.0, 36.0], shoonya_2sZR6T3TF3P5A9, 6516422]
[paragraph, [507.0, 912.0, 380.0, 36.0], shoonya_2sZR6T3TF3P5A9, 6516422]
[paragraph, [507.0, 948.0, 380.0, 36.0], shoonya_2sZR6T3TF3P5A9, 6516422]
[paragraph, [507.0, 984.0, 380.0, 36.0], shoonya_2sZR6T3TF3P5A9, 6516422]
[paragraph, [73.0, 770.0, 384.0, 36.0], shoonya_14sT2JMN1OPEAX, 6516422]
[paragraph, [73.0, 806.0, 384.0, 36.0], shoonya_14sT2JMN1OPEAX, 6516422]
[paragraph, [73.0, 842.0, 384.0, 36.0], shoonya_14sT2JMN1OPEAX, 6516422]
[paragraph, [73.0, 878.0, 384.0, 36.0], shoonya_14sT2JMN1OPEAX, 6516422]
[paragraph, [73.0, 914.0, 384.0, 36.0], shoonya_14sT2JMN1OPEAX, 6516422]
[paragraph, [73.0, 950.0, 384.0, 36.0], shoonya_14sT2JMN1OPEAX, 6516422]
[paragraph, [73.0, 986.0, 384.0, 36.0], shoonya_14sT2JMN1OPEAX, 6516422]
[paragraph, [943.0, 1047.0, 387.0, 36.0], shoonya_0s9Q8KE7DW4R7J, 6516422]
[paragraph, [943.0, 1083.0, 387.0, 36.0], shoonya_0s9Q8KE7DW4R7J, 6516422]
[paragraph, [943.0, 1119.0, 387.0, 36.0], shoonya_0s9Q8KE7DW4R7J, 6516422]
[paragraph, [943.0, 1155.0, 387.0, 36.0], shoonya_0s9Q8KE7DW4R7J, 6516422]
[paragraph, [943.0, 1191.0, 387.0, 36.0], shoonya_0s9Q8KE7DW4R7J, 6516422]
[paragraph, [943.0, 1227.0, 387.0, 36.0], shoonya_0s9Q8KE7DW4R7J, 6516422]
[paragraph, [74.0, 1077.0, 386.0, 36.0], shoonya_3sLXLDICS4UNB9, 6516422]
[paragraph, [74.0, 1113.0, 386.0, 36.0], shoonya_3sLXLDICS4UNB9, 6516422]
[paragraph, [74.0, 1149.0, 386.0, 36.0], shoonya_3sLXLDICS4UNB9, 6516422]
[paragraph, [74.0, 1185.0, 386.0, 36.0], shoonya_3sLXLDICS4UNB9, 6516422]
[paragraph, [74.0, 1221.0, 386.0, 36.0], shoonya_3sLXLDICS4UNB9, 6516422]
[paragraph, [74.0, 1257.0, 386.0, 36.0], shoonya_3sLXLDICS4UNB9, 6516422]
[paragraph, [506.0, 1171.0, 381.0, 36.0], shoonya_4sAFG99CYWY633, 6516422]
[paragraph, [506.0, 1207.0, 381.0, 36.0], shoonya_4sAFG99CYWY633, 6516422]
[paragraph, [506.0, 1243.0, 381.0, 36.0], shoonya_4sAFG99CYWY633, 6516422]
[paragraph, [506.0, 1279.0, 381.0, 36.0], shoonya_4sAFG99CYWY633, 6516422]
[paragraph, [506.0, 1315.0, 381.0, 36.0], shoonya_4sAFG99CYWY633, 6516422]
[paragraph, [506.0, 1351.0, 381.0, 36.0], shoonya_4sAFG99CYWY633, 6516422]
[paragraph, [506.0, 1387.0, 381.0, 36.0], shoonya_4sAFG99CYWY633, 6516422]
[paragraph, [935.0, 1316.0, 384.0, 36.0], shoonya_7sL08UXLIM9QKZ, 6516422]
[paragraph, [935.0, 1352.0, 384.0, 36.0], shoonya_7sL08UXLIM9QKZ, 6516422]
[paragraph, [935.0, 1388.0, 384.0, 36.0], shoonya_7sL08UXLIM9QKZ, 6516422]
[paragraph, [935.0, 1424.0, 384.0, 36.0], shoonya_7sL08UXLIM9QKZ, 6516422]
[paragraph, [935.0, 1460.0, 384.0, 36.0], shoonya_7sL08UXLIM9QKZ, 6516422]
[paragraph, [935.0, 1496.0, 384.0, 36.0], shoonya_7sL08UXLIM9QKZ, 6516422]
[paragraph, [79.0, 1385.0, 380.0, 36.0], shoonya_10sH06T6IYUNZH, 6516422]
[paragraph, [79.0, 1421.0, 380.0, 36.0], shoonya_10sH06T6IYUNZH, 6516422]
[paragraph, [79.0, 1457.0, 380.0, 36.0], shoonya_10sH06T6IYUNZH, 6516422]
[paragraph, [79.0, 1493.0, 380.0, 36.0], shoonya_10sH06T6IYUNZH, 6516422]
[paragraph, [79.0, 1529.0, 380.0, 36.0], shoonya_10sH06T6IYUNZH, 6516422]
[paragraph, [79.0, 1565.0, 380.0, 36.0], shoonya_10sH06T6IYUNZH, 6516422]
[paragraph, [507.0, 1573.0, 383.0, 36.0], shoonya_5sQGKGME4QTVS7, 6516422]
[paragraph, [507.0, 1609.0, 383.0, 36.0], shoonya_5sQGKGME4QTVS7, 6516422]
[paragraph, [507.0, 1645.0, 383.0, 36.0], shoonya_5sQGKGME4QTVS7, 6516422]
[paragraph, [507.0, 1681.0, 383.0, 36.0], shoonya_5sQGKGME4QTVS7, 6516422]
[paragraph, [507.0, 1717.0, 383.0, 36.0], shoonya_5sQGKGME4QTVS7, 6516422]
[paragraph, [507.0, 1753.0, 383.0, 36.0], shoonya_5sQGKGME4QTVS7, 6516422]
[paragraph, [507.0, 1789.0, 383.0, 36.0], shoonya_5sQGKGME4QTVS7, 6516422]
