[2339, 1656]
[headline, [560.0, 132.0, 534.0, 67.5], shoonya_1s0YFE4QGJR6UO, 5690665]
[headline, [560.0, 199.5, 534.0, 67.5], shoonya_1s0YFE4QGJR6UO, 5690665]
[paragraph, [143.0, 340.0, 1379.0, 36.0], shoonya_2sSC19QEHRALKU, 5690665]
[paragraph, [143.0, 376.0, 1379.0, 36.0], shoonya_2sSC19QEHRALKU, 5690665]
[paragraph, [143.0, 412.0, 1379.0, 36.0], shoonya_2sSC19QEHRALKU, 5690665]
[paragraph, [143.0, 448.0, 1379.0, 36.0], shoonya_2sSC19QEHRALKU, 5690665]
[paragraph, [143.0, 484.0, 1379.0, 36.0], shoonya_2sSC19QEHRALKU, 5690665]
[paragraph, [143.0, 520.0, 1379.0, 36.0], shoonya_2sSC19QEHRALKU, 5690665]
[paragraph, [143.0, 556.0, 1379.0, 36.0], shoonya_2sSC19QEHRALKU, 5690665]
[paragraph, [143.0, 592.0, 1379.0, 36.0], shoonya_2sSC19QEHRALKU, 5690665]
[paragraph, [143.0, 628.0, 1379.0, 36.0], shoonya_2sSC19QEHRALKU, 5690665]
[paragraph, [143.0, 664.0, 1379.0, 36.0], shoonya_2sSC19QEHRALKU, 5690665]
[paragraph, [143.0, 700.0, 1379.0, 36.0], shoonya_2sSC19QEHRALKU, 5690665]
[paragraph, [143.0, 736.0, 1379.0, 36.0], shoonya_2sSC19QEHRALKU, 5690665]
[paragraph, [143.0, 772.0, 1379.0, 36.0], shoonya_2sSC19QEHRALKU, 5690665]
[paragraph, [143.0, 808.0, 1379.0, 36.0], shoonya_2sSC19QEHRALKU, 5690665]
[paragraph, [143.0, 844.0, 1379.0, 36.0], shoonya_2sSC19QEHRALKU, 5690665]
[paragraph, [143.0, 880.0, 1379.0, 36.0], shoonya_2sSC19QEHRALKU, 5690665]
[paragraph, [240.0, 956.0, 977.0, 36.0], L91-83L2DY, 5690665]
[paragraph, [240.0, 992.0, 977.0, 36.0], L91-83L2DY, 5690665]
[unordered-list, [155.0, 1060.0, 1329.0, 36.0], shoonya_3sXXQ17QH1KQDH, 5690665]
[unordered-list, [155.0, 1096.0, 1329.0, 36.0], shoonya_3sXXQ17QH1KQDH, 5690665]
[unordered-list, [155.0, 1132.0, 1329.0, 36.0], shoonya_3sXXQ17QH1KQDH, 5690665]
[unordered-list, [155.0, 1168.0, 1329.0, 36.0], shoonya_3sXXQ17QH1KQDH, 5690665]
[unordered-list, [155.0, 1204.0, 1329.0, 36.0], shoonya_3sXXQ17QH1KQDH, 5690665]
[unordered-list, [155.0, 1240.0, 1329.0, 36.0], shoonya_3sXXQ17QH1KQDH, 5690665]
[unordered-list, [155.0, 1276.0, 1329.0, 36.0], shoonya_3sXXQ17QH1KQDH, 5690665]
[unordered-list, [155.0, 1312.0, 1329.0, 36.0], shoonya_3sXXQ17QH1KQDH, 5690665]
[unordered-list, [155.0, 1348.0, 1329.0, 36.0], shoonya_3sXXQ17QH1KQDH, 5690665]
[unordered-list, [155.0, 1384.0, 1329.0, 36.0], shoonya_3sXXQ17QH1KQDH, 5690665]
[unordered-list, [155.0, 1420.0, 1329.0, 36.0], shoonya_3sXXQ17QH1KQDH, 5690665]
[unordered-list, [155.0, 1456.0, 1329.0, 36.0], shoonya_3sXXQ17QH1KQDH, 5690665]
[unordered-list, [155.0, 1492.0, 1329.0, 36.0], shoonya_3sXXQ17QH1KQDH, 5690665]
[unordered-list, [155.0, 1528.0, 1329.0, 36.0], shoonya_3sXXQ17QH1KQDH, 5690665]
[unordered-list, [155.0, 1564.0, 1329.0, 36.0], shoonya_3sXXQ17QH1KQDH, 5690665]
[unordered-list, [155.0, 1600.0, 1329.0, 36.0], shoonya_3sXXQ17QH1KQDH, 5690665]
[unordered-list, [155.0, 1636.0, 1329.0, 36.0], shoonya_3sXXQ17QH1KQDH, 5690665]
[unordered-list, [155.0, 1672.0, 1329.0, 36.0], shoonya_3sXXQ17QH1KQDH, 5690665]
[unordered-list, [155.0, 1708.0, 1329.0, 36.0], shoonya_3sXXQ17QH1KQDH, 5690665]
[unordered-list, [155.0, 1744.0, 1329.0, 36.0], shoonya_3sXXQ17QH1KQDH, 5690665]
[unordered-list, [155.0, 1780.0, 1329.0, 36.0], shoonya_3sXXQ17QH1KQDH, 5690665]
[unordered-list, [155.0, 1816.0, 1329.0, 36.0], shoonya_3sXXQ17QH1KQDH, 5690665]
[unordered-list, [155.0, 1852.0, 1329.0, 36.0], shoonya_3sXXQ17QH1KQDH, 5690665]
[unordered-list, [155.0, 1888.0, 1329.0, 36.0], shoonya_3sXXQ17QH1KQDH, 5690665]
[unordered-list, [155.0, 1924.0, 1329.0, 36.0], shoonya_3sXXQ17QH1KQDH, 5690665]
