[1352, 827]
[folio, [90.0, 50.0, 114.0, 18.0], mrYushD9SD, 5781724]
[folio, [90.0, 68.0, 114.0, 18.0], mrYushD9SD, 5781724]
[folio, [285.0, 107.0, 255.0, 18.0], shoonya_4sC21NYHBK9CSM, 5781724]
[paragraph, [88.0, 144.0, 645.0, 18.0], shoonya_3sDU6SJKYE3YB4, 5781724]
[paragraph, [88.0, 162.0, 645.0, 18.0], shoonya_3sDU6SJKYE3YB4, 5781724]
[paragraph, [88.0, 180.0, 645.0, 18.0], shoonya_3sDU6SJKYE3YB4, 5781724]
[paragraph, [88.0, 198.0, 645.0, 18.0], shoonya_3sDU6SJKYE3YB4, 5781724]
[paragraph, [88.0, 216.0, 645.0, 18.0], shoonya_3sDU6SJKYE3YB4, 5781724]
[paragraph, [88.0, 234.0, 645.0, 18.0], shoonya_3sDU6SJKYE3YB4, 5781724]
[paragraph, [88.0, 252.0, 645.0, 18.0], shoonya_3sDU6SJKYE3YB4, 5781724]
[paragraph, [88.0, 270.0, 645.0, 18.0], shoonya_3sDU6SJKYE3YB4, 5781724]
[paragraph, [88.0, 288.0, 645.0, 18.0], shoonya_3sDU6SJKYE3YB4, 5781724]
[ordered-list, [79.0, 321.0, 665.0, 18.0], 44wnlxI95C, 5781724]
[ordered-list, [79.0, 339.0, 665.0, 18.0], 44wnlxI95C, 5781724]
[ordered-list, [79.0, 357.0, 665.0, 18.0], 44wnlxI95C, 5781724]
[ordered-list, [79.0, 375.0, 665.0, 18.0], 44wnlxI95C, 5781724]
[ordered-list, [79.0, 393.0, 665.0, 18.0], 44wnlxI95C, 5781724]
[ordered-list, [79.0, 411.0, 665.0, 18.0], 44wnlxI95C, 5781724]
[ordered-list, [79.0, 429.0, 665.0, 18.0], 44wnlxI95C, 5781724]
[ordered-list, [79.0, 447.0, 665.0, 18.0], 44wnlxI95C, 5781724]
[ordered-list, [79.0, 465.0, 665.0, 18.0], 44wnlxI95C, 5781724]
[ordered-list, [79.0, 483.0, 665.0, 18.0], 44wnlxI95C, 5781724]
[ordered-list, [79.0, 501.0, 665.0, 18.0], 44wnlxI95C, 5781724]
[ordered-list, [79.0, 519.0, 665.0, 18.0], 44wnlxI95C, 5781724]
[ordered-list, [79.0, 537.0, 665.0, 18.0], 44wnlxI95C, 5781724]
[ordered-list, [79.0, 555.0, 665.0, 18.0], 44wnlxI95C, 5781724]
[ordered-list, [79.0, 573.0, 665.0, 18.0], 44wnlxI95C, 5781724]
[ordered-list, [79.0, 591.0, 665.0, 18.0], 44wnlxI95C, 5781724]
[ordered-list, [79.0, 609.0, 665.0, 18.0], 44wnlxI95C, 5781724]
[ordered-list, [79.0, 627.0, 665.0, 18.0], 44wnlxI95C, 5781724]
[ordered-list, [79.0, 645.0, 665.0, 18.0], 44wnlxI95C, 5781724]
[ordered-list, [79.0, 663.0, 665.0, 18.0], 44wnlxI95C, 5781724]
[ordered-list, [79.0, 681.0, 665.0, 18.0], 44wnlxI95C, 5781724]
[ordered-list, [79.0, 699.0, 665.0, 18.0], 44wnlxI95C, 5781724]
[ordered-list, [79.0, 717.0, 665.0, 18.0], 44wnlxI95C, 5781724]
[ordered-list, [79.0, 735.0, 665.0, 18.0], 44wnlxI95C, 5781724]
[ordered-list, [79.0, 753.0, 665.0, 18.0], 44wnlxI95C, 5781724]
[ordered-list, [79.0, 771.0, 665.0, 18.0], 44wnlxI95C, 5781724]
[ordered-list, [79.0, 789.0, 665.0, 18.0], 44wnlxI95C, 5781724]
[ordered-list, [79.0, 807.0, 665.0, 18.0], 44wnlxI95C, 5781724]
[ordered-list, [79.0, 825.0, 665.0, 18.0], 44wnlxI95C, 5781724]
[ordered-list, [79.0, 843.0, 665.0, 18.0], 44wnlxI95C, 5781724]
[ordered-list, [79.0, 861.0, 665.0, 18.0], 44wnlxI95C, 5781724]
[ordered-list, [79.0, 879.0, 665.0, 18.0], 44wnlxI95C, 5781724]
[ordered-list, [79.0, 897.0, 665.0, 18.0], 44wnlxI95C, 5781724]
[ordered-list, [79.0, 915.0, 665.0, 18.0], 44wnlxI95C, 5781724]
[sub-ordered-list, [85.0, 407.0, 655.0, 18.0], zT25KllpWt, 5781724]
[sub-ordered-list, [85.0, 425.0, 655.0, 18.0], zT25KllpWt, 5781724]
[sub-ordered-list, [85.0, 443.0, 655.0, 18.0], zT25KllpWt, 5781724]
[sub-ordered-list, [85.0, 461.0, 655.0, 18.0], zT25KllpWt, 5781724]
[sub-ordered-list, [85.0, 479.0, 655.0, 18.0], zT25KllpWt, 5781724]
[sub-ordered-list, [85.0, 497.0, 655.0, 18.0], zT25KllpWt, 5781724]
[sub-ordered-list, [85.0, 515.0, 655.0, 18.0], zT25KllpWt, 5781724]
[sub-ordered-list, [85.0, 533.0, 655.0, 18.0], zT25KllpWt, 5781724]
[sub-ordered-list, [85.0, 551.0, 655.0, 18.0], zT25KllpWt, 5781724]
[sub-ordered-list, [85.0, 569.0, 655.0, 18.0], zT25KllpWt, 5781724]
[sub-ordered-list, [85.0, 587.0, 655.0, 18.0], zT25KllpWt, 5781724]
[sub-ordered-list, [85.0, 605.0, 655.0, 18.0], zT25KllpWt, 5781724]
[sub-ordered-list, [85.0, 623.0, 655.0, 18.0], zT25KllpWt, 5781724]
[sub-ordered-list, [85.0, 641.0, 655.0, 18.0], zT25KllpWt, 5781724]
[sub-ordered-list, [85.0, 659.0, 655.0, 18.0], zT25KllpWt, 5781724]
[sub-ordered-list, [85.0, 677.0, 655.0, 18.0], zT25KllpWt, 5781724]
[sub-ordered-list, [85.0, 695.0, 655.0, 18.0], zT25KllpWt, 5781724]
[sub-ordered-list, [85.0, 713.0, 655.0, 18.0], zT25KllpWt, 5781724]
[sub-ordered-list, [85.0, 731.0, 655.0, 18.0], zT25KllpWt, 5781724]
[sub-ordered-list, [85.0, 749.0, 655.0, 18.0], zT25KllpWt, 5781724]
[sub-ordered-list, [85.0, 767.0, 655.0, 18.0], zT25KllpWt, 5781724]
[sub-ordered-list, [85.0, 785.0, 655.0, 18.0], zT25KllpWt, 5781724]
[sub-ordered-list, [85.0, 803.0, 655.0, 18.0], zT25KllpWt, 5781724]
[sub-ordered-list, [85.0, 821.0, 655.0, 18.0], zT25KllpWt, 5781724]
[sub-ordered-list, [85.0, 839.0, 655.0, 18.0], zT25KllpWt, 5781724]
[sub-ordered-list, [85.0, 857.0, 655.0, 18.0], zT25KllpWt, 5781724]
[sub-ordered-list, [85.0, 875.0, 655.0, 18.0], zT25KllpWt, 5781724]
[subsub-ordered-list, [94.0, 555.0, 641.0, 18.0], Ja041bGMJI, 5781724]
[subsub-ordered-list, [94.0, 573.0, 641.0, 18.0], Ja041bGMJI, 5781724]
[subsub-ordered-list, [94.0, 591.0, 641.0, 18.0], Ja041bGMJI, 5781724]
[subsub-ordered-list, [94.0, 609.0, 641.0, 18.0], Ja041bGMJI, 5781724]
[subsub-ordered-list, [94.0, 627.0, 641.0, 18.0], Ja041bGMJI, 5781724]
[subsub-ordered-list, [94.0, 645.0, 641.0, 18.0], Ja041bGMJI, 5781724]
[subsub-ordered-list, [94.0, 663.0, 641.0, 18.0], Ja041bGMJI, 5781724]
[subsub-ordered-list, [94.0, 681.0, 641.0, 18.0], Ja041bGMJI, 5781724]
[subsub-ordered-list, [94.0, 699.0, 641.0, 18.0], Ja041bGMJI, 5781724]
[subsub-ordered-list, [94.0, 717.0, 641.0, 18.0], Ja041bGMJI, 5781724]
[subsub-ordered-list, [94.0, 735.0, 641.0, 18.0], Ja041bGMJI, 5781724]
[subsub-ordered-list, [94.0, 753.0, 641.0, 18.0], Ja041bGMJI, 5781724]
[subsub-ordered-list, [94.0, 771.0, 641.0, 18.0], Ja041bGMJI, 5781724]
[subsub-ordered-list, [94.0, 789.0, 641.0, 18.0], Ja041bGMJI, 5781724]
[subsub-ordered-list, [94.0, 807.0, 641.0, 18.0], Ja041bGMJI, 5781724]
[ordered-list, [81.0, 950.0, 659.0, 18.0], YWnhz0F-TD, 5781724]
[ordered-list, [81.0, 968.0, 659.0, 18.0], YWnhz0F-TD, 5781724]
[ordered-list, [81.0, 986.0, 659.0, 18.0], YWnhz0F-TD, 5781724]
[ordered-list, [81.0, 1004.0, 659.0, 18.0], YWnhz0F-TD, 5781724]
[ordered-list, [81.0, 1022.0, 659.0, 18.0], YWnhz0F-TD, 5781724]
[ordered-list, [81.0, 1040.0, 659.0, 18.0], YWnhz0F-TD, 5781724]
[ordered-list, [81.0, 1058.0, 659.0, 18.0], YWnhz0F-TD, 5781724]
[ordered-list, [81.0, 1076.0, 659.0, 18.0], YWnhz0F-TD, 5781724]
[ordered-list, [81.0, 1094.0, 659.0, 18.0], YWnhz0F-TD, 5781724]
[ordered-list, [81.0, 1112.0, 659.0, 18.0], YWnhz0F-TD, 5781724]
[ordered-list, [81.0, 1130.0, 659.0, 18.0], YWnhz0F-TD, 5781724]
[ordered-list, [81.0, 1148.0, 659.0, 18.0], YWnhz0F-TD, 5781724]
[ordered-list, [81.0, 1166.0, 659.0, 18.0], YWnhz0F-TD, 5781724]
[ordered-list, [81.0, 1184.0, 659.0, 18.0], YWnhz0F-TD, 5781724]
[ordered-list, [81.0, 1202.0, 659.0, 18.0], YWnhz0F-TD, 5781724]
[sub-ordered-list, [93.0, 984.0, 641.0, 18.0], 9R4YZ6sW7e, 5781724]
[sub-ordered-list, [93.0, 1002.0, 641.0, 18.0], 9R4YZ6sW7e, 5781724]
