[1267, 753]
[headline, [217.0, 185.0, 305.0, 25.5], s7OW_uBziS, 5699959]
[headline, [217.0, 210.5, 305.0, 25.5], s7OW_uBziS, 5699959]
[sub-headline, [293.0, 297.0, 154.0, 25.5], pKFH08vGnw, 5699959]
[sub-headline, [238.0, 336.0, 278.0, 25.5], 0MyTLznd6F, 5699959]
[folio, [293.0, 387.0, 168.0, 18.0], pynKsoOz2x, 5699959]
[section-title, [324.0, 422.0, 107.0, 30.0], shoonya_2s8RDGK3B68RDC, 5699959]
[section-title, [137.0, 467.0, 485.0, 30.0], hkLpV1DB_a, 5699959]
[paragraph, [75.0, 502.0, 598.0, 18.0], shoonya_0sG3DX62396FUV, 5699959]
[paragraph, [75.0, 520.0, 598.0, 18.0], shoonya_0sG3DX62396FUV, 5699959]
[paragraph, [75.0, 538.0, 598.0, 18.0], shoonya_0sG3DX62396FUV, 5699959]
[paragraph, [75.0, 556.0, 598.0, 18.0], shoonya_0sG3DX62396FUV, 5699959]
[paragraph, [75.0, 574.0, 598.0, 18.0], shoonya_0sG3DX62396FUV, 5699959]
[paragraph, [75.0, 592.0, 598.0, 18.0], shoonya_0sG3DX62396FUV, 5699959]
[paragraph, [75.0, 610.0, 598.0, 18.0], shoonya_0sG3DX62396FUV, 5699959]
[paragraph, [75.0, 628.0, 598.0, 18.0], shoonya_0sG3DX62396FUV, 5699959]
[paragraph, [75.0, 646.0, 598.0, 18.0], shoonya_0sG3DX62396FUV, 5699959]
[paragraph, [75.0, 664.0, 598.0, 18.0], shoonya_0sG3DX62396FUV, 5699959]
[paragraph, [75.0, 682.0, 598.0, 18.0], shoonya_0sG3DX62396FUV, 5699959]
[paragraph, [75.0, 700.0, 598.0, 18.0], shoonya_0sG3DX62396FUV, 5699959]
[paragraph, [75.0, 718.0, 598.0, 18.0], shoonya_0sG3DX62396FUV, 5699959]
[paragraph, [75.0, 736.0, 598.0, 18.0], shoonya_0sG3DX62396FUV, 5699959]
[paragraph, [75.0, 754.0, 598.0, 18.0], shoonya_0sG3DX62396FUV, 5699959]
[paragraph, [75.0, 772.0, 598.0, 18.0], shoonya_0sG3DX62396FUV, 5699959]
[paragraph, [75.0, 790.0, 598.0, 18.0], shoonya_0sG3DX62396FUV, 5699959]
[paragraph, [75.0, 808.0, 598.0, 18.0], shoonya_0sG3DX62396FUV, 5699959]
[paragraph, [75.0, 826.0, 598.0, 18.0], shoonya_0sG3DX62396FUV, 5699959]
[paragraph, [75.0, 844.0, 598.0, 18.0], shoonya_0sG3DX62396FUV, 5699959]
[paragraph, [75.0, 862.0, 598.0, 18.0], shoonya_0sG3DX62396FUV, 5699959]
[paragraph, [75.0, 880.0, 598.0, 18.0], shoonya_0sG3DX62396FUV, 5699959]
[paragraph, [75.0, 898.0, 598.0, 18.0], shoonya_0sG3DX62396FUV, 5699959]
[paragraph, [75.0, 916.0, 598.0, 18.0], shoonya_0sG3DX62396FUV, 5699959]
[paragraph, [75.0, 934.0, 598.0, 18.0], shoonya_0sG3DX62396FUV, 5699959]
[paragraph, [75.0, 952.0, 598.0, 18.0], shoonya_0sG3DX62396FUV, 5699959]
[paragraph, [75.0, 970.0, 598.0, 18.0], shoonya_0sG3DX62396FUV, 5699959]
[paragraph, [75.0, 988.0, 598.0, 18.0], shoonya_0sG3DX62396FUV, 5699959]
[paragraph, [75.0, 1006.0, 598.0, 18.0], shoonya_0sG3DX62396FUV, 5699959]
[paragraph, [75.0, 1024.0, 598.0, 18.0], shoonya_0sG3DX62396FUV, 5699959]
[paragraph, [75.0, 1042.0, 598.0, 18.0], shoonya_0sG3DX62396FUV, 5699959]
[paragraph, [84.0, 1081.0, 591.0, 18.0], shoonya_1s02I4VTRVUAK2, 5699959]
[paragraph, [84.0, 1099.0, 591.0, 18.0], shoonya_1s02I4VTRVUAK2, 5699959]
[paragraph, [84.0, 1117.0, 591.0, 18.0], shoonya_1s02I4VTRVUAK2, 5699959]
[paragraph, [84.0, 1135.0, 591.0, 18.0], shoonya_1s02I4VTRVUAK2, 5699959]
[paragraph, [84.0, 1153.0, 591.0, 18.0], shoonya_1s02I4VTRVUAK2, 5699959]
