[1719, 1325]
[section-title, [243.0, 263.0, 936.0, 49.5], shoonya_0sJZAZHGC2QUJL, 5717950]
[ordered-list, [198.0, 347.0, 998.0, 36.0], 4KpKREadde, 5717950]
[ordered-list, [198.0, 383.0, 998.0, 36.0], 4KpKREadde, 5717950]
[ordered-list, [198.0, 419.0, 998.0, 36.0], 4KpKREadde, 5717950]
[ordered-list, [198.0, 455.0, 998.0, 36.0], 4KpKREadde, 5717950]
[ordered-list, [198.0, 491.0, 998.0, 36.0], 4KpKREadde, 5717950]
[ordered-list, [198.0, 527.0, 998.0, 36.0], 4KpKREadde, 5717950]
[ordered-list, [198.0, 563.0, 998.0, 36.0], 4KpKREadde, 5717950]
[ordered-list, [198.0, 599.0, 998.0, 36.0], 4KpKREadde, 5717950]
[ordered-list, [198.0, 635.0, 998.0, 36.0], 4KpKREadde, 5717950]
[ordered-list, [198.0, 671.0, 998.0, 36.0], 4KpKREadde, 5717950]
[ordered-list, [198.0, 707.0, 998.0, 36.0], 4KpKREadde, 5717950]
[ordered-list, [198.0, 743.0, 998.0, 36.0], 4KpKREadde, 5717950]
[ordered-list, [198.0, 779.0, 998.0, 36.0], 4KpKREadde, 5717950]
[ordered-list, [198.0, 815.0, 998.0, 36.0], 4KpKREadde, 5717950]
[ordered-list, [198.0, 851.0, 998.0, 36.0], 4KpKREadde, 5717950]
[ordered-list, [198.0, 887.0, 998.0, 36.0], 4KpKREadde, 5717950]
[ordered-list, [198.0, 923.0, 998.0, 36.0], 4KpKREadde, 5717950]
[ordered-list, [198.0, 959.0, 998.0, 36.0], 4KpKREadde, 5717950]
[ordered-list, [198.0, 995.0, 998.0, 36.0], 4KpKREadde, 5717950]
[ordered-list, [198.0, 1031.0, 998.0, 36.0], 4KpKREadde, 5717950]
[ordered-list, [198.0, 1067.0, 998.0, 36.0], 4KpKREadde, 5717950]
[ordered-list, [198.0, 1103.0, 998.0, 36.0], 4KpKREadde, 5717950]
[ordered-list, [198.0, 1139.0, 998.0, 36.0], 4KpKREadde, 5717950]
[ordered-list, [198.0, 1175.0, 998.0, 36.0], 4KpKREadde, 5717950]
[ordered-list, [190.0, 1296.0, 1007.0, 36.0], _BuMumyp82, 5717950]
[ordered-list, [190.0, 1332.0, 1007.0, 36.0], _BuMumyp82, 5717950]
[ordered-list, [190.0, 1368.0, 1007.0, 36.0], _BuMumyp82, 5717950]
[ordered-list, [190.0, 1404.0, 1007.0, 36.0], _BuMumyp82, 5717950]
[ordered-list, [190.0, 1440.0, 1007.0, 36.0], _BuMumyp82, 5717950]
[ordered-list, [190.0, 1476.0, 1007.0, 36.0], _BuMumyp82, 5717950]
[ordered-list, [190.0, 1512.0, 1007.0, 36.0], _BuMumyp82, 5717950]
[ordered-list, [190.0, 1548.0, 1007.0, 36.0], _BuMumyp82, 5717950]
