[1387, 987]
[paragraph, [47.0, 74.0, 844.0, 18.0], shoonya_2s3OIF8DT4Y3ML, 5651807]
[paragraph, [47.0, 92.0, 844.0, 18.0], shoonya_2s3OIF8DT4Y3ML, 5651807]
[paragraph, [47.0, 110.0, 844.0, 18.0], shoonya_2s3OIF8DT4Y3ML, 5651807]
[paragraph, [47.0, 128.0, 844.0, 18.0], shoonya_2s3OIF8DT4Y3ML, 5651807]
[paragraph, [47.0, 146.0, 844.0, 18.0], shoonya_2s3OIF8DT4Y3ML, 5651807]
[paragraph, [47.0, 164.0, 844.0, 18.0], shoonya_2s3OIF8DT4Y3ML, 5651807]
[paragraph, [47.0, 182.0, 844.0, 18.0], shoonya_2s3OIF8DT4Y3ML, 5651807]
[paragraph, [47.0, 200.0, 844.0, 18.0], shoonya_2s3OIF8DT4Y3ML, 5651807]
[paragraph, [47.0, 218.0, 844.0, 18.0], shoonya_2s3OIF8DT4Y3ML, 5651807]
[paragraph, [47.0, 236.0, 844.0, 18.0], shoonya_2s3OIF8DT4Y3ML, 5651807]
[paragraph, [47.0, 254.0, 844.0, 18.0], shoonya_2s3OIF8DT4Y3ML, 5651807]
[paragraph, [47.0, 272.0, 844.0, 18.0], shoonya_2s3OIF8DT4Y3ML, 5651807]
[paragraph, [47.0, 290.0, 844.0, 18.0], shoonya_2s3OIF8DT4Y3ML, 5651807]
[paragraph, [47.0, 308.0, 844.0, 18.0], shoonya_2s3OIF8DT4Y3ML, 5651807]
[paragraph, [52.0, 331.0, 840.0, 18.0], shoonya_0sB9SK2H3BES7I, 5651807]
[paragraph, [52.0, 349.0, 840.0, 18.0], shoonya_0sB9SK2H3BES7I, 5651807]
[paragraph, [52.0, 367.0, 840.0, 18.0], shoonya_0sB9SK2H3BES7I, 5651807]
[paragraph, [52.0, 385.0, 840.0, 18.0], shoonya_0sB9SK2H3BES7I, 5651807]
[paragraph, [52.0, 403.0, 840.0, 18.0], shoonya_0sB9SK2H3BES7I, 5651807]
[paragraph, [52.0, 421.0, 840.0, 18.0], shoonya_0sB9SK2H3BES7I, 5651807]
[paragraph, [52.0, 439.0, 840.0, 18.0], shoonya_0sB9SK2H3BES7I, 5651807]
[paragraph, [52.0, 457.0, 840.0, 18.0], shoonya_0sB9SK2H3BES7I, 5651807]
[paragraph, [52.0, 475.0, 840.0, 18.0], shoonya_0sB9SK2H3BES7I, 5651807]
[paragraph, [52.0, 493.0, 840.0, 18.0], shoonya_0sB9SK2H3BES7I, 5651807]
[paragraph, [52.0, 511.0, 840.0, 18.0], shoonya_0sB9SK2H3BES7I, 5651807]
[paragraph, [52.0, 529.0, 840.0, 18.0], shoonya_0sB9SK2H3BES7I, 5651807]
[paragraph, [52.0, 547.0, 840.0, 18.0], shoonya_0sB9SK2H3BES7I, 5651807]
[paragraph, [52.0, 565.0, 840.0, 18.0], shoonya_0sB9SK2H3BES7I, 5651807]
[paragraph, [52.0, 583.0, 840.0, 18.0], shoonya_0sB9SK2H3BES7I, 5651807]
[paragraph, [52.0, 601.0, 840.0, 18.0], shoonya_0sB9SK2H3BES7I, 5651807]
[paragraph, [41.0, 618.0, 845.0, 18.0], nGyWHf6mxi, 5651807]
[paragraph, [41.0, 636.0, 845.0, 18.0], nGyWHf6mxi, 5651807]
[paragraph, [41.0, 654.0, 845.0, 18.0], nGyWHf6mxi, 5651807]
[paragraph, [41.0, 672.0, 845.0, 18.0], nGyWHf6mxi, 5651807]
[paragraph, [41.0, 690.0, 845.0, 18.0], nGyWHf6mxi, 5651807]
[paragraph, [41.0, 708.0, 845.0, 18.0], nGyWHf6mxi, 5651807]
[paragraph, [41.0, 726.0, 845.0, 18.0], nGyWHf6mxi, 5651807]
[paragraph, [40.0, 750.0, 873.0, 18.0], shoonya_1sY7R56N4OJV7H, 5651807]
[paragraph, [40.0, 768.0, 873.0, 18.0], shoonya_1sY7R56N4OJV7H, 5651807]
[paragraph, [40.0, 786.0, 873.0, 18.0], shoonya_1sY7R56N4OJV7H, 5651807]
[paragraph, [40.0, 804.0, 873.0, 18.0], shoonya_1sY7R56N4OJV7H, 5651807]
[paragraph, [40.0, 822.0, 873.0, 18.0], shoonya_1sY7R56N4OJV7H, 5651807]
[paragraph, [40.0, 840.0, 873.0, 18.0], shoonya_1sY7R56N4OJV7H, 5651807]
[paragraph, [40.0, 858.0, 873.0, 18.0], shoonya_1sY7R56N4OJV7H, 5651807]
[paragraph, [40.0, 876.0, 873.0, 18.0], shoonya_1sY7R56N4OJV7H, 5651807]
[paragraph, [40.0, 894.0, 873.0, 18.0], shoonya_1sY7R56N4OJV7H, 5651807]
[paragraph, [40.0, 912.0, 873.0, 18.0], shoonya_1sY7R56N4OJV7H, 5651807]
[paragraph, [40.0, 930.0, 873.0, 18.0], shoonya_1sY7R56N4OJV7H, 5651807]
[paragraph, [40.0, 948.0, 873.0, 18.0], shoonya_1sY7R56N4OJV7H, 5651807]
[paragraph, [40.0, 966.0, 873.0, 18.0], shoonya_1sY7R56N4OJV7H, 5651807]
[paragraph, [40.0, 984.0, 873.0, 18.0], shoonya_1sY7R56N4OJV7H, 5651807]
[paragraph, [40.0, 1002.0, 873.0, 18.0], shoonya_1sY7R56N4OJV7H, 5651807]
[paragraph, [40.0, 1020.0, 873.0, 18.0], shoonya_1sY7R56N4OJV7H, 5651807]
[paragraph, [40.0, 1038.0, 873.0, 18.0], shoonya_1sY7R56N4OJV7H, 5651807]
[paragraph, [51.0, 1061.0, 847.0, 18.0], WYXMXJAFqh, 5651807]
[paragraph, [51.0, 1079.0, 847.0, 18.0], WYXMXJAFqh, 5651807]
[paragraph, [51.0, 1097.0, 847.0, 18.0], WYXMXJAFqh, 5651807]
[paragraph, [51.0, 1115.0, 847.0, 18.0], WYXMXJAFqh, 5651807]
[paragraph, [51.0, 1133.0, 847.0, 18.0], WYXMXJAFqh, 5651807]
[paragraph, [51.0, 1151.0, 847.0, 18.0], WYXMXJAFqh, 5651807]
