[1755, 1240]
[paragraph, [227.0, 234.0, 786.0, 36.0], shoonya_0sGGV3OCIXOY80, 5744296]
[paragraph, [227.0, 270.0, 786.0, 36.0], shoonya_0sGGV3OCIXOY80, 5744296]
[paragraph, [227.0, 306.0, 786.0, 36.0], shoonya_0sGGV3OCIXOY80, 5744296]
[paragraph, [227.0, 342.0, 786.0, 36.0], shoonya_0sGGV3OCIXOY80, 5744296]
[paragraph, [227.0, 378.0, 786.0, 36.0], shoonya_0sGGV3OCIXOY80, 5744296]
[paragraph, [227.0, 414.0, 786.0, 36.0], shoonya_0sGGV3OCIXOY80, 5744296]
[paragraph, [223.0, 489.0, 798.0, 36.0], 1i9b7351mH, 5744296]
[paragraph, [223.0, 525.0, 798.0, 36.0], 1i9b7351mH, 5744296]
[paragraph, [223.0, 561.0, 798.0, 36.0], 1i9b7351mH, 5744296]
[paragraph, [223.0, 597.0, 798.0, 36.0], 1i9b7351mH, 5744296]
[paragraph, [223.0, 633.0, 798.0, 36.0], 1i9b7351mH, 5744296]
[paragraph, [223.0, 669.0, 798.0, 36.0], 1i9b7351mH, 5744296]
[paragraph, [223.0, 705.0, 798.0, 36.0], 1i9b7351mH, 5744296]
[paragraph, [223.0, 741.0, 798.0, 36.0], 1i9b7351mH, 5744296]
[paragraph, [223.0, 777.0, 798.0, 36.0], 1i9b7351mH, 5744296]
[paragraph, [223.0, 813.0, 798.0, 36.0], 1i9b7351mH, 5744296]
[paragraph, [223.0, 849.0, 798.0, 36.0], 1i9b7351mH, 5744296]
[paragraph, [223.0, 885.0, 798.0, 36.0], 1i9b7351mH, 5744296]
[paragraph, [223.0, 921.0, 798.0, 36.0], 1i9b7351mH, 5744296]
[paragraph, [223.0, 957.0, 798.0, 36.0], 1i9b7351mH, 5744296]
[paragraph, [223.0, 993.0, 798.0, 36.0], 1i9b7351mH, 5744296]
[paragraph, [223.0, 1029.0, 798.0, 36.0], 1i9b7351mH, 5744296]
[paragraph, [223.0, 1065.0, 798.0, 36.0], 1i9b7351mH, 5744296]
[paragraph, [223.0, 1101.0, 798.0, 36.0], 1i9b7351mH, 5744296]
[paragraph, [223.0, 1137.0, 798.0, 36.0], 1i9b7351mH, 5744296]
[paragraph, [223.0, 1173.0, 798.0, 36.0], 1i9b7351mH, 5744296]
[paragraph, [224.0, 1240.0, 786.0, 36.0], shoonya_2sVMWT0MLQBSDD, 5744296]
[paragraph, [224.0, 1276.0, 786.0, 36.0], shoonya_2sVMWT0MLQBSDD, 5744296]
[paragraph, [224.0, 1312.0, 786.0, 36.0], shoonya_2sVMWT0MLQBSDD, 5744296]
[paragraph, [224.0, 1348.0, 786.0, 36.0], shoonya_2sVMWT0MLQBSDD, 5744296]
[paragraph, [224.0, 1384.0, 786.0, 36.0], shoonya_2sVMWT0MLQBSDD, 5744296]
