[1031, 622]
[section-title, [258.0, 69.0, 108.0, 30.0], shoonya_0sERMO1C4GBTUK, 5709649]
[paragraph, [66.0, 109.0, 512.0, 18.0], shoonya_1sO8M02A16E2EC, 5709649]
[paragraph, [66.0, 127.0, 512.0, 18.0], shoonya_1sO8M02A16E2EC, 5709649]
[paragraph, [66.0, 145.0, 512.0, 18.0], shoonya_1sO8M02A16E2EC, 5709649]
[paragraph, [66.0, 163.0, 512.0, 18.0], shoonya_1sO8M02A16E2EC, 5709649]
[paragraph, [66.0, 181.0, 512.0, 18.0], shoonya_1sO8M02A16E2EC, 5709649]
[paragraph, [66.0, 199.0, 512.0, 18.0], shoonya_1sO8M02A16E2EC, 5709649]
[paragraph, [66.0, 217.0, 512.0, 18.0], shoonya_1sO8M02A16E2EC, 5709649]
[paragraph, [66.0, 235.0, 512.0, 18.0], shoonya_1sO8M02A16E2EC, 5709649]
[paragraph, [66.0, 253.0, 512.0, 18.0], shoonya_1sO8M02A16E2EC, 5709649]
[paragraph, [66.0, 271.0, 512.0, 18.0], shoonya_1sO8M02A16E2EC, 5709649]
[paragraph, [66.0, 289.0, 512.0, 18.0], shoonya_1sO8M02A16E2EC, 5709649]
[paragraph, [66.0, 307.0, 512.0, 18.0], shoonya_1sO8M02A16E2EC, 5709649]
[paragraph, [66.0, 325.0, 512.0, 18.0], shoonya_1sO8M02A16E2EC, 5709649]
[paragraph, [66.0, 343.0, 512.0, 18.0], shoonya_1sO8M02A16E2EC, 5709649]
[paragraph, [66.0, 361.0, 512.0, 18.0], shoonya_1sO8M02A16E2EC, 5709649]
[paragraph, [66.0, 379.0, 512.0, 18.0], shoonya_1sO8M02A16E2EC, 5709649]
[paragraph, [66.0, 397.0, 512.0, 18.0], shoonya_1sO8M02A16E2EC, 5709649]
[paragraph, [66.0, 415.0, 512.0, 18.0], shoonya_1sO8M02A16E2EC, 5709649]
[paragraph, [66.0, 433.0, 512.0, 18.0], shoonya_1sO8M02A16E2EC, 5709649]
[paragraph, [66.0, 451.0, 512.0, 18.0], shoonya_1sO8M02A16E2EC, 5709649]
[paragraph, [66.0, 469.0, 512.0, 18.0], shoonya_1sO8M02A16E2EC, 5709649]
[paragraph, [66.0, 487.0, 512.0, 18.0], shoonya_1sO8M02A16E2EC, 5709649]
[paragraph, [66.0, 505.0, 512.0, 18.0], shoonya_1sO8M02A16E2EC, 5709649]
[paragraph, [66.0, 523.0, 512.0, 18.0], shoonya_1sO8M02A16E2EC, 5709649]
[paragraph, [66.0, 541.0, 512.0, 18.0], shoonya_1sO8M02A16E2EC, 5709649]
[paragraph, [66.0, 559.0, 512.0, 18.0], shoonya_1sO8M02A16E2EC, 5709649]
[paragraph, [66.0, 577.0, 512.0, 18.0], shoonya_1sO8M02A16E2EC, 5709649]
[paragraph, [66.0, 595.0, 512.0, 18.0], shoonya_1sO8M02A16E2EC, 5709649]
[paragraph, [66.0, 613.0, 512.0, 18.0], shoonya_1sO8M02A16E2EC, 5709649]
[paragraph, [66.0, 631.0, 512.0, 18.0], shoonya_1sO8M02A16E2EC, 5709649]
[paragraph, [66.0, 649.0, 512.0, 18.0], shoonya_1sO8M02A16E2EC, 5709649]
[paragraph, [66.0, 667.0, 512.0, 18.0], shoonya_1sO8M02A16E2EC, 5709649]
[paragraph, [66.0, 685.0, 512.0, 18.0], shoonya_1sO8M02A16E2EC, 5709649]
[paragraph, [66.0, 703.0, 512.0, 18.0], shoonya_1sO8M02A16E2EC, 5709649]
[paragraph, [66.0, 721.0, 512.0, 18.0], shoonya_1sO8M02A16E2EC, 5709649]
[paragraph, [66.0, 739.0, 512.0, 18.0], shoonya_1sO8M02A16E2EC, 5709649]
[paragraph, [66.0, 757.0, 512.0, 18.0], shoonya_1sO8M02A16E2EC, 5709649]
[paragraph, [66.0, 775.0, 512.0, 18.0], shoonya_1sO8M02A16E2EC, 5709649]
[paragraph, [66.0, 793.0, 512.0, 18.0], shoonya_1sO8M02A16E2EC, 5709649]
[paragraph, [66.0, 811.0, 512.0, 18.0], shoonya_1sO8M02A16E2EC, 5709649]
[paragraph, [61.0, 833.0, 518.0, 18.0], ovBGtGYuM-, 5709649]
[paragraph, [61.0, 851.0, 518.0, 18.0], ovBGtGYuM-, 5709649]
[paragraph, [61.0, 869.0, 518.0, 18.0], ovBGtGYuM-, 5709649]
[paragraph, [61.0, 887.0, 518.0, 18.0], ovBGtGYuM-, 5709649]
[paragraph, [61.0, 905.0, 518.0, 18.0], ovBGtGYuM-, 5709649]
[paragraph, [61.0, 923.0, 518.0, 18.0], ovBGtGYuM-, 5709649]
[paragraph, [61.0, 941.0, 518.0, 18.0], ovBGtGYuM-, 5709649]
[paragraph, [61.0, 959.0, 518.0, 18.0], ovBGtGYuM-, 5709649]
