[2484, 1767]
[paragraph, [308.0, 404.0, 1246.0, 36.0], shoonya_0sH4S0MVCC7QY2, 5753294]
[paragraph, [308.0, 440.0, 1246.0, 36.0], shoonya_0sH4S0MVCC7QY2, 5753294]
[paragraph, [308.0, 476.0, 1246.0, 36.0], shoonya_0sH4S0MVCC7QY2, 5753294]
[paragraph, [308.0, 512.0, 1246.0, 36.0], shoonya_0sH4S0MVCC7QY2, 5753294]
[paragraph, [308.0, 548.0, 1246.0, 36.0], shoonya_0sH4S0MVCC7QY2, 5753294]
[paragraph, [308.0, 584.0, 1246.0, 36.0], shoonya_0sH4S0MVCC7QY2, 5753294]
[paragraph, [308.0, 620.0, 1246.0, 36.0], shoonya_0sH4S0MVCC7QY2, 5753294]
[paragraph, [308.0, 656.0, 1246.0, 36.0], shoonya_0sH4S0MVCC7QY2, 5753294]
[paragraph, [308.0, 692.0, 1246.0, 36.0], shoonya_0sH4S0MVCC7QY2, 5753294]
[paragraph, [308.0, 728.0, 1246.0, 36.0], shoonya_0sH4S0MVCC7QY2, 5753294]
[paragraph, [308.0, 764.0, 1246.0, 36.0], shoonya_0sH4S0MVCC7QY2, 5753294]
[paragraph, [308.0, 800.0, 1246.0, 36.0], shoonya_0sH4S0MVCC7QY2, 5753294]
[paragraph, [308.0, 836.0, 1246.0, 36.0], shoonya_0sH4S0MVCC7QY2, 5753294]
[paragraph, [308.0, 872.0, 1246.0, 36.0], shoonya_0sH4S0MVCC7QY2, 5753294]
[paragraph, [308.0, 908.0, 1246.0, 36.0], shoonya_0sH4S0MVCC7QY2, 5753294]
[paragraph, [308.0, 944.0, 1246.0, 36.0], shoonya_0sH4S0MVCC7QY2, 5753294]
[paragraph, [308.0, 980.0, 1246.0, 36.0], shoonya_0sH4S0MVCC7QY2, 5753294]
[paragraph, [308.0, 1016.0, 1246.0, 36.0], shoonya_0sH4S0MVCC7QY2, 5753294]
[paragraph, [308.0, 1052.0, 1246.0, 36.0], shoonya_0sH4S0MVCC7QY2, 5753294]
[paragraph, [308.0, 1088.0, 1246.0, 36.0], shoonya_0sH4S0MVCC7QY2, 5753294]
[paragraph, [308.0, 1124.0, 1246.0, 36.0], shoonya_0sH4S0MVCC7QY2, 5753294]
[paragraph, [308.0, 1160.0, 1246.0, 36.0], shoonya_0sH4S0MVCC7QY2, 5753294]
[paragraph, [308.0, 1196.0, 1246.0, 36.0], shoonya_0sH4S0MVCC7QY2, 5753294]
[paragraph, [308.0, 1232.0, 1246.0, 36.0], shoonya_0sH4S0MVCC7QY2, 5753294]
[paragraph, [308.0, 1268.0, 1246.0, 36.0], shoonya_0sH4S0MVCC7QY2, 5753294]
[paragraph, [308.0, 1304.0, 1246.0, 36.0], shoonya_0sH4S0MVCC7QY2, 5753294]
[paragraph, [308.0, 1340.0, 1246.0, 36.0], shoonya_0sH4S0MVCC7QY2, 5753294]
[paragraph, [308.0, 1376.0, 1246.0, 36.0], shoonya_0sH4S0MVCC7QY2, 5753294]
[paragraph, [308.0, 1412.0, 1246.0, 36.0], shoonya_0sH4S0MVCC7QY2, 5753294]
[paragraph, [308.0, 1448.0, 1246.0, 36.0], shoonya_0sH4S0MVCC7QY2, 5753294]
[paragraph, [308.0, 1484.0, 1246.0, 36.0], shoonya_0sH4S0MVCC7QY2, 5753294]
[paragraph, [308.0, 1520.0, 1246.0, 36.0], shoonya_0sH4S0MVCC7QY2, 5753294]
[paragraph, [308.0, 1556.0, 1246.0, 36.0], shoonya_0sH4S0MVCC7QY2, 5753294]
[paragraph, [308.0, 1592.0, 1246.0, 36.0], shoonya_0sH4S0MVCC7QY2, 5753294]
[paragraph, [300.0, 1630.0, 1227.0, 36.0], ROtov1n9bl, 5753294]
[paragraph, [300.0, 1666.0, 1227.0, 36.0], ROtov1n9bl, 5753294]
[paragraph, [300.0, 1702.0, 1227.0, 36.0], ROtov1n9bl, 5753294]
[paragraph, [300.0, 1738.0, 1227.0, 36.0], ROtov1n9bl, 5753294]
[paragraph, [300.0, 1774.0, 1227.0, 36.0], ROtov1n9bl, 5753294]
[paragraph, [300.0, 1810.0, 1227.0, 36.0], ROtov1n9bl, 5753294]
[paragraph, [300.0, 1846.0, 1227.0, 36.0], ROtov1n9bl, 5753294]
[paragraph, [300.0, 1882.0, 1227.0, 36.0], ROtov1n9bl, 5753294]
[paragraph, [300.0, 1918.0, 1227.0, 36.0], ROtov1n9bl, 5753294]
[paragraph, [300.0, 1954.0, 1227.0, 36.0], ROtov1n9bl, 5753294]
[paragraph, [300.0, 1990.0, 1227.0, 36.0], ROtov1n9bl, 5753294]
[paragraph, [296.0, 2026.0, 1178.0, 36.0], HHYMdL9Y8y, 5753294]
[paragraph, [296.0, 2062.0, 1178.0, 36.0], HHYMdL9Y8y, 5753294]
[paragraph, [296.0, 2098.0, 1178.0, 36.0], HHYMdL9Y8y, 5753294]
[paragraph, [296.0, 2134.0, 1178.0, 36.0], HHYMdL9Y8y, 5753294]
