[2339, 1654]
[folio, [1310.0, 82.0, 220.0, 36.0], shoonya_3s7LF9Y5T60WP1, 5751483]
[paragraph, [248.0, 126.0, 1150.0, 36.0], uJ2nGrmJrk, 5751483]
[paragraph, [248.0, 162.0, 1150.0, 36.0], uJ2nGrmJrk, 5751483]
[paragraph, [248.0, 198.0, 1150.0, 36.0], uJ2nGrmJrk, 5751483]
[reference, [1001.0, 256.0, 410.0, 36.0], wUbGPTi7Pv, 5751483]
[reference, [1001.0, 292.0, 410.0, 36.0], wUbGPTi7Pv, 5751483]
[paragraph, [66.0, 323.0, 1486.0, 36.0], Uf3JFn0T7I, 5751483]
[paragraph, [66.0, 359.0, 1486.0, 36.0], Uf3JFn0T7I, 5751483]
[paragraph, [66.0, 395.0, 1486.0, 36.0], Uf3JFn0T7I, 5751483]
[paragraph, [234.0, 466.0, 1187.0, 36.0], QYhc2zpQR3, 5751483]
[paragraph, [234.0, 502.0, 1187.0, 36.0], QYhc2zpQR3, 5751483]
[paragraph, [234.0, 538.0, 1187.0, 36.0], QYhc2zpQR3, 5751483]
[paragraph, [234.0, 574.0, 1187.0, 36.0], QYhc2zpQR3, 5751483]
[paragraph, [234.0, 610.0, 1187.0, 36.0], QYhc2zpQR3, 5751483]
[paragraph, [234.0, 646.0, 1187.0, 36.0], QYhc2zpQR3, 5751483]
[paragraph, [234.0, 682.0, 1187.0, 36.0], QYhc2zpQR3, 5751483]
[paragraph, [234.0, 718.0, 1187.0, 36.0], QYhc2zpQR3, 5751483]
[paragraph, [234.0, 754.0, 1187.0, 36.0], QYhc2zpQR3, 5751483]
[reference, [976.0, 807.0, 407.0, 36.0], shoonya_2sXZ52XY4NYC0N, 5751483]
[paragraph, [95.0, 846.0, 1444.0, 36.0], shoonya_0s1QHPMKSTUVU5, 5751483]
[paragraph, [95.0, 882.0, 1444.0, 36.0], shoonya_0s1QHPMKSTUVU5, 5751483]
[paragraph, [95.0, 918.0, 1444.0, 36.0], shoonya_0s1QHPMKSTUVU5, 5751483]
[paragraph, [95.0, 954.0, 1444.0, 36.0], shoonya_0s1QHPMKSTUVU5, 5751483]
[paragraph, [95.0, 990.0, 1444.0, 36.0], shoonya_0s1QHPMKSTUVU5, 5751483]
[paragraph, [95.0, 1026.0, 1444.0, 36.0], shoonya_0s1QHPMKSTUVU5, 5751483]
[paragraph, [95.0, 1062.0, 1444.0, 36.0], shoonya_0s1QHPMKSTUVU5, 5751483]
[paragraph, [95.0, 1098.0, 1444.0, 36.0], shoonya_0s1QHPMKSTUVU5, 5751483]
[paragraph, [95.0, 1134.0, 1444.0, 36.0], shoonya_0s1QHPMKSTUVU5, 5751483]
[paragraph, [95.0, 1170.0, 1444.0, 36.0], shoonya_0s1QHPMKSTUVU5, 5751483]
[paragraph, [95.0, 1206.0, 1444.0, 36.0], shoonya_0s1QHPMKSTUVU5, 5751483]
[paragraph, [95.0, 1242.0, 1444.0, 36.0], shoonya_0s1QHPMKSTUVU5, 5751483]
[paragraph, [95.0, 1278.0, 1444.0, 36.0], shoonya_0s1QHPMKSTUVU5, 5751483]
[paragraph, [95.0, 1314.0, 1444.0, 36.0], shoonya_0s1QHPMKSTUVU5, 5751483]
[paragraph, [95.0, 1350.0, 1444.0, 36.0], shoonya_0s1QHPMKSTUVU5, 5751483]
[paragraph, [95.0, 1386.0, 1444.0, 36.0], shoonya_0s1QHPMKSTUVU5, 5751483]
[paragraph, [95.0, 1422.0, 1444.0, 36.0], shoonya_0s1QHPMKSTUVU5, 5751483]
[paragraph, [95.0, 1458.0, 1444.0, 36.0], shoonya_0s1QHPMKSTUVU5, 5751483]
[paragraph, [95.0, 1494.0, 1444.0, 36.0], shoonya_0s1QHPMKSTUVU5, 5751483]
