[594, 353]
[paragraph, [9.0, 43.0, 331.0, 18.0], shoonya_0s5TYWRWUPG1NW, 5701351]
[paragraph, [9.0, 61.0, 331.0, 18.0], shoonya_0s5TYWRWUPG1NW, 5701351]
[paragraph, [9.0, 79.0, 331.0, 18.0], shoonya_0s5TYWRWUPG1NW, 5701351]
[paragraph, [9.0, 97.0, 331.0, 18.0], shoonya_0s5TYWRWUPG1NW, 5701351]
[paragraph, [9.0, 115.0, 331.0, 18.0], shoonya_0s5TYWRWUPG1NW, 5701351]
[paragraph, [9.0, 133.0, 331.0, 18.0], shoonya_0s5TYWRWUPG1NW, 5701351]
[paragraph, [9.0, 151.0, 331.0, 18.0], shoonya_0s5TYWRWUPG1NW, 5701351]
[paragraph, [9.0, 169.0, 331.0, 18.0], shoonya_0s5TYWRWUPG1NW, 5701351]
[paragraph, [9.0, 187.0, 331.0, 18.0], shoonya_0s5TYWRWUPG1NW, 5701351]
[paragraph, [9.0, 205.0, 331.0, 18.0], shoonya_0s5TYWRWUPG1NW, 5701351]
[paragraph, [9.0, 223.0, 331.0, 18.0], shoonya_0s5TYWRWUPG1NW, 5701351]
[paragraph, [9.0, 241.0, 331.0, 18.0], shoonya_0s5TYWRWUPG1NW, 5701351]
[paragraph, [9.0, 259.0, 331.0, 18.0], shoonya_0s5TYWRWUPG1NW, 5701351]
[paragraph, [9.0, 277.0, 331.0, 18.0], shoonya_0s5TYWRWUPG1NW, 5701351]
[paragraph, [13.0, 311.0, 323.0, 18.0], shoonya_1sZDGBQTLWK4IL, 5701351]
[paragraph, [13.0, 329.0, 323.0, 18.0], shoonya_1sZDGBQTLWK4IL, 5701351]
[paragraph, [13.0, 347.0, 323.0, 18.0], shoonya_1sZDGBQTLWK4IL, 5701351]
[paragraph, [13.0, 365.0, 323.0, 18.0], shoonya_1sZDGBQTLWK4IL, 5701351]
[paragraph, [13.0, 383.0, 323.0, 18.0], shoonya_1sZDGBQTLWK4IL, 5701351]
[paragraph, [13.0, 401.0, 323.0, 18.0], shoonya_1sZDGBQTLWK4IL, 5701351]
[paragraph, [13.0, 419.0, 323.0, 18.0], shoonya_1sZDGBQTLWK4IL, 5701351]
[paragraph, [13.0, 437.0, 323.0, 18.0], shoonya_1sZDGBQTLWK4IL, 5701351]
[paragraph, [13.0, 455.0, 323.0, 18.0], shoonya_1sZDGBQTLWK4IL, 5701351]
[paragraph, [13.0, 473.0, 323.0, 18.0], shoonya_1sZDGBQTLWK4IL, 5701351]
[paragraph, [13.0, 491.0, 323.0, 18.0], shoonya_1sZDGBQTLWK4IL, 5701351]
[paragraph, [13.0, 509.0, 323.0, 18.0], shoonya_1sZDGBQTLWK4IL, 5701351]
[paragraph, [13.0, 527.0, 323.0, 18.0], shoonya_1sZDGBQTLWK4IL, 5701351]
[paragraph, [13.0, 545.0, 323.0, 18.0], shoonya_1sZDGBQTLWK4IL, 5701351]
