[2200, 1700]
[paragraph, [132.0, 197.0, 665.0, 36.0], shoonya_0sIQR8116VH68Z, 5752358]
[paragraph, [132.0, 233.0, 665.0, 36.0], shoonya_0sIQR8116VH68Z, 5752358]
[paragraph, [132.0, 269.0, 665.0, 36.0], shoonya_0sIQR8116VH68Z, 5752358]
[paragraph, [132.0, 305.0, 665.0, 36.0], shoonya_0sIQR8116VH68Z, 5752358]
[paragraph, [132.0, 341.0, 665.0, 36.0], shoonya_0sIQR8116VH68Z, 5752358]
[paragraph, [132.0, 377.0, 665.0, 36.0], shoonya_0sIQR8116VH68Z, 5752358]
[paragraph, [132.0, 413.0, 665.0, 36.0], shoonya_0sIQR8116VH68Z, 5752358]
[paragraph, [132.0, 449.0, 665.0, 36.0], shoonya_0sIQR8116VH68Z, 5752358]
[paragraph, [132.0, 485.0, 665.0, 36.0], shoonya_0sIQR8116VH68Z, 5752358]
[paragraph, [132.0, 521.0, 665.0, 36.0], shoonya_0sIQR8116VH68Z, 5752358]
[paragraph, [132.0, 557.0, 665.0, 36.0], shoonya_0sIQR8116VH68Z, 5752358]
[paragraph, [132.0, 593.0, 665.0, 36.0], shoonya_0sIQR8116VH68Z, 5752358]
[paragraph, [132.0, 629.0, 665.0, 36.0], shoonya_0sIQR8116VH68Z, 5752358]
[paragraph, [132.0, 665.0, 665.0, 36.0], shoonya_0sIQR8116VH68Z, 5752358]
[paragraph, [132.0, 701.0, 665.0, 36.0], shoonya_0sIQR8116VH68Z, 5752358]
[paragraph, [132.0, 737.0, 665.0, 36.0], shoonya_0sIQR8116VH68Z, 5752358]
[paragraph, [132.0, 773.0, 665.0, 36.0], shoonya_0sIQR8116VH68Z, 5752358]
[paragraph, [897.0, 206.0, 657.0, 36.0], shoonya_3sAFNOR4XKO7C6, 5752358]
[paragraph, [897.0, 242.0, 657.0, 36.0], shoonya_3sAFNOR4XKO7C6, 5752358]
[paragraph, [897.0, 278.0, 657.0, 36.0], shoonya_3sAFNOR4XKO7C6, 5752358]
[paragraph, [897.0, 314.0, 657.0, 36.0], shoonya_3sAFNOR4XKO7C6, 5752358]
[paragraph, [897.0, 350.0, 657.0, 36.0], shoonya_3sAFNOR4XKO7C6, 5752358]
[paragraph, [897.0, 386.0, 657.0, 36.0], shoonya_3sAFNOR4XKO7C6, 5752358]
[paragraph, [897.0, 422.0, 657.0, 36.0], shoonya_3sAFNOR4XKO7C6, 5752358]
[paragraph, [897.0, 458.0, 657.0, 36.0], shoonya_3sAFNOR4XKO7C6, 5752358]
[paragraph, [897.0, 494.0, 657.0, 36.0], shoonya_3sAFNOR4XKO7C6, 5752358]
[paragraph, [897.0, 530.0, 657.0, 36.0], shoonya_3sAFNOR4XKO7C6, 5752358]
[paragraph, [897.0, 566.0, 657.0, 36.0], shoonya_3sAFNOR4XKO7C6, 5752358]
[paragraph, [897.0, 602.0, 657.0, 36.0], shoonya_3sAFNOR4XKO7C6, 5752358]
[paragraph, [901.0, 669.0, 661.0, 36.0], shoonya_4s2UZF8FQ3XPKZ, 5752358]
[paragraph, [901.0, 705.0, 661.0, 36.0], shoonya_4s2UZF8FQ3XPKZ, 5752358]
[paragraph, [901.0, 741.0, 661.0, 36.0], shoonya_4s2UZF8FQ3XPKZ, 5752358]
[paragraph, [901.0, 777.0, 661.0, 36.0], shoonya_4s2UZF8FQ3XPKZ, 5752358]
[paragraph, [901.0, 813.0, 661.0, 36.0], shoonya_4s2UZF8FQ3XPKZ, 5752358]
[paragraph, [901.0, 849.0, 661.0, 36.0], shoonya_4s2UZF8FQ3XPKZ, 5752358]
[paragraph, [901.0, 885.0, 661.0, 36.0], shoonya_4s2UZF8FQ3XPKZ, 5752358]
[paragraph, [901.0, 921.0, 661.0, 36.0], shoonya_4s2UZF8FQ3XPKZ, 5752358]
[paragraph, [901.0, 957.0, 661.0, 36.0], shoonya_4s2UZF8FQ3XPKZ, 5752358]
[paragraph, [901.0, 993.0, 661.0, 36.0], shoonya_4s2UZF8FQ3XPKZ, 5752358]
[paragraph, [901.0, 1029.0, 661.0, 36.0], shoonya_4s2UZF8FQ3XPKZ, 5752358]
[paragraph, [901.0, 1065.0, 661.0, 36.0], shoonya_4s2UZF8FQ3XPKZ, 5752358]
[paragraph, [142.0, 856.0, 658.0, 36.0], shoonya_1sJZ36K3HT0C0L, 5752358]
[paragraph, [142.0, 892.0, 658.0, 36.0], shoonya_1sJZ36K3HT0C0L, 5752358]
[paragraph, [142.0, 928.0, 658.0, 36.0], shoonya_1sJZ36K3HT0C0L, 5752358]
[paragraph, [142.0, 964.0, 658.0, 36.0], shoonya_1sJZ36K3HT0C0L, 5752358]
[paragraph, [142.0, 1000.0, 658.0, 36.0], shoonya_1sJZ36K3HT0C0L, 5752358]
[paragraph, [142.0, 1036.0, 658.0, 36.0], shoonya_1sJZ36K3HT0C0L, 5752358]
[paragraph, [142.0, 1072.0, 658.0, 36.0], shoonya_1sJZ36K3HT0C0L, 5752358]
[paragraph, [142.0, 1108.0, 658.0, 36.0], shoonya_1sJZ36K3HT0C0L, 5752358]
[paragraph, [142.0, 1144.0, 658.0, 36.0], shoonya_1sJZ36K3HT0C0L, 5752358]
[paragraph, [142.0, 1180.0, 658.0, 36.0], shoonya_1sJZ36K3HT0C0L, 5752358]
[paragraph, [142.0, 1216.0, 658.0, 36.0], shoonya_1sJZ36K3HT0C0L, 5752358]
[paragraph, [142.0, 1252.0, 658.0, 36.0], shoonya_1sJZ36K3HT0C0L, 5752358]
[paragraph, [142.0, 1288.0, 658.0, 36.0], shoonya_1sJZ36K3HT0C0L, 5752358]
[paragraph, [142.0, 1324.0, 658.0, 36.0], shoonya_1sJZ36K3HT0C0L, 5752358]
[paragraph, [142.0, 1360.0, 658.0, 36.0], shoonya_1sJZ36K3HT0C0L, 5752358]
[paragraph, [142.0, 1396.0, 658.0, 36.0], shoonya_1sJZ36K3HT0C0L, 5752358]
[paragraph, [142.0, 1432.0, 658.0, 36.0], shoonya_1sJZ36K3HT0C0L, 5752358]
[paragraph, [142.0, 1468.0, 658.0, 36.0], shoonya_1sJZ36K3HT0C0L, 5752358]
[paragraph, [142.0, 1504.0, 658.0, 36.0], shoonya_1sJZ36K3HT0C0L, 5752358]
[paragraph, [142.0, 1540.0, 658.0, 36.0], shoonya_1sJZ36K3HT0C0L, 5752358]
[paragraph, [142.0, 1576.0, 658.0, 36.0], shoonya_1sJZ36K3HT0C0L, 5752358]
[paragraph, [142.0, 1612.0, 658.0, 36.0], shoonya_1sJZ36K3HT0C0L, 5752358]
[paragraph, [142.0, 1648.0, 658.0, 36.0], shoonya_1sJZ36K3HT0C0L, 5752358]
[paragraph, [142.0, 1684.0, 658.0, 36.0], shoonya_1sJZ36K3HT0C0L, 5752358]
[paragraph, [142.0, 1720.0, 658.0, 36.0], shoonya_1sJZ36K3HT0C0L, 5752358]
[paragraph, [142.0, 1756.0, 658.0, 36.0], shoonya_1sJZ36K3HT0C0L, 5752358]
[paragraph, [898.0, 1133.0, 666.0, 36.0], shoonya_5s263KGV647K94, 5752358]
[paragraph, [898.0, 1169.0, 666.0, 36.0], shoonya_5s263KGV647K94, 5752358]
[paragraph, [898.0, 1205.0, 666.0, 36.0], shoonya_5s263KGV647K94, 5752358]
[paragraph, [898.0, 1241.0, 666.0, 36.0], shoonya_5s263KGV647K94, 5752358]
[paragraph, [898.0, 1277.0, 666.0, 36.0], shoonya_5s263KGV647K94, 5752358]
[paragraph, [898.0, 1313.0, 666.0, 36.0], shoonya_5s263KGV647K94, 5752358]
[paragraph, [898.0, 1349.0, 666.0, 36.0], shoonya_5s263KGV647K94, 5752358]
[paragraph, [898.0, 1385.0, 666.0, 36.0], shoonya_5s263KGV647K94, 5752358]
[paragraph, [898.0, 1421.0, 666.0, 36.0], shoonya_5s263KGV647K94, 5752358]
[paragraph, [904.0, 1502.0, 657.0, 36.0], shoonya_6sWWJJOHZU63P7, 5752358]
[paragraph, [904.0, 1538.0, 657.0, 36.0], shoonya_6sWWJJOHZU63P7, 5752358]
[paragraph, [904.0, 1574.0, 657.0, 36.0], shoonya_6sWWJJOHZU63P7, 5752358]
[paragraph, [904.0, 1610.0, 657.0, 36.0], shoonya_6sWWJJOHZU63P7, 5752358]
[paragraph, [904.0, 1646.0, 657.0, 36.0], shoonya_6sWWJJOHZU63P7, 5752358]
[paragraph, [904.0, 1682.0, 657.0, 36.0], shoonya_6sWWJJOHZU63P7, 5752358]
[paragraph, [904.0, 1718.0, 657.0, 36.0], shoonya_6sWWJJOHZU63P7, 5752358]
[paragraph, [904.0, 1754.0, 657.0, 36.0], shoonya_6sWWJJOHZU63P7, 5752358]
[paragraph, [900.0, 1823.0, 657.0, 36.0], shoonya_7sOKSNJZULIIKC, 5752358]
[paragraph, [900.0, 1859.0, 657.0, 36.0], shoonya_7sOKSNJZULIIKC, 5752358]
[paragraph, [900.0, 1895.0, 657.0, 36.0], shoonya_7sOKSNJZULIIKC, 5752358]
[paragraph, [900.0, 1931.0, 657.0, 36.0], shoonya_7sOKSNJZULIIKC, 5752358]
[paragraph, [900.0, 1967.0, 657.0, 36.0], shoonya_7sOKSNJZULIIKC, 5752358]
[paragraph, [143.0, 1832.0, 653.0, 36.0], shoonya_2s7AUPEU6CS6EV, 5752358]
[paragraph, [143.0, 1868.0, 653.0, 36.0], shoonya_2s7AUPEU6CS6EV, 5752358]
[paragraph, [143.0, 1904.0, 653.0, 36.0], shoonya_2s7AUPEU6CS6EV, 5752358]
[paragraph, [143.0, 1940.0, 653.0, 36.0], shoonya_2s7AUPEU6CS6EV, 5752358]
