[2200, 1700]
[paragraph, [257.0, 107.0, 1066.0, 36.0], shoonya_2sKJOYNJ1RUXR8, 5730854]
[paragraph, [257.0, 143.0, 1066.0, 36.0], shoonya_2sKJOYNJ1RUXR8, 5730854]
[paragraph, [257.0, 179.0, 1066.0, 36.0], shoonya_2sKJOYNJ1RUXR8, 5730854]
[paragraph, [257.0, 215.0, 1066.0, 36.0], shoonya_2sKJOYNJ1RUXR8, 5730854]
[paragraph, [257.0, 251.0, 1066.0, 36.0], shoonya_2sKJOYNJ1RUXR8, 5730854]
[paragraph, [257.0, 287.0, 1066.0, 36.0], shoonya_2sKJOYNJ1RUXR8, 5730854]
[paragraph, [257.0, 323.0, 1066.0, 36.0], shoonya_2sKJOYNJ1RUXR8, 5730854]
[paragraph, [255.0, 396.0, 1070.0, 36.0], shoonya_1sZAERGMB2H76X, 5730854]
[paragraph, [255.0, 432.0, 1070.0, 36.0], shoonya_1sZAERGMB2H76X, 5730854]
[paragraph, [255.0, 468.0, 1070.0, 36.0], shoonya_1sZAERGMB2H76X, 5730854]
[paragraph, [255.0, 504.0, 1070.0, 36.0], shoonya_1sZAERGMB2H76X, 5730854]
[paragraph, [255.0, 540.0, 1070.0, 36.0], shoonya_1sZAERGMB2H76X, 5730854]
[paragraph, [255.0, 576.0, 1070.0, 36.0], shoonya_1sZAERGMB2H76X, 5730854]
[paragraph, [255.0, 612.0, 1070.0, 36.0], shoonya_1sZAERGMB2H76X, 5730854]
[paragraph, [255.0, 648.0, 1070.0, 36.0], shoonya_1sZAERGMB2H76X, 5730854]
[paragraph, [255.0, 684.0, 1070.0, 36.0], shoonya_1sZAERGMB2H76X, 5730854]
[paragraph, [255.0, 720.0, 1070.0, 36.0], shoonya_1sZAERGMB2H76X, 5730854]
[paragraph, [255.0, 756.0, 1070.0, 36.0], shoonya_1sZAERGMB2H76X, 5730854]
[paragraph, [255.0, 792.0, 1070.0, 36.0], shoonya_1sZAERGMB2H76X, 5730854]
[paragraph, [255.0, 828.0, 1070.0, 36.0], shoonya_1sZAERGMB2H76X, 5730854]
[paragraph, [255.0, 864.0, 1070.0, 36.0], shoonya_1sZAERGMB2H76X, 5730854]
[paragraph, [255.0, 900.0, 1070.0, 36.0], shoonya_1sZAERGMB2H76X, 5730854]
[section-title, [258.0, 981.0, 663.0, 52.5], shoonya_3sUMO02ZQCLY54, 5730854]
[paragraph, [253.0, 1054.0, 1072.0, 36.0], shoonya_0sTSC1NIR2T344, 5730854]
[paragraph, [253.0, 1090.0, 1072.0, 36.0], shoonya_0sTSC1NIR2T344, 5730854]
[paragraph, [253.0, 1126.0, 1072.0, 36.0], shoonya_0sTSC1NIR2T344, 5730854]
[paragraph, [253.0, 1162.0, 1072.0, 36.0], shoonya_0sTSC1NIR2T344, 5730854]
[paragraph, [253.0, 1198.0, 1072.0, 36.0], shoonya_0sTSC1NIR2T344, 5730854]
[paragraph, [253.0, 1234.0, 1072.0, 36.0], shoonya_0sTSC1NIR2T344, 5730854]
[paragraph, [253.0, 1270.0, 1072.0, 36.0], shoonya_0sTSC1NIR2T344, 5730854]
[paragraph, [253.0, 1306.0, 1072.0, 36.0], shoonya_0sTSC1NIR2T344, 5730854]
[paragraph, [253.0, 1342.0, 1072.0, 36.0], shoonya_0sTSC1NIR2T344, 5730854]
[paragraph, [253.0, 1378.0, 1072.0, 36.0], shoonya_0sTSC1NIR2T344, 5730854]
[paragraph, [253.0, 1414.0, 1072.0, 36.0], shoonya_0sTSC1NIR2T344, 5730854]
[paragraph, [253.0, 1450.0, 1072.0, 36.0], shoonya_0sTSC1NIR2T344, 5730854]
[paragraph, [253.0, 1499.0, 1073.0, 36.0], shoonya_4sAOYENA6D7AMR, 5730854]
[paragraph, [253.0, 1535.0, 1073.0, 36.0], shoonya_4sAOYENA6D7AMR, 5730854]
[paragraph, [253.0, 1571.0, 1073.0, 36.0], shoonya_4sAOYENA6D7AMR, 5730854]
[paragraph, [253.0, 1607.0, 1073.0, 36.0], shoonya_4sAOYENA6D7AMR, 5730854]
[paragraph, [253.0, 1643.0, 1073.0, 36.0], shoonya_4sAOYENA6D7AMR, 5730854]
[paragraph, [253.0, 1679.0, 1073.0, 36.0], shoonya_4sAOYENA6D7AMR, 5730854]
[paragraph, [253.0, 1715.0, 1073.0, 36.0], shoonya_4sAOYENA6D7AMR, 5730854]
[paragraph, [253.0, 1751.0, 1073.0, 36.0], shoonya_4sAOYENA6D7AMR, 5730854]
[paragraph, [253.0, 1787.0, 1073.0, 36.0], shoonya_4sAOYENA6D7AMR, 5730854]
[paragraph, [253.0, 1823.0, 1073.0, 36.0], shoonya_4sAOYENA6D7AMR, 5730854]
[paragraph, [253.0, 1859.0, 1073.0, 36.0], shoonya_4sAOYENA6D7AMR, 5730854]
[paragraph, [253.0, 1895.0, 1073.0, 36.0], shoonya_4sAOYENA6D7AMR, 5730854]
[folio, [333.0, 2030.0, 367.0, 36.0], lcgeThef5C, 5730854]
