[2339, 1653]
[paragraph, [251.0, 243.0, 1148.0, 36.0], shoonya_3s7O0JXO2Y7VHN, 5687154]
[paragraph, [251.0, 279.0, 1148.0, 36.0], shoonya_3s7O0JXO2Y7VHN, 5687154]
[paragraph, [251.0, 315.0, 1148.0, 36.0], shoonya_3s7O0JXO2Y7VHN, 5687154]
[paragraph, [246.0, 384.0, 1156.0, 36.0], shoonya_0s94O2GSJH84YF, 5687154]
[paragraph, [246.0, 420.0, 1156.0, 36.0], shoonya_0s94O2GSJH84YF, 5687154]
[paragraph, [246.0, 456.0, 1156.0, 36.0], shoonya_0s94O2GSJH84YF, 5687154]
[paragraph, [246.0, 492.0, 1156.0, 36.0], shoonya_0s94O2GSJH84YF, 5687154]
[paragraph, [246.0, 528.0, 1156.0, 36.0], shoonya_0s94O2GSJH84YF, 5687154]
[paragraph, [246.0, 564.0, 1156.0, 36.0], shoonya_0s94O2GSJH84YF, 5687154]
[paragraph, [246.0, 600.0, 1156.0, 36.0], shoonya_0s94O2GSJH84YF, 5687154]
[paragraph, [246.0, 636.0, 1156.0, 36.0], shoonya_0s94O2GSJH84YF, 5687154]
[paragraph, [246.0, 672.0, 1156.0, 36.0], shoonya_0s94O2GSJH84YF, 5687154]
[paragraph, [246.0, 708.0, 1156.0, 36.0], shoonya_0s94O2GSJH84YF, 5687154]
[paragraph, [246.0, 744.0, 1156.0, 36.0], shoonya_0s94O2GSJH84YF, 5687154]
[paragraph, [241.0, 942.0, 1162.0, 36.0], shoonya_1sT00O0VD55SCG, 5687154]
[paragraph, [241.0, 978.0, 1162.0, 36.0], shoonya_1sT00O0VD55SCG, 5687154]
[paragraph, [241.0, 1014.0, 1162.0, 36.0], shoonya_1sT00O0VD55SCG, 5687154]
[paragraph, [241.0, 1050.0, 1162.0, 36.0], shoonya_1sT00O0VD55SCG, 5687154]
[paragraph, [241.0, 1086.0, 1162.0, 36.0], shoonya_1sT00O0VD55SCG, 5687154]
[paragraph, [241.0, 1122.0, 1162.0, 36.0], shoonya_1sT00O0VD55SCG, 5687154]
[paragraph, [241.0, 1158.0, 1162.0, 36.0], shoonya_1sT00O0VD55SCG, 5687154]
[paragraph, [241.0, 1194.0, 1162.0, 36.0], shoonya_1sT00O0VD55SCG, 5687154]
[paragraph, [241.0, 1230.0, 1162.0, 36.0], shoonya_1sT00O0VD55SCG, 5687154]
[paragraph, [241.0, 1266.0, 1162.0, 36.0], shoonya_1sT00O0VD55SCG, 5687154]
[paragraph, [241.0, 1302.0, 1162.0, 36.0], shoonya_1sT00O0VD55SCG, 5687154]
[paragraph, [241.0, 1338.0, 1162.0, 36.0], shoonya_1sT00O0VD55SCG, 5687154]
[paragraph, [241.0, 1374.0, 1162.0, 36.0], shoonya_1sT00O0VD55SCG, 5687154]
[paragraph, [241.0, 1410.0, 1162.0, 36.0], shoonya_1sT00O0VD55SCG, 5687154]
[paragraph, [241.0, 1446.0, 1162.0, 36.0], shoonya_1sT00O0VD55SCG, 5687154]
[paragraph, [241.0, 1482.0, 1162.0, 36.0], shoonya_1sT00O0VD55SCG, 5687154]
[paragraph, [449.0, 1560.0, 957.0, 36.0], shoonya_4s3QNOZBJN50X4, 5687154]
[paragraph, [449.0, 1596.0, 957.0, 36.0], shoonya_4s3QNOZBJN50X4, 5687154]
[paragraph, [449.0, 1632.0, 957.0, 36.0], shoonya_4s3QNOZBJN50X4, 5687154]
[paragraph, [449.0, 1668.0, 957.0, 36.0], shoonya_4s3QNOZBJN50X4, 5687154]
[paragraph, [449.0, 1704.0, 957.0, 36.0], shoonya_4s3QNOZBJN50X4, 5687154]
[paragraph, [449.0, 1740.0, 957.0, 36.0], shoonya_4s3QNOZBJN50X4, 5687154]
[paragraph, [449.0, 1776.0, 957.0, 36.0], shoonya_4s3QNOZBJN50X4, 5687154]
[paragraph, [449.0, 1812.0, 957.0, 36.0], shoonya_4s3QNOZBJN50X4, 5687154]
[paragraph, [449.0, 1848.0, 957.0, 36.0], shoonya_4s3QNOZBJN50X4, 5687154]
[reference, [251.0, 2019.0, 330.0, 36.0], shoonya_5s9DT7WHYVEJ7J, 5687154]
[reference, [251.0, 2055.0, 330.0, 36.0], shoonya_5s9DT7WHYVEJ7J, 5687154]
