[1987, 1270]
[folio, [586.0, 120.0, 96.0, 36.0], wBYd7uOAtp, 5682127]
[paragraph, [127.0, 187.0, 1000.0, 36.0], shoonya_2sJK9VF0BQM42R, 5682127]
[paragraph, [127.0, 223.0, 1000.0, 36.0], shoonya_2sJK9VF0BQM42R, 5682127]
[paragraph, [127.0, 259.0, 1000.0, 36.0], shoonya_2sJK9VF0BQM42R, 5682127]
[paragraph, [127.0, 295.0, 1000.0, 36.0], shoonya_2sJK9VF0BQM42R, 5682127]
[paragraph, [127.0, 331.0, 1000.0, 36.0], shoonya_2sJK9VF0BQM42R, 5682127]
[paragraph, [127.0, 367.0, 1000.0, 36.0], shoonya_2sJK9VF0BQM42R, 5682127]
[paragraph, [127.0, 403.0, 1000.0, 36.0], shoonya_2sJK9VF0BQM42R, 5682127]
[paragraph, [127.0, 439.0, 1000.0, 36.0], shoonya_2sJK9VF0BQM42R, 5682127]
[paragraph, [129.0, 505.0, 999.0, 36.0], shoonya_1sYVYJZAFGV7T0, 5682127]
[paragraph, [129.0, 541.0, 999.0, 36.0], shoonya_1sYVYJZAFGV7T0, 5682127]
[paragraph, [129.0, 577.0, 999.0, 36.0], shoonya_1sYVYJZAFGV7T0, 5682127]
[paragraph, [129.0, 613.0, 999.0, 36.0], shoonya_1sYVYJZAFGV7T0, 5682127]
[paragraph, [129.0, 649.0, 999.0, 36.0], shoonya_1sYVYJZAFGV7T0, 5682127]
[paragraph, [129.0, 685.0, 999.0, 36.0], shoonya_1sYVYJZAFGV7T0, 5682127]
[paragraph, [129.0, 721.0, 999.0, 36.0], shoonya_1sYVYJZAFGV7T0, 5682127]
[paragraph, [129.0, 757.0, 999.0, 36.0], shoonya_1sYVYJZAFGV7T0, 5682127]
[paragraph, [129.0, 793.0, 999.0, 36.0], shoonya_1sYVYJZAFGV7T0, 5682127]
[paragraph, [129.0, 829.0, 999.0, 36.0], shoonya_1sYVYJZAFGV7T0, 5682127]
[paragraph, [129.0, 865.0, 999.0, 36.0], shoonya_1sYVYJZAFGV7T0, 5682127]
[paragraph, [129.0, 901.0, 999.0, 36.0], shoonya_1sYVYJZAFGV7T0, 5682127]
[paragraph, [129.0, 937.0, 999.0, 36.0], shoonya_1sYVYJZAFGV7T0, 5682127]
[paragraph, [129.0, 973.0, 999.0, 36.0], shoonya_1sYVYJZAFGV7T0, 5682127]
[paragraph, [125.0, 1030.0, 1000.0, 36.0], shoonya_0sBK9DRXTD5CUM, 5682127]
[paragraph, [125.0, 1066.0, 1000.0, 36.0], shoonya_0sBK9DRXTD5CUM, 5682127]
[paragraph, [125.0, 1102.0, 1000.0, 36.0], shoonya_0sBK9DRXTD5CUM, 5682127]
[paragraph, [125.0, 1138.0, 1000.0, 36.0], shoonya_0sBK9DRXTD5CUM, 5682127]
[paragraph, [125.0, 1174.0, 1000.0, 36.0], shoonya_0sBK9DRXTD5CUM, 5682127]
[paragraph, [125.0, 1210.0, 1000.0, 36.0], shoonya_0sBK9DRXTD5CUM, 5682127]
[paragraph, [125.0, 1246.0, 1000.0, 36.0], shoonya_0sBK9DRXTD5CUM, 5682127]
[paragraph, [125.0, 1282.0, 1000.0, 36.0], shoonya_0sBK9DRXTD5CUM, 5682127]
[paragraph, [125.0, 1318.0, 1000.0, 36.0], shoonya_0sBK9DRXTD5CUM, 5682127]
[paragraph, [125.0, 1354.0, 1000.0, 36.0], shoonya_0sBK9DRXTD5CUM, 5682127]
[paragraph, [125.0, 1390.0, 1000.0, 36.0], shoonya_0sBK9DRXTD5CUM, 5682127]
[paragraph, [125.0, 1426.0, 1000.0, 36.0], shoonya_0sBK9DRXTD5CUM, 5682127]
[paragraph, [125.0, 1462.0, 1000.0, 36.0], shoonya_0sBK9DRXTD5CUM, 5682127]
[paragraph, [125.0, 1498.0, 1000.0, 36.0], shoonya_0sBK9DRXTD5CUM, 5682127]
[paragraph, [122.0, 1557.0, 1002.0, 36.0], RkrLGu5m6p, 5682127]
[paragraph, [122.0, 1593.0, 1002.0, 36.0], RkrLGu5m6p, 5682127]
[paragraph, [122.0, 1629.0, 1002.0, 36.0], RkrLGu5m6p, 5682127]
[paragraph, [122.0, 1665.0, 1002.0, 36.0], RkrLGu5m6p, 5682127]
[paragraph, [122.0, 1701.0, 1002.0, 36.0], RkrLGu5m6p, 5682127]
[paragraph, [120.0, 1764.0, 1005.0, 36.0], Q4onZIo-AJ, 5682127]
[paragraph, [120.0, 1800.0, 1005.0, 36.0], Q4onZIo-AJ, 5682127]
