[1650, 1275]
[section-title, [162.0, 133.0, 941.0, 49.5], x2CfEFCcqD, 5709627]
[paragraph, [129.0, 252.0, 987.0, 36.0], shoonya_1sVTCWAE25OHC9, 5709627]
[paragraph, [129.0, 288.0, 987.0, 36.0], shoonya_1sVTCWAE25OHC9, 5709627]
[paragraph, [129.0, 324.0, 987.0, 36.0], shoonya_1sVTCWAE25OHC9, 5709627]
[paragraph, [129.0, 360.0, 987.0, 36.0], shoonya_1sVTCWAE25OHC9, 5709627]
[paragraph, [121.0, 438.0, 1008.0, 36.0], kwc-_TeEep, 5709627]
[paragraph, [121.0, 474.0, 1008.0, 36.0], kwc-_TeEep, 5709627]
[paragraph, [121.0, 510.0, 1008.0, 36.0], kwc-_TeEep, 5709627]
[paragraph, [121.0, 546.0, 1008.0, 36.0], kwc-_TeEep, 5709627]
[paragraph, [124.0, 593.0, 1023.0, 36.0], 6yyD0RMTqg, 5709627]
[paragraph, [124.0, 629.0, 1023.0, 36.0], 6yyD0RMTqg, 5709627]
[paragraph, [124.0, 665.0, 1023.0, 36.0], 6yyD0RMTqg, 5709627]
[paragraph, [124.0, 701.0, 1023.0, 36.0], 6yyD0RMTqg, 5709627]
[paragraph, [127.0, 781.0, 1018.0, 36.0], oTFBXBh0T6, 5709627]
[paragraph, [127.0, 817.0, 1018.0, 36.0], oTFBXBh0T6, 5709627]
[paragraph, [127.0, 853.0, 1018.0, 36.0], oTFBXBh0T6, 5709627]
[paragraph, [127.0, 889.0, 1018.0, 36.0], oTFBXBh0T6, 5709627]
[paragraph, [127.0, 925.0, 1018.0, 36.0], oTFBXBh0T6, 5709627]
[paragraph, [127.0, 961.0, 1018.0, 36.0], oTFBXBh0T6, 5709627]
[paragraph, [127.0, 1028.0, 1021.0, 36.0], E-BAB7Vayy, 5709627]
[paragraph, [127.0, 1064.0, 1021.0, 36.0], E-BAB7Vayy, 5709627]
[paragraph, [127.0, 1100.0, 1021.0, 36.0], E-BAB7Vayy, 5709627]
[paragraph, [127.0, 1136.0, 1021.0, 36.0], E-BAB7Vayy, 5709627]
[paragraph, [127.0, 1172.0, 1021.0, 36.0], E-BAB7Vayy, 5709627]
[paragraph, [127.0, 1208.0, 1021.0, 36.0], E-BAB7Vayy, 5709627]
[paragraph, [134.0, 1261.0, 1007.0, 36.0], shoonya_2sG00X53W7DKZ1, 5709627]
[paragraph, [134.0, 1297.0, 1007.0, 36.0], shoonya_2sG00X53W7DKZ1, 5709627]
[paragraph, [134.0, 1333.0, 1007.0, 36.0], shoonya_2sG00X53W7DKZ1, 5709627]
[paragraph, [134.0, 1369.0, 1007.0, 36.0], shoonya_2sG00X53W7DKZ1, 5709627]
[paragraph, [134.0, 1405.0, 1007.0, 36.0], shoonya_2sG00X53W7DKZ1, 5709627]
[paragraph, [134.0, 1441.0, 1007.0, 36.0], shoonya_2sG00X53W7DKZ1, 5709627]
