[2339, 1653]
[folio, [229.0, 320.0, 245.0, 36.0], qcKz9MYPcf, 5735354]
[folio, [1260.0, 322.0, 159.0, 36.0], Mcw-nRcjVu, 5735354]
[paragraph, [837.0, 386.0, 579.0, 36.0], shoonya_3sXFCWI0I03LE4, 5735354]
[paragraph, [837.0, 422.0, 579.0, 36.0], shoonya_3sXFCWI0I03LE4, 5735354]
[paragraph, [837.0, 458.0, 579.0, 36.0], shoonya_3sXFCWI0I03LE4, 5735354]
[paragraph, [837.0, 494.0, 579.0, 36.0], shoonya_3sXFCWI0I03LE4, 5735354]
[paragraph, [837.0, 530.0, 579.0, 36.0], shoonya_3sXFCWI0I03LE4, 5735354]
[paragraph, [837.0, 566.0, 579.0, 36.0], shoonya_3sXFCWI0I03LE4, 5735354]
[paragraph, [837.0, 602.0, 579.0, 36.0], shoonya_3sXFCWI0I03LE4, 5735354]
[paragraph, [837.0, 638.0, 579.0, 36.0], shoonya_3sXFCWI0I03LE4, 5735354]
[paragraph, [837.0, 674.0, 579.0, 36.0], shoonya_3sXFCWI0I03LE4, 5735354]
[paragraph, [837.0, 710.0, 579.0, 36.0], shoonya_3sXFCWI0I03LE4, 5735354]
[paragraph, [837.0, 746.0, 579.0, 36.0], shoonya_3sXFCWI0I03LE4, 5735354]
[paragraph, [837.0, 782.0, 579.0, 36.0], shoonya_3sXFCWI0I03LE4, 5735354]
[paragraph, [837.0, 818.0, 579.0, 36.0], shoonya_3sXFCWI0I03LE4, 5735354]
[paragraph, [837.0, 854.0, 579.0, 36.0], shoonya_3sXFCWI0I03LE4, 5735354]
[paragraph, [837.0, 890.0, 579.0, 36.0], shoonya_3sXFCWI0I03LE4, 5735354]
[paragraph, [837.0, 926.0, 579.0, 36.0], shoonya_3sXFCWI0I03LE4, 5735354]
[paragraph, [837.0, 962.0, 579.0, 36.0], shoonya_3sXFCWI0I03LE4, 5735354]
[paragraph, [837.0, 998.0, 579.0, 36.0], shoonya_3sXFCWI0I03LE4, 5735354]
[paragraph, [837.0, 1034.0, 579.0, 36.0], shoonya_3sXFCWI0I03LE4, 5735354]
[paragraph, [234.0, 388.0, 585.0, 36.0], shoonya_1sRZPKBFV4EWUQ, 5735354]
[paragraph, [234.0, 424.0, 585.0, 36.0], shoonya_1sRZPKBFV4EWUQ, 5735354]
[paragraph, [234.0, 460.0, 585.0, 36.0], shoonya_1sRZPKBFV4EWUQ, 5735354]
[paragraph, [234.0, 496.0, 585.0, 36.0], shoonya_1sRZPKBFV4EWUQ, 5735354]
[paragraph, [234.0, 532.0, 585.0, 36.0], shoonya_1sRZPKBFV4EWUQ, 5735354]
[paragraph, [234.0, 568.0, 585.0, 36.0], shoonya_1sRZPKBFV4EWUQ, 5735354]
[paragraph, [234.0, 604.0, 585.0, 36.0], shoonya_1sRZPKBFV4EWUQ, 5735354]
[paragraph, [234.0, 640.0, 585.0, 36.0], shoonya_1sRZPKBFV4EWUQ, 5735354]
[paragraph, [234.0, 676.0, 585.0, 36.0], shoonya_1sRZPKBFV4EWUQ, 5735354]
[paragraph, [234.0, 712.0, 585.0, 36.0], shoonya_1sRZPKBFV4EWUQ, 5735354]
[paragraph, [234.0, 748.0, 585.0, 36.0], shoonya_1sRZPKBFV4EWUQ, 5735354]
[paragraph, [234.0, 784.0, 585.0, 36.0], shoonya_1sRZPKBFV4EWUQ, 5735354]
[paragraph, [234.0, 820.0, 585.0, 36.0], shoonya_1sRZPKBFV4EWUQ, 5735354]
[paragraph, [234.0, 856.0, 585.0, 36.0], shoonya_1sRZPKBFV4EWUQ, 5735354]
[paragraph, [234.0, 892.0, 585.0, 36.0], shoonya_1sRZPKBFV4EWUQ, 5735354]
[paragraph, [234.0, 928.0, 585.0, 36.0], shoonya_1sRZPKBFV4EWUQ, 5735354]
[paragraph, [235.0, 970.0, 582.0, 36.0], shoonya_0sHNPNQSVVYHEW, 5735354]
[paragraph, [235.0, 1006.0, 582.0, 36.0], shoonya_0sHNPNQSVVYHEW, 5735354]
[paragraph, [235.0, 1042.0, 582.0, 36.0], shoonya_0sHNPNQSVVYHEW, 5735354]
[paragraph, [235.0, 1078.0, 582.0, 36.0], shoonya_0sHNPNQSVVYHEW, 5735354]
[paragraph, [235.0, 1114.0, 582.0, 36.0], shoonya_0sHNPNQSVVYHEW, 5735354]
[paragraph, [235.0, 1150.0, 582.0, 36.0], shoonya_0sHNPNQSVVYHEW, 5735354]
[paragraph, [235.0, 1186.0, 582.0, 36.0], shoonya_0sHNPNQSVVYHEW, 5735354]
[paragraph, [235.0, 1222.0, 582.0, 36.0], shoonya_0sHNPNQSVVYHEW, 5735354]
[paragraph, [235.0, 1258.0, 582.0, 36.0], shoonya_0sHNPNQSVVYHEW, 5735354]
[paragraph, [235.0, 1294.0, 582.0, 36.0], shoonya_0sHNPNQSVVYHEW, 5735354]
[paragraph, [235.0, 1330.0, 582.0, 36.0], shoonya_0sHNPNQSVVYHEW, 5735354]
[paragraph, [235.0, 1366.0, 582.0, 36.0], shoonya_0sHNPNQSVVYHEW, 5735354]
[paragraph, [235.0, 1402.0, 582.0, 36.0], shoonya_0sHNPNQSVVYHEW, 5735354]
[paragraph, [235.0, 1438.0, 582.0, 36.0], shoonya_0sHNPNQSVVYHEW, 5735354]
[paragraph, [235.0, 1474.0, 582.0, 36.0], shoonya_0sHNPNQSVVYHEW, 5735354]
[paragraph, [235.0, 1510.0, 582.0, 36.0], shoonya_0sHNPNQSVVYHEW, 5735354]
[paragraph, [235.0, 1546.0, 582.0, 36.0], shoonya_0sHNPNQSVVYHEW, 5735354]
[paragraph, [235.0, 1582.0, 582.0, 36.0], shoonya_0sHNPNQSVVYHEW, 5735354]
[paragraph, [235.0, 1618.0, 582.0, 36.0], shoonya_0sHNPNQSVVYHEW, 5735354]
[paragraph, [235.0, 1654.0, 582.0, 36.0], shoonya_0sHNPNQSVVYHEW, 5735354]
[paragraph, [235.0, 1690.0, 582.0, 36.0], shoonya_0sHNPNQSVVYHEW, 5735354]
[paragraph, [235.0, 1726.0, 582.0, 36.0], shoonya_0sHNPNQSVVYHEW, 5735354]
[paragraph, [836.0, 1102.0, 581.0, 36.0], shoonya_2sB8BNGG4I95DB, 5735354]
[paragraph, [836.0, 1138.0, 581.0, 36.0], shoonya_2sB8BNGG4I95DB, 5735354]
[paragraph, [836.0, 1174.0, 581.0, 36.0], shoonya_2sB8BNGG4I95DB, 5735354]
[paragraph, [836.0, 1210.0, 581.0, 36.0], shoonya_2sB8BNGG4I95DB, 5735354]
[paragraph, [836.0, 1246.0, 581.0, 36.0], shoonya_2sB8BNGG4I95DB, 5735354]
[paragraph, [836.0, 1282.0, 581.0, 36.0], shoonya_2sB8BNGG4I95DB, 5735354]
[paragraph, [836.0, 1318.0, 581.0, 36.0], shoonya_2sB8BNGG4I95DB, 5735354]
[paragraph, [836.0, 1354.0, 581.0, 36.0], shoonya_2sB8BNGG4I95DB, 5735354]
[paragraph, [836.0, 1390.0, 581.0, 36.0], shoonya_2sB8BNGG4I95DB, 5735354]
[paragraph, [836.0, 1426.0, 581.0, 36.0], shoonya_2sB8BNGG4I95DB, 5735354]
[paragraph, [836.0, 1462.0, 581.0, 36.0], shoonya_2sB8BNGG4I95DB, 5735354]
[paragraph, [836.0, 1498.0, 581.0, 36.0], shoonya_2sB8BNGG4I95DB, 5735354]
[paragraph, [836.0, 1534.0, 581.0, 36.0], shoonya_2sB8BNGG4I95DB, 5735354]
[paragraph, [836.0, 1570.0, 581.0, 36.0], shoonya_2sB8BNGG4I95DB, 5735354]
[paragraph, [836.0, 1606.0, 581.0, 36.0], shoonya_2sB8BNGG4I95DB, 5735354]
[paragraph, [836.0, 1642.0, 581.0, 36.0], shoonya_2sB8BNGG4I95DB, 5735354]
[paragraph, [836.0, 1678.0, 581.0, 36.0], shoonya_2sB8BNGG4I95DB, 5735354]
[paragraph, [836.0, 1714.0, 581.0, 36.0], shoonya_2sB8BNGG4I95DB, 5735354]
[paragraph, [836.0, 1750.0, 581.0, 36.0], shoonya_2sB8BNGG4I95DB, 5735354]
[paragraph, [836.0, 1786.0, 581.0, 36.0], shoonya_2sB8BNGG4I95DB, 5735354]
[paragraph, [836.0, 1822.0, 581.0, 36.0], shoonya_2sB8BNGG4I95DB, 5735354]
[paragraph, [836.0, 1858.0, 581.0, 36.0], shoonya_2sB8BNGG4I95DB, 5735354]
[paragraph, [836.0, 1894.0, 581.0, 36.0], shoonya_2sB8BNGG4I95DB, 5735354]
[sidebar, [64.0, 1105.0, 129.0, 36.0], shoonya_6s23XYCC8SO2EE, 5735354]
[paragraph, [239.0, 1768.0, 577.0, 36.0], shoonya_4sOPY74CHA2484, 5735354]
[paragraph, [239.0, 1804.0, 577.0, 36.0], shoonya_4sOPY74CHA2484, 5735354]
[paragraph, [239.0, 1840.0, 577.0, 36.0], shoonya_4sOPY74CHA2484, 5735354]
[paragraph, [239.0, 1876.0, 577.0, 36.0], shoonya_4sOPY74CHA2484, 5735354]
[folio, [1179.0, 1967.0, 239.0, 36.0], e5f0LI4C10, 5735354]
