[843, 596]
[chapter-title, [64.0, 75.0, 470.0, 30.0], nN02r5DQpJ, 5660231]
[paragraph, [59.0, 123.0, 475.0, 18.0], eWndmOERaq, 5660231]
[paragraph, [59.0, 141.0, 475.0, 18.0], eWndmOERaq, 5660231]
[paragraph, [59.0, 172.0, 328.0, 18.0], Fd26jr5xoH, 5660231]
[ordered-list, [76.0, 192.0, 460.0, 18.0], g8wBLTbN9_, 5660231]
[ordered-list, [76.0, 210.0, 460.0, 18.0], g8wBLTbN9_, 5660231]
[ordered-list, [76.0, 228.0, 460.0, 18.0], g8wBLTbN9_, 5660231]
[ordered-list, [76.0, 246.0, 460.0, 18.0], g8wBLTbN9_, 5660231]
[ordered-list, [76.0, 264.0, 460.0, 18.0], g8wBLTbN9_, 5660231]
[ordered-list, [76.0, 282.0, 460.0, 18.0], g8wBLTbN9_, 5660231]
[ordered-list, [76.0, 300.0, 460.0, 18.0], g8wBLTbN9_, 5660231]
[ordered-list, [76.0, 318.0, 460.0, 18.0], g8wBLTbN9_, 5660231]
[ordered-list, [76.0, 336.0, 460.0, 18.0], g8wBLTbN9_, 5660231]
[ordered-list, [76.0, 354.0, 460.0, 18.0], g8wBLTbN9_, 5660231]
[ordered-list, [76.0, 372.0, 460.0, 18.0], g8wBLTbN9_, 5660231]
[ordered-list, [76.0, 390.0, 460.0, 18.0], g8wBLTbN9_, 5660231]
[ordered-list, [76.0, 408.0, 460.0, 18.0], g8wBLTbN9_, 5660231]
[ordered-list, [76.0, 426.0, 460.0, 18.0], g8wBLTbN9_, 5660231]
[ordered-list, [76.0, 444.0, 460.0, 18.0], g8wBLTbN9_, 5660231]
[ordered-list, [76.0, 462.0, 460.0, 18.0], g8wBLTbN9_, 5660231]
[ordered-list, [76.0, 480.0, 460.0, 18.0], g8wBLTbN9_, 5660231]
[ordered-list, [76.0, 498.0, 460.0, 18.0], g8wBLTbN9_, 5660231]
[ordered-list, [76.0, 516.0, 460.0, 18.0], g8wBLTbN9_, 5660231]
[ordered-list, [76.0, 534.0, 460.0, 18.0], g8wBLTbN9_, 5660231]
[ordered-list, [76.0, 552.0, 460.0, 18.0], g8wBLTbN9_, 5660231]
[ordered-list, [76.0, 570.0, 460.0, 18.0], g8wBLTbN9_, 5660231]
[ordered-list, [76.0, 588.0, 460.0, 18.0], g8wBLTbN9_, 5660231]
[ordered-list, [76.0, 606.0, 460.0, 18.0], g8wBLTbN9_, 5660231]
[ordered-list, [76.0, 624.0, 460.0, 18.0], g8wBLTbN9_, 5660231]
[ordered-list, [76.0, 642.0, 460.0, 18.0], g8wBLTbN9_, 5660231]
[ordered-list, [76.0, 660.0, 460.0, 18.0], g8wBLTbN9_, 5660231]
[ordered-list, [76.0, 678.0, 460.0, 18.0], g8wBLTbN9_, 5660231]
[ordered-list, [76.0, 696.0, 460.0, 18.0], g8wBLTbN9_, 5660231]
[ordered-list, [76.0, 714.0, 460.0, 18.0], g8wBLTbN9_, 5660231]
[ordered-list, [76.0, 732.0, 460.0, 18.0], g8wBLTbN9_, 5660231]
[sub-ordered-list, [108.0, 400.0, 426.0, 18.0], UWoih17YCK, 5660231]
[sub-ordered-list, [108.0, 418.0, 426.0, 18.0], UWoih17YCK, 5660231]
[sub-ordered-list, [108.0, 436.0, 426.0, 18.0], UWoih17YCK, 5660231]
[sub-ordered-list, [108.0, 454.0, 426.0, 18.0], UWoih17YCK, 5660231]
[sub-ordered-list, [108.0, 472.0, 426.0, 18.0], UWoih17YCK, 5660231]
[sub-ordered-list, [108.0, 490.0, 426.0, 18.0], UWoih17YCK, 5660231]
[sub-ordered-list, [108.0, 508.0, 426.0, 18.0], UWoih17YCK, 5660231]
[sub-ordered-list, [108.0, 526.0, 426.0, 18.0], UWoih17YCK, 5660231]
[sub-ordered-list, [116.0, 630.0, 416.0, 18.0], XiZQ5Yg4sL, 5660231]
[sub-ordered-list, [116.0, 648.0, 416.0, 18.0], XiZQ5Yg4sL, 5660231]
[sub-ordered-list, [116.0, 666.0, 416.0, 18.0], XiZQ5Yg4sL, 5660231]
[sub-ordered-list, [116.0, 684.0, 416.0, 18.0], XiZQ5Yg4sL, 5660231]
[sub-ordered-list, [116.0, 702.0, 416.0, 18.0], XiZQ5Yg4sL, 5660231]
[sub-ordered-list, [116.0, 720.0, 416.0, 18.0], XiZQ5Yg4sL, 5660231]
