[1004, 621]
[paragraph, [33.0, 113.0, 551.0, 18.0], 2g3nzfzp6j, 5741137]
[paragraph, [33.0, 131.0, 551.0, 18.0], 2g3nzfzp6j, 5741137]
[paragraph, [33.0, 149.0, 551.0, 18.0], 2g3nzfzp6j, 5741137]
[paragraph, [33.0, 167.0, 551.0, 18.0], 2g3nzfzp6j, 5741137]
[paragraph, [33.0, 185.0, 551.0, 18.0], 2g3nzfzp6j, 5741137]
[paragraph, [33.0, 203.0, 551.0, 18.0], 2g3nzfzp6j, 5741137]
[paragraph, [33.0, 221.0, 551.0, 18.0], 2g3nzfzp6j, 5741137]
[paragraph, [33.0, 239.0, 551.0, 18.0], 2g3nzfzp6j, 5741137]
[paragraph, [33.0, 257.0, 551.0, 18.0], 2g3nzfzp6j, 5741137]
[paragraph, [33.0, 275.0, 551.0, 18.0], 2g3nzfzp6j, 5741137]
[paragraph, [33.0, 293.0, 551.0, 18.0], 2g3nzfzp6j, 5741137]
[paragraph, [33.0, 311.0, 551.0, 18.0], 2g3nzfzp6j, 5741137]
[paragraph, [33.0, 329.0, 551.0, 18.0], 2g3nzfzp6j, 5741137]
[paragraph, [33.0, 347.0, 551.0, 18.0], 2g3nzfzp6j, 5741137]
[paragraph, [33.0, 365.0, 551.0, 18.0], 2g3nzfzp6j, 5741137]
[paragraph, [33.0, 383.0, 551.0, 18.0], 2g3nzfzp6j, 5741137]
[paragraph, [33.0, 401.0, 551.0, 18.0], 2g3nzfzp6j, 5741137]
[paragraph, [33.0, 419.0, 551.0, 18.0], 2g3nzfzp6j, 5741137]
[paragraph, [33.0, 437.0, 551.0, 18.0], 2g3nzfzp6j, 5741137]
[paragraph, [33.0, 455.0, 551.0, 18.0], 2g3nzfzp6j, 5741137]
[paragraph, [33.0, 473.0, 551.0, 18.0], 2g3nzfzp6j, 5741137]
[paragraph, [33.0, 491.0, 551.0, 18.0], 2g3nzfzp6j, 5741137]
[paragraph, [33.0, 509.0, 551.0, 18.0], 2g3nzfzp6j, 5741137]
[paragraph, [33.0, 527.0, 551.0, 18.0], 2g3nzfzp6j, 5741137]
[paragraph, [33.0, 545.0, 551.0, 18.0], 2g3nzfzp6j, 5741137]
[paragraph, [33.0, 563.0, 551.0, 18.0], 2g3nzfzp6j, 5741137]
[paragraph, [33.0, 581.0, 551.0, 18.0], 2g3nzfzp6j, 5741137]
[paragraph, [33.0, 599.0, 551.0, 18.0], 2g3nzfzp6j, 5741137]
[paragraph, [33.0, 617.0, 551.0, 18.0], 2g3nzfzp6j, 5741137]
[paragraph, [33.0, 635.0, 551.0, 18.0], 2g3nzfzp6j, 5741137]
[paragraph, [33.0, 653.0, 551.0, 18.0], 2g3nzfzp6j, 5741137]
[paragraph, [33.0, 671.0, 551.0, 18.0], 2g3nzfzp6j, 5741137]
[paragraph, [33.0, 689.0, 551.0, 18.0], 2g3nzfzp6j, 5741137]
[paragraph, [33.0, 707.0, 551.0, 18.0], 2g3nzfzp6j, 5741137]
[paragraph, [33.0, 725.0, 551.0, 18.0], 2g3nzfzp6j, 5741137]
[paragraph, [33.0, 743.0, 551.0, 18.0], 2g3nzfzp6j, 5741137]
[paragraph, [33.0, 761.0, 551.0, 18.0], 2g3nzfzp6j, 5741137]
[paragraph, [33.0, 779.0, 551.0, 18.0], 2g3nzfzp6j, 5741137]
[paragraph, [33.0, 797.0, 551.0, 18.0], 2g3nzfzp6j, 5741137]
[paragraph, [33.0, 815.0, 551.0, 18.0], 2g3nzfzp6j, 5741137]
[paragraph, [33.0, 833.0, 551.0, 18.0], 2g3nzfzp6j, 5741137]
[paragraph, [33.0, 851.0, 551.0, 18.0], 2g3nzfzp6j, 5741137]
[paragraph, [33.0, 869.0, 551.0, 18.0], 2g3nzfzp6j, 5741137]
[paragraph, [33.0, 887.0, 551.0, 18.0], 2g3nzfzp6j, 5741137]
[paragraph, [33.0, 905.0, 551.0, 18.0], 2g3nzfzp6j, 5741137]
[paragraph, [33.0, 923.0, 551.0, 18.0], 2g3nzfzp6j, 5741137]
