[2339, 1656]
[paragraph, [291.0, 192.0, 1157.0, 36.0], tDWIs77KO8, 5752975]
[paragraph, [291.0, 228.0, 1157.0, 36.0], tDWIs77KO8, 5752975]
[paragraph, [188.0, 304.0, 1275.0, 36.0], D0WK4AFZzU, 5752975]
[paragraph, [188.0, 340.0, 1275.0, 36.0], D0WK4AFZzU, 5752975]
[paragraph, [188.0, 376.0, 1275.0, 36.0], D0WK4AFZzU, 5752975]
[paragraph, [188.0, 412.0, 1275.0, 36.0], D0WK4AFZzU, 5752975]
[paragraph, [188.0, 448.0, 1275.0, 36.0], D0WK4AFZzU, 5752975]
[paragraph, [188.0, 484.0, 1275.0, 36.0], D0WK4AFZzU, 5752975]
[paragraph, [188.0, 520.0, 1275.0, 36.0], D0WK4AFZzU, 5752975]
[paragraph, [188.0, 556.0, 1275.0, 36.0], D0WK4AFZzU, 5752975]
[paragraph, [188.0, 592.0, 1275.0, 36.0], D0WK4AFZzU, 5752975]
[paragraph, [188.0, 628.0, 1275.0, 36.0], D0WK4AFZzU, 5752975]
[paragraph, [188.0, 664.0, 1275.0, 36.0], D0WK4AFZzU, 5752975]
[paragraph, [188.0, 700.0, 1275.0, 36.0], D0WK4AFZzU, 5752975]
[paragraph, [186.0, 815.0, 1279.0, 36.0], 9adJN2LHEw, 5752975]
[paragraph, [186.0, 851.0, 1279.0, 36.0], 9adJN2LHEw, 5752975]
[paragraph, [186.0, 887.0, 1279.0, 36.0], 9adJN2LHEw, 5752975]
[paragraph, [186.0, 923.0, 1279.0, 36.0], 9adJN2LHEw, 5752975]
[paragraph, [186.0, 959.0, 1279.0, 36.0], 9adJN2LHEw, 5752975]
[paragraph, [186.0, 995.0, 1279.0, 36.0], 9adJN2LHEw, 5752975]
[paragraph, [186.0, 1031.0, 1279.0, 36.0], 9adJN2LHEw, 5752975]
[paragraph, [186.0, 1067.0, 1279.0, 36.0], 9adJN2LHEw, 5752975]
[paragraph, [186.0, 1103.0, 1279.0, 36.0], 9adJN2LHEw, 5752975]
[paragraph, [186.0, 1139.0, 1279.0, 36.0], 9adJN2LHEw, 5752975]
[paragraph, [182.0, 1239.0, 1285.0, 36.0], AQ_Hd0lxCL, 5752975]
[paragraph, [182.0, 1275.0, 1285.0, 36.0], AQ_Hd0lxCL, 5752975]
[paragraph, [182.0, 1311.0, 1285.0, 36.0], AQ_Hd0lxCL, 5752975]
[paragraph, [182.0, 1347.0, 1285.0, 36.0], AQ_Hd0lxCL, 5752975]
[paragraph, [182.0, 1383.0, 1285.0, 36.0], AQ_Hd0lxCL, 5752975]
[paragraph, [182.0, 1419.0, 1285.0, 36.0], AQ_Hd0lxCL, 5752975]
[paragraph, [182.0, 1455.0, 1285.0, 36.0], AQ_Hd0lxCL, 5752975]
[paragraph, [182.0, 1491.0, 1285.0, 36.0], AQ_Hd0lxCL, 5752975]
[paragraph, [182.0, 1527.0, 1285.0, 36.0], AQ_Hd0lxCL, 5752975]
[paragraph, [182.0, 1563.0, 1285.0, 36.0], AQ_Hd0lxCL, 5752975]
[paragraph, [182.0, 1599.0, 1285.0, 36.0], AQ_Hd0lxCL, 5752975]
[paragraph, [182.0, 1635.0, 1285.0, 36.0], AQ_Hd0lxCL, 5752975]
[folio, [1132.0, 2173.0, 476.0, 36.0], jVEPQ5tpFZ, 5752975]
