[4767, 3325]
[quote, [306.0, 335.0, 830.0, 52.5], 8Cyn84VnNU, 5710379]
[quote, [306.0, 387.5, 830.0, 52.5], 8Cyn84VnNU, 5710379]
[quote, [306.0, 440.0, 830.0, 52.5], 8Cyn84VnNU, 5710379]
[paragraph, [515.0, 511.0, 1677.0, 52.5], i9Jqc9i9xC, 5710379]
[paragraph, [515.0, 563.5, 1677.0, 52.5], i9Jqc9i9xC, 5710379]
[quote, [473.0, 642.0, 1719.0, 52.5], b0MsLyos3J, 5710379]
[quote, [473.0, 694.5, 1719.0, 52.5], b0MsLyos3J, 5710379]
[paragraph, [482.0, 839.0, 2171.0, 52.5], j_4Q_KVKwR, 5710379]
[paragraph, [482.0, 891.5, 2171.0, 52.5], j_4Q_KVKwR, 5710379]
[paragraph, [482.0, 944.0, 2171.0, 52.5], j_4Q_KVKwR, 5710379]
[paragraph, [482.0, 996.5, 2171.0, 52.5], j_4Q_KVKwR, 5710379]
[paragraph, [482.0, 1049.0, 2171.0, 52.5], j_4Q_KVKwR, 5710379]
[paragraph, [482.0, 1101.5, 2171.0, 52.5], j_4Q_KVKwR, 5710379]
[paragraph, [482.0, 1154.0, 2171.0, 52.5], j_4Q_KVKwR, 5710379]
[paragraph, [255.0, 1216.0, 2452.0, 52.5], sinCI0lL9R, 5710379]
[paragraph, [255.0, 1268.5, 2452.0, 52.5], sinCI0lL9R, 5710379]
[paragraph, [255.0, 1321.0, 2452.0, 52.5], sinCI0lL9R, 5710379]
[paragraph, [255.0, 1373.5, 2452.0, 52.5], sinCI0lL9R, 5710379]
[paragraph, [264.0, 1472.0, 2398.0, 52.5], qqdsWoPgNa, 5710379]
[paragraph, [264.0, 1524.5, 2398.0, 52.5], qqdsWoPgNa, 5710379]
[paragraph, [264.0, 1577.0, 2398.0, 52.5], qqdsWoPgNa, 5710379]
[paragraph, [264.0, 1629.5, 2398.0, 52.5], qqdsWoPgNa, 5710379]
[paragraph, [264.0, 1682.0, 2398.0, 52.5], qqdsWoPgNa, 5710379]
[paragraph, [264.0, 1734.5, 2398.0, 52.5], qqdsWoPgNa, 5710379]
[paragraph, [264.0, 1787.0, 2398.0, 52.5], qqdsWoPgNa, 5710379]
[paragraph, [264.0, 1839.5, 2398.0, 52.5], qqdsWoPgNa, 5710379]
[paragraph, [296.0, 1949.0, 2363.0, 52.5], shoonya_0sHFPIXZ6TG7XI, 5710379]
[paragraph, [296.0, 2001.5, 2363.0, 52.5], shoonya_0sHFPIXZ6TG7XI, 5710379]
[paragraph, [296.0, 2054.0, 2363.0, 52.5], shoonya_0sHFPIXZ6TG7XI, 5710379]
[paragraph, [296.0, 2106.5, 2363.0, 52.5], shoonya_0sHFPIXZ6TG7XI, 5710379]
[paragraph, [296.0, 2159.0, 2363.0, 52.5], shoonya_0sHFPIXZ6TG7XI, 5710379]
[paragraph, [296.0, 2211.5, 2363.0, 52.5], shoonya_0sHFPIXZ6TG7XI, 5710379]
[paragraph, [296.0, 2264.0, 2363.0, 52.5], shoonya_0sHFPIXZ6TG7XI, 5710379]
[paragraph, [296.0, 2316.5, 2363.0, 52.5], shoonya_0sHFPIXZ6TG7XI, 5710379]
[paragraph, [296.0, 2369.0, 2363.0, 52.5], shoonya_0sHFPIXZ6TG7XI, 5710379]
[paragraph, [296.0, 2421.5, 2363.0, 52.5], shoonya_0sHFPIXZ6TG7XI, 5710379]
[paragraph, [296.0, 2474.0, 2363.0, 52.5], shoonya_0sHFPIXZ6TG7XI, 5710379]
[paragraph, [296.0, 2526.5, 2363.0, 52.5], shoonya_0sHFPIXZ6TG7XI, 5710379]
[paragraph, [296.0, 2579.0, 2363.0, 52.5], shoonya_0sHFPIXZ6TG7XI, 5710379]
[paragraph, [296.0, 2631.5, 2363.0, 52.5], shoonya_0sHFPIXZ6TG7XI, 5710379]
[paragraph, [296.0, 2684.0, 2363.0, 52.5], shoonya_0sHFPIXZ6TG7XI, 5710379]
[paragraph, [296.0, 2736.5, 2363.0, 52.5], shoonya_0sHFPIXZ6TG7XI, 5710379]
[paragraph, [285.0, 2857.0, 2394.0, 52.5], ReeyN6ScDo, 5710379]
[paragraph, [285.0, 2909.5, 2394.0, 52.5], ReeyN6ScDo, 5710379]
[paragraph, [285.0, 2962.0, 2394.0, 52.5], ReeyN6ScDo, 5710379]
[paragraph, [285.0, 3014.5, 2394.0, 52.5], ReeyN6ScDo, 5710379]
[paragraph, [285.0, 3067.0, 2394.0, 52.5], ReeyN6ScDo, 5710379]
[paragraph, [285.0, 3119.5, 2394.0, 52.5], ReeyN6ScDo, 5710379]
[paragraph, [285.0, 3172.0, 2394.0, 52.5], ReeyN6ScDo, 5710379]
[paragraph, [285.0, 3224.5, 2394.0, 52.5], ReeyN6ScDo, 5710379]
[paragraph, [285.0, 3277.0, 2394.0, 52.5], ReeyN6ScDo, 5710379]
[paragraph, [285.0, 3329.5, 2394.0, 52.5], ReeyN6ScDo, 5710379]
[paragraph, [285.0, 3382.0, 2394.0, 52.5], ReeyN6ScDo, 5710379]
[paragraph, [285.0, 3434.5, 2394.0, 52.5], ReeyN6ScDo, 5710379]
[paragraph, [285.0, 3487.0, 2394.0, 52.5], ReeyN6ScDo, 5710379]
[paragraph, [285.0, 3539.5, 2394.0, 52.5], ReeyN6ScDo, 5710379]
[paragraph, [285.0, 3592.0, 2394.0, 52.5], ReeyN6ScDo, 5710379]
[paragraph, [285.0, 3644.5, 2394.0, 52.5], ReeyN6ScDo, 5710379]
[paragraph, [272.0, 3734.0, 2398.0, 52.5], fP5Eyzrq6M, 5710379]
[paragraph, [272.0, 3786.5, 2398.0, 52.5], fP5Eyzrq6M, 5710379]
[paragraph, [272.0, 3839.0, 2398.0, 52.5], fP5Eyzrq6M, 5710379]
[paragraph, [272.0, 3891.5, 2398.0, 52.5], fP5Eyzrq6M, 5710379]
[paragraph, [272.0, 3944.0, 2398.0, 52.5], fP5Eyzrq6M, 5710379]
[paragraph, [272.0, 3996.5, 2398.0, 52.5], fP5Eyzrq6M, 5710379]
[paragraph, [272.0, 4049.0, 2398.0, 52.5], fP5Eyzrq6M, 5710379]
[folio, [2369.0, 4103.0, 259.0, 52.5], fqcMTHu3_p, 5710379]
[footnote, [306.0, 4552.0, 2447.0, 52.5], CmO7U__P2q, 5710379]
[footnote, [306.0, 4604.5, 2447.0, 52.5], CmO7U__P2q, 5710379]
[footnote, [306.0, 4657.0, 2447.0, 52.5], CmO7U__P2q, 5710379]
[footnote, [306.0, 4709.5, 2447.0, 52.5], CmO7U__P2q, 5710379]
