[2339, 1653]
[paragraph, [392.0, 198.0, 1071.0, 36.0], shoonya_2sDVUF37H4IF59, 5734577]
[paragraph, [392.0, 234.0, 1071.0, 36.0], shoonya_2sDVUF37H4IF59, 5734577]
[paragraph, [392.0, 270.0, 1071.0, 36.0], shoonya_2sDVUF37H4IF59, 5734577]
[paragraph, [392.0, 306.0, 1071.0, 36.0], shoonya_2sDVUF37H4IF59, 5734577]
[paragraph, [385.0, 374.0, 1079.0, 36.0], shoonya_1s4ALUOPI783NE, 5734577]
[paragraph, [385.0, 410.0, 1079.0, 36.0], shoonya_1s4ALUOPI783NE, 5734577]
[paragraph, [385.0, 446.0, 1079.0, 36.0], shoonya_1s4ALUOPI783NE, 5734577]
[paragraph, [385.0, 482.0, 1079.0, 36.0], shoonya_1s4ALUOPI783NE, 5734577]
[paragraph, [385.0, 518.0, 1079.0, 36.0], shoonya_1s4ALUOPI783NE, 5734577]
[paragraph, [385.0, 554.0, 1079.0, 36.0], shoonya_1s4ALUOPI783NE, 5734577]
[paragraph, [385.0, 590.0, 1079.0, 36.0], shoonya_1s4ALUOPI783NE, 5734577]
[paragraph, [385.0, 626.0, 1079.0, 36.0], shoonya_1s4ALUOPI783NE, 5734577]
[paragraph, [385.0, 662.0, 1079.0, 36.0], shoonya_1s4ALUOPI783NE, 5734577]
[paragraph, [385.0, 698.0, 1079.0, 36.0], shoonya_1s4ALUOPI783NE, 5734577]
[paragraph, [385.0, 734.0, 1079.0, 36.0], shoonya_1s4ALUOPI783NE, 5734577]
[paragraph, [385.0, 770.0, 1079.0, 36.0], shoonya_1s4ALUOPI783NE, 5734577]
[paragraph, [385.0, 806.0, 1079.0, 36.0], shoonya_1s4ALUOPI783NE, 5734577]
[paragraph, [385.0, 842.0, 1079.0, 36.0], shoonya_1s4ALUOPI783NE, 5734577]
[paragraph, [385.0, 878.0, 1079.0, 36.0], shoonya_1s4ALUOPI783NE, 5734577]
[paragraph, [385.0, 914.0, 1079.0, 36.0], shoonya_1s4ALUOPI783NE, 5734577]
[paragraph, [385.0, 950.0, 1079.0, 36.0], shoonya_1s4ALUOPI783NE, 5734577]
[paragraph, [385.0, 986.0, 1079.0, 36.0], shoonya_1s4ALUOPI783NE, 5734577]
[paragraph, [385.0, 1022.0, 1079.0, 36.0], shoonya_1s4ALUOPI783NE, 5734577]
[paragraph, [385.0, 1058.0, 1079.0, 36.0], shoonya_1s4ALUOPI783NE, 5734577]
[paragraph, [385.0, 1094.0, 1079.0, 36.0], shoonya_1s4ALUOPI783NE, 5734577]
[paragraph, [385.0, 1130.0, 1079.0, 36.0], shoonya_1s4ALUOPI783NE, 5734577]
[paragraph, [385.0, 1166.0, 1079.0, 36.0], shoonya_1s4ALUOPI783NE, 5734577]
[paragraph, [385.0, 1202.0, 1079.0, 36.0], shoonya_1s4ALUOPI783NE, 5734577]
[paragraph, [385.0, 1238.0, 1079.0, 36.0], shoonya_1s4ALUOPI783NE, 5734577]
[paragraph, [385.0, 1274.0, 1079.0, 36.0], shoonya_1s4ALUOPI783NE, 5734577]
[paragraph, [385.0, 1310.0, 1079.0, 36.0], shoonya_1s4ALUOPI783NE, 5734577]
[paragraph, [385.0, 1346.0, 1079.0, 36.0], shoonya_1s4ALUOPI783NE, 5734577]
[paragraph, [385.0, 1382.0, 1079.0, 36.0], shoonya_1s4ALUOPI783NE, 5734577]
[paragraph, [385.0, 1418.0, 1079.0, 36.0], shoonya_1s4ALUOPI783NE, 5734577]
[paragraph, [385.0, 1454.0, 1079.0, 36.0], shoonya_1s4ALUOPI783NE, 5734577]
[paragraph, [385.0, 1490.0, 1079.0, 36.0], shoonya_1s4ALUOPI783NE, 5734577]
[paragraph, [385.0, 1526.0, 1079.0, 36.0], shoonya_1s4ALUOPI783NE, 5734577]
[paragraph, [388.0, 1594.0, 1077.0, 36.0], shoonya_0s4GMRMQGOAECD, 5734577]
[paragraph, [388.0, 1630.0, 1077.0, 36.0], shoonya_0s4GMRMQGOAECD, 5734577]
[paragraph, [388.0, 1666.0, 1077.0, 36.0], shoonya_0s4GMRMQGOAECD, 5734577]
[paragraph, [388.0, 1702.0, 1077.0, 36.0], shoonya_0s4GMRMQGOAECD, 5734577]
[paragraph, [388.0, 1738.0, 1077.0, 36.0], shoonya_0s4GMRMQGOAECD, 5734577]
[paragraph, [388.0, 1774.0, 1077.0, 36.0], shoonya_0s4GMRMQGOAECD, 5734577]
[paragraph, [388.0, 1810.0, 1077.0, 36.0], shoonya_0s4GMRMQGOAECD, 5734577]
[paragraph, [388.0, 1846.0, 1077.0, 36.0], shoonya_0s4GMRMQGOAECD, 5734577]
[paragraph, [388.0, 1882.0, 1077.0, 36.0], shoonya_0s4GMRMQGOAECD, 5734577]
[paragraph, [388.0, 1918.0, 1077.0, 36.0], shoonya_0s4GMRMQGOAECD, 5734577]
[paragraph, [388.0, 1954.0, 1077.0, 36.0], shoonya_0s4GMRMQGOAECD, 5734577]
[paragraph, [489.0, 2008.0, 144.0, 36.0], shoonya_3sX2UZQXFC72IF, 5734577]
[paragraph, [484.0, 2064.0, 977.0, 36.0], shoonya_4s9JD0LUMM50SQ, 5734577]
[folio, [1132.0, 2183.0, 266.0, 36.0], shoonya_5s94V7QOWRVMLX, 5734577]
