[2200, 1700]
[paragraph, [292.0, 96.0, 1126.0, 36.0], shoonya_1s96NMHT62NKX7, 5731077]
[paragraph, [292.0, 132.0, 1126.0, 36.0], shoonya_1s96NMHT62NKX7, 5731077]
[paragraph, [292.0, 168.0, 1126.0, 36.0], shoonya_1s96NMHT62NKX7, 5731077]
[paragraph, [292.0, 204.0, 1126.0, 36.0], shoonya_1s96NMHT62NKX7, 5731077]
[paragraph, [292.0, 240.0, 1126.0, 36.0], shoonya_1s96NMHT62NKX7, 5731077]
[paragraph, [292.0, 276.0, 1126.0, 36.0], shoonya_1s96NMHT62NKX7, 5731077]
[paragraph, [292.0, 312.0, 1126.0, 36.0], shoonya_1s96NMHT62NKX7, 5731077]
[paragraph, [292.0, 348.0, 1126.0, 36.0], shoonya_1s96NMHT62NKX7, 5731077]
[paragraph, [292.0, 384.0, 1126.0, 36.0], shoonya_1s96NMHT62NKX7, 5731077]
[paragraph, [292.0, 420.0, 1126.0, 36.0], shoonya_1s96NMHT62NKX7, 5731077]
[paragraph, [292.0, 456.0, 1126.0, 36.0], shoonya_1s96NMHT62NKX7, 5731077]
[paragraph, [292.0, 492.0, 1126.0, 36.0], shoonya_1s96NMHT62NKX7, 5731077]
[paragraph, [292.0, 528.0, 1126.0, 36.0], shoonya_1s96NMHT62NKX7, 5731077]
[paragraph, [292.0, 564.0, 1126.0, 36.0], shoonya_1s96NMHT62NKX7, 5731077]
[paragraph, [292.0, 600.0, 1126.0, 36.0], shoonya_1s96NMHT62NKX7, 5731077]
[paragraph, [292.0, 636.0, 1126.0, 36.0], shoonya_1s96NMHT62NKX7, 5731077]
[paragraph, [292.0, 672.0, 1126.0, 36.0], shoonya_1s96NMHT62NKX7, 5731077]
[paragraph, [292.0, 708.0, 1126.0, 36.0], shoonya_1s96NMHT62NKX7, 5731077]
[paragraph, [292.0, 744.0, 1126.0, 36.0], shoonya_1s96NMHT62NKX7, 5731077]
[paragraph, [292.0, 780.0, 1126.0, 36.0], shoonya_1s96NMHT62NKX7, 5731077]
[paragraph, [292.0, 816.0, 1126.0, 36.0], shoonya_1s96NMHT62NKX7, 5731077]
[paragraph, [292.0, 852.0, 1126.0, 36.0], shoonya_1s96NMHT62NKX7, 5731077]
[paragraph, [292.0, 888.0, 1126.0, 36.0], shoonya_1s96NMHT62NKX7, 5731077]
[paragraph, [292.0, 924.0, 1126.0, 36.0], shoonya_1s96NMHT62NKX7, 5731077]
[paragraph, [292.0, 960.0, 1126.0, 36.0], shoonya_1s96NMHT62NKX7, 5731077]
[paragraph, [292.0, 996.0, 1126.0, 36.0], shoonya_1s96NMHT62NKX7, 5731077]
[paragraph, [292.0, 1032.0, 1126.0, 36.0], shoonya_1s96NMHT62NKX7, 5731077]
[paragraph, [292.0, 1068.0, 1126.0, 36.0], shoonya_1s96NMHT62NKX7, 5731077]
[paragraph, [292.0, 1104.0, 1126.0, 36.0], shoonya_1s96NMHT62NKX7, 5731077]
[paragraph, [293.0, 1169.0, 1125.0, 36.0], shoonya_0s8OMFPN3SRCPJ, 5731077]
[paragraph, [293.0, 1205.0, 1125.0, 36.0], shoonya_0s8OMFPN3SRCPJ, 5731077]
[paragraph, [293.0, 1241.0, 1125.0, 36.0], shoonya_0s8OMFPN3SRCPJ, 5731077]
[paragraph, [293.0, 1277.0, 1125.0, 36.0], shoonya_0s8OMFPN3SRCPJ, 5731077]
[paragraph, [293.0, 1313.0, 1125.0, 36.0], shoonya_0s8OMFPN3SRCPJ, 5731077]
[paragraph, [293.0, 1349.0, 1125.0, 36.0], shoonya_0s8OMFPN3SRCPJ, 5731077]
[paragraph, [293.0, 1385.0, 1125.0, 36.0], shoonya_0s8OMFPN3SRCPJ, 5731077]
[paragraph, [293.0, 1421.0, 1125.0, 36.0], shoonya_0s8OMFPN3SRCPJ, 5731077]
[paragraph, [293.0, 1457.0, 1125.0, 36.0], shoonya_0s8OMFPN3SRCPJ, 5731077]
[paragraph, [293.0, 1493.0, 1125.0, 36.0], shoonya_0s8OMFPN3SRCPJ, 5731077]
[paragraph, [293.0, 1529.0, 1125.0, 36.0], shoonya_0s8OMFPN3SRCPJ, 5731077]
[paragraph, [293.0, 1565.0, 1125.0, 36.0], shoonya_0s8OMFPN3SRCPJ, 5731077]
[paragraph, [293.0, 1601.0, 1125.0, 36.0], shoonya_0s8OMFPN3SRCPJ, 5731077]
[paragraph, [293.0, 1637.0, 1125.0, 36.0], shoonya_0s8OMFPN3SRCPJ, 5731077]
[paragraph, [293.0, 1673.0, 1125.0, 36.0], shoonya_0s8OMFPN3SRCPJ, 5731077]
[paragraph, [293.0, 1709.0, 1125.0, 36.0], shoonya_0s8OMFPN3SRCPJ, 5731077]
[paragraph, [293.0, 1745.0, 1125.0, 36.0], shoonya_0s8OMFPN3SRCPJ, 5731077]
[paragraph, [293.0, 1781.0, 1125.0, 36.0], shoonya_0s8OMFPN3SRCPJ, 5731077]
[paragraph, [293.0, 1817.0, 1125.0, 36.0], shoonya_0s8OMFPN3SRCPJ, 5731077]
[paragraph, [293.0, 1853.0, 1125.0, 36.0], shoonya_0s8OMFPN3SRCPJ, 5731077]
[paragraph, [293.0, 1889.0, 1125.0, 36.0], shoonya_0s8OMFPN3SRCPJ, 5731077]
[folio, [946.0, 2036.0, 373.0, 36.0], 6daZfqktxP, 5731077]
