[3300, 2550]
[paragraph, [266.0, 271.0, 2022.0, 52.5], shoonya_0s1B87U9LOUYY5, 5720192]
[paragraph, [266.0, 323.5, 2022.0, 52.5], shoonya_0s1B87U9LOUYY5, 5720192]
[paragraph, [266.0, 376.0, 2022.0, 52.5], shoonya_0s1B87U9LOUYY5, 5720192]
[paragraph, [266.0, 428.5, 2022.0, 52.5], shoonya_0s1B87U9LOUYY5, 5720192]
[paragraph, [266.0, 481.0, 2022.0, 52.5], shoonya_0s1B87U9LOUYY5, 5720192]
[paragraph, [266.0, 533.5, 2022.0, 52.5], shoonya_0s1B87U9LOUYY5, 5720192]
[paragraph, [266.0, 586.0, 2022.0, 52.5], shoonya_0s1B87U9LOUYY5, 5720192]
[paragraph, [266.0, 638.5, 2022.0, 52.5], shoonya_0s1B87U9LOUYY5, 5720192]
[paragraph, [266.0, 691.0, 2022.0, 52.5], shoonya_0s1B87U9LOUYY5, 5720192]
[paragraph, [266.0, 743.5, 2022.0, 52.5], shoonya_0s1B87U9LOUYY5, 5720192]
[paragraph, [266.0, 796.0, 2022.0, 52.5], shoonya_0s1B87U9LOUYY5, 5720192]
[paragraph, [266.0, 848.5, 2022.0, 52.5], shoonya_0s1B87U9LOUYY5, 5720192]
[paragraph, [266.0, 901.0, 2022.0, 52.5], shoonya_0s1B87U9LOUYY5, 5720192]
[paragraph, [266.0, 953.5, 2022.0, 52.5], shoonya_0s1B87U9LOUYY5, 5720192]
[paragraph, [266.0, 1006.0, 2022.0, 52.5], shoonya_0s1B87U9LOUYY5, 5720192]
[paragraph, [266.0, 1058.5, 2022.0, 52.5], shoonya_0s1B87U9LOUYY5, 5720192]
[paragraph, [266.0, 1111.0, 2022.0, 52.5], shoonya_0s1B87U9LOUYY5, 5720192]
[paragraph, [266.0, 1163.5, 2022.0, 52.5], shoonya_0s1B87U9LOUYY5, 5720192]
[paragraph, [270.0, 1275.0, 2008.0, 52.5], s2lR9ixC4k, 5720192]
[paragraph, [270.0, 1327.5, 2008.0, 52.5], s2lR9ixC4k, 5720192]
[paragraph, [270.0, 1380.0, 2008.0, 52.5], s2lR9ixC4k, 5720192]
[paragraph, [270.0, 1432.5, 2008.0, 52.5], s2lR9ixC4k, 5720192]
[paragraph, [270.0, 1485.0, 2008.0, 52.5], s2lR9ixC4k, 5720192]
[paragraph, [270.0, 1537.5, 2008.0, 52.5], s2lR9ixC4k, 5720192]
[paragraph, [270.0, 1590.0, 2008.0, 52.5], s2lR9ixC4k, 5720192]
[paragraph, [270.0, 1642.5, 2008.0, 52.5], s2lR9ixC4k, 5720192]
[paragraph, [270.0, 1695.0, 2008.0, 52.5], s2lR9ixC4k, 5720192]
[paragraph, [270.0, 1747.5, 2008.0, 52.5], s2lR9ixC4k, 5720192]
[paragraph, [270.0, 1800.0, 2008.0, 52.5], s2lR9ixC4k, 5720192]
[paragraph, [270.0, 1852.5, 2008.0, 52.5], s2lR9ixC4k, 5720192]
[paragraph, [270.0, 1905.0, 2008.0, 52.5], s2lR9ixC4k, 5720192]
[paragraph, [270.0, 1957.5, 2008.0, 52.5], s2lR9ixC4k, 5720192]
[paragraph, [270.0, 2010.0, 2008.0, 52.5], s2lR9ixC4k, 5720192]
[paragraph, [270.0, 2062.5, 2008.0, 52.5], s2lR9ixC4k, 5720192]
[paragraph, [270.0, 2115.0, 2008.0, 52.5], s2lR9ixC4k, 5720192]
[paragraph, [270.0, 2167.5, 2008.0, 52.5], s2lR9ixC4k, 5720192]
[paragraph, [270.0, 2220.0, 2008.0, 52.5], s2lR9ixC4k, 5720192]
[paragraph, [270.0, 2272.5, 2008.0, 52.5], s2lR9ixC4k, 5720192]
[paragraph, [270.0, 2325.0, 2008.0, 52.5], s2lR9ixC4k, 5720192]
[paragraph, [270.0, 2377.5, 2008.0, 52.5], s2lR9ixC4k, 5720192]
[paragraph, [270.0, 2430.0, 2008.0, 52.5], s2lR9ixC4k, 5720192]
[paragraph, [270.0, 2482.5, 2008.0, 52.5], s2lR9ixC4k, 5720192]
[paragraph, [270.0, 2535.0, 2008.0, 52.5], s2lR9ixC4k, 5720192]
[paragraph, [270.0, 2587.5, 2008.0, 52.5], s2lR9ixC4k, 5720192]
[paragraph, [270.0, 2640.0, 2008.0, 52.5], s2lR9ixC4k, 5720192]
[paragraph, [270.0, 2692.5, 2008.0, 52.5], s2lR9ixC4k, 5720192]
[paragraph, [270.0, 2745.0, 2008.0, 52.5], s2lR9ixC4k, 5720192]
[paragraph, [270.0, 2797.5, 2008.0, 52.5], s2lR9ixC4k, 5720192]
[paragraph, [270.0, 2850.0, 2008.0, 52.5], s2lR9ixC4k, 5720192]
[paragraph, [270.0, 2902.5, 2008.0, 52.5], s2lR9ixC4k, 5720192]
