[2339, 1656]
[folio, [438.0, 16.0, 481.0, 36.0], hVYQuX82KQ, 5656939]
[section-title, [425.0, 105.0, 808.0, 52.5], lEYRM_01FJ, 5656939]
[section-title, [425.0, 157.5, 808.0, 52.5], lEYRM_01FJ, 5656939]
[author, [696.0, 254.0, 283.0, 36.0], QYOpIfIl8L, 5656939]
[author, [696.0, 290.0, 283.0, 36.0], QYOpIfIl8L, 5656939]
[contact-info, [318.0, 339.0, 940.0, 36.0], TRsYbGEySL, 5656939]
[contact-info, [318.0, 375.0, 940.0, 36.0], TRsYbGEySL, 5656939]
[contact-info, [318.0, 411.0, 940.0, 36.0], TRsYbGEySL, 5656939]
[contact-info, [318.0, 447.0, 940.0, 36.0], TRsYbGEySL, 5656939]
[contact-info, [318.0, 483.0, 940.0, 36.0], TRsYbGEySL, 5656939]
[contact-info, [318.0, 519.0, 940.0, 36.0], TRsYbGEySL, 5656939]
[sub-section-title, [813.0, 611.0, 152.0, 55.5], shoonya_2s3ZT3OBLPC74G, 5656939]
[paragraph, [99.0, 689.0, 1463.0, 36.0], shoonya_1s4ENFSM1GDZCG, 5656939]
[paragraph, [99.0, 725.0, 1463.0, 36.0], shoonya_1s4ENFSM1GDZCG, 5656939]
[paragraph, [99.0, 761.0, 1463.0, 36.0], shoonya_1s4ENFSM1GDZCG, 5656939]
[paragraph, [99.0, 797.0, 1463.0, 36.0], shoonya_1s4ENFSM1GDZCG, 5656939]
[paragraph, [99.0, 833.0, 1463.0, 36.0], shoonya_1s4ENFSM1GDZCG, 5656939]
[paragraph, [99.0, 869.0, 1463.0, 36.0], shoonya_1s4ENFSM1GDZCG, 5656939]
[paragraph, [99.0, 905.0, 1463.0, 36.0], shoonya_1s4ENFSM1GDZCG, 5656939]
[paragraph, [99.0, 941.0, 1463.0, 36.0], shoonya_1s4ENFSM1GDZCG, 5656939]
[paragraph, [99.0, 977.0, 1463.0, 36.0], shoonya_1s4ENFSM1GDZCG, 5656939]
[paragraph, [99.0, 1013.0, 1463.0, 36.0], shoonya_1s4ENFSM1GDZCG, 5656939]
[paragraph, [99.0, 1049.0, 1463.0, 36.0], shoonya_1s4ENFSM1GDZCG, 5656939]
[paragraph, [99.0, 1085.0, 1463.0, 36.0], shoonya_1s4ENFSM1GDZCG, 5656939]
[paragraph, [67.0, 1163.0, 1497.0, 36.0], shoonya_0sDPO7OL0RRVFL, 5656939]
[paragraph, [67.0, 1199.0, 1497.0, 36.0], shoonya_0sDPO7OL0RRVFL, 5656939]
[paragraph, [67.0, 1235.0, 1497.0, 36.0], shoonya_0sDPO7OL0RRVFL, 5656939]
[paragraph, [67.0, 1271.0, 1497.0, 36.0], shoonya_0sDPO7OL0RRVFL, 5656939]
[paragraph, [67.0, 1307.0, 1497.0, 36.0], shoonya_0sDPO7OL0RRVFL, 5656939]
[paragraph, [67.0, 1343.0, 1497.0, 36.0], shoonya_0sDPO7OL0RRVFL, 5656939]
[paragraph, [67.0, 1379.0, 1497.0, 36.0], shoonya_0sDPO7OL0RRVFL, 5656939]
[paragraph, [67.0, 1415.0, 1497.0, 36.0], shoonya_0sDPO7OL0RRVFL, 5656939]
[paragraph, [67.0, 1451.0, 1497.0, 36.0], shoonya_0sDPO7OL0RRVFL, 5656939]
[paragraph, [67.0, 1487.0, 1497.0, 36.0], shoonya_0sDPO7OL0RRVFL, 5656939]
[paragraph, [67.0, 1523.0, 1497.0, 36.0], shoonya_0sDPO7OL0RRVFL, 5656939]
[paragraph, [67.0, 1559.0, 1497.0, 36.0], shoonya_0sDPO7OL0RRVFL, 5656939]
[paragraph, [67.0, 1595.0, 1497.0, 36.0], shoonya_0sDPO7OL0RRVFL, 5656939]
[paragraph, [67.0, 1631.0, 1497.0, 36.0], shoonya_0sDPO7OL0RRVFL, 5656939]
[paragraph, [67.0, 1667.0, 1497.0, 36.0], shoonya_0sDPO7OL0RRVFL, 5656939]
[paragraph, [67.0, 1703.0, 1497.0, 36.0], shoonya_0sDPO7OL0RRVFL, 5656939]
[paragraph, [67.0, 1739.0, 1497.0, 36.0], shoonya_0sDPO7OL0RRVFL, 5656939]
[paragraph, [67.0, 1775.0, 1497.0, 36.0], shoonya_0sDPO7OL0RRVFL, 5656939]
[paragraph, [67.0, 1811.0, 1497.0, 36.0], shoonya_0sDPO7OL0RRVFL, 5656939]
[paragraph, [67.0, 1847.0, 1497.0, 36.0], shoonya_0sDPO7OL0RRVFL, 5656939]
[paragraph, [67.0, 1883.0, 1497.0, 36.0], shoonya_0sDPO7OL0RRVFL, 5656939]
[paragraph, [87.0, 1954.0, 1473.0, 36.0], shoonya_4s3URB1BXABBIB, 5656939]
[paragraph, [87.0, 1990.0, 1473.0, 36.0], shoonya_4s3URB1BXABBIB, 5656939]
[paragraph, [87.0, 2026.0, 1473.0, 36.0], shoonya_4s3URB1BXABBIB, 5656939]
[paragraph, [87.0, 2062.0, 1473.0, 36.0], shoonya_4s3URB1BXABBIB, 5656939]
[paragraph, [87.0, 2098.0, 1473.0, 36.0], shoonya_4s3URB1BXABBIB, 5656939]
[folio, [347.0, 2264.0, 963.0, 36.0], gq_oZW_3uk, 5656939]
