[1263, 880]
[chapter-title, [348.0, 54.0, 273.0, 30.0], shoonya_17sTV6RTYEU4F6, 5776294]
[paragraph, [167.0, 89.0, 633.0, 18.0], shoonya_16sR62GL51L6KY, 5776294]
[paragraph, [167.0, 107.0, 633.0, 18.0], shoonya_16sR62GL51L6KY, 5776294]
[paragraph, [167.0, 125.0, 633.0, 18.0], shoonya_16sR62GL51L6KY, 5776294]
[paragraph, [167.0, 140.0, 637.0, 18.0], shoonya_14sMCYNFVXZJSN, 5776294]
[paragraph, [167.0, 158.0, 637.0, 18.0], shoonya_14sMCYNFVXZJSN, 5776294]
[paragraph, [167.0, 176.0, 637.0, 18.0], shoonya_14sMCYNFVXZJSN, 5776294]
[paragraph, [163.0, 190.0, 371.0, 18.0], 3e10LCmG3E, 5776294]
[paragraph, [170.0, 219.0, 626.0, 18.0], shoonya_13sCGB5H1KS01G, 5776294]
[paragraph, [170.0, 237.0, 626.0, 18.0], shoonya_13sCGB5H1KS01G, 5776294]
[paragraph, [168.0, 261.0, 631.0, 18.0], shoonya_3sMUGEVV4VYJJB, 5776294]
[paragraph, [168.0, 279.0, 631.0, 18.0], shoonya_3sMUGEVV4VYJJB, 5776294]
[paragraph, [168.0, 297.0, 631.0, 18.0], shoonya_3sMUGEVV4VYJJB, 5776294]
[paragraph, [168.0, 315.0, 631.0, 18.0], shoonya_3sMUGEVV4VYJJB, 5776294]
[paragraph, [168.0, 333.0, 631.0, 18.0], shoonya_3sMUGEVV4VYJJB, 5776294]
[paragraph, [168.0, 351.0, 631.0, 18.0], shoonya_3sMUGEVV4VYJJB, 5776294]
[paragraph, [168.0, 369.0, 631.0, 18.0], shoonya_3sMUGEVV4VYJJB, 5776294]
[paragraph, [168.0, 387.0, 631.0, 18.0], shoonya_3sMUGEVV4VYJJB, 5776294]
[paragraph, [168.0, 405.0, 631.0, 18.0], shoonya_3sMUGEVV4VYJJB, 5776294]
[paragraph, [168.0, 423.0, 631.0, 18.0], shoonya_3sMUGEVV4VYJJB, 5776294]
[paragraph, [168.0, 444.0, 627.0, 18.0], shoonya_1sBNPKLGVNY4GZ, 5776294]
[paragraph, [168.0, 462.0, 627.0, 18.0], shoonya_1sBNPKLGVNY4GZ, 5776294]
[paragraph, [192.0, 494.0, 265.0, 18.0], shoonya_5sMSXAMRFORKOU, 5776294]
[paragraph, [193.0, 519.0, 241.0, 18.0], shoonya_8sQXKPI9D4Y7I9, 5776294]
[paragraph, [193.0, 543.0, 419.0, 18.0], shoonya_7sFBE5B3HGXU60, 5776294]
[paragraph, [171.0, 570.0, 627.0, 18.0], shoonya_4sAL8XT6LASO87, 5776294]
[paragraph, [171.0, 588.0, 627.0, 18.0], shoonya_4sAL8XT6LASO87, 5776294]
[paragraph, [171.0, 606.0, 627.0, 18.0], shoonya_4sAL8XT6LASO87, 5776294]
[paragraph, [171.0, 624.0, 627.0, 18.0], shoonya_4sAL8XT6LASO87, 5776294]
[paragraph, [171.0, 642.0, 627.0, 18.0], shoonya_4sAL8XT6LASO87, 5776294]
[paragraph, [170.0, 668.0, 630.0, 18.0], shoonya_2sLW3LT5KBA3HF, 5776294]
[paragraph, [170.0, 686.0, 630.0, 18.0], shoonya_2sLW3LT5KBA3HF, 5776294]
[paragraph, [170.0, 704.0, 630.0, 18.0], shoonya_2sLW3LT5KBA3HF, 5776294]
[paragraph, [170.0, 722.0, 630.0, 18.0], shoonya_2sLW3LT5KBA3HF, 5776294]
[paragraph, [170.0, 740.0, 630.0, 18.0], shoonya_2sLW3LT5KBA3HF, 5776294]
[paragraph, [172.0, 771.0, 628.0, 18.0], shoonya_0sBVSC2O8B6PEO, 5776294]
[paragraph, [172.0, 789.0, 628.0, 18.0], shoonya_0sBVSC2O8B6PEO, 5776294]
[paragraph, [172.0, 807.0, 628.0, 18.0], shoonya_0sBVSC2O8B6PEO, 5776294]
[paragraph, [172.0, 825.0, 628.0, 18.0], shoonya_0sBVSC2O8B6PEO, 5776294]
[paragraph, [172.0, 843.0, 628.0, 18.0], shoonya_0sBVSC2O8B6PEO, 5776294]
[paragraph, [172.0, 861.0, 628.0, 18.0], shoonya_0sBVSC2O8B6PEO, 5776294]
[paragraph, [171.0, 895.0, 630.0, 18.0], shoonya_9sHKX7L94K5XTM, 5776294]
[paragraph, [171.0, 913.0, 630.0, 18.0], shoonya_9sHKX7L94K5XTM, 5776294]
[paragraph, [172.0, 940.0, 632.0, 18.0], shoonya_12sQ2SHC9VUVXT, 5776294]
[paragraph, [172.0, 958.0, 632.0, 18.0], shoonya_12sQ2SHC9VUVXT, 5776294]
[paragraph, [172.0, 976.0, 632.0, 18.0], shoonya_12sQ2SHC9VUVXT, 5776294]
[paragraph, [172.0, 995.0, 628.0, 18.0], shoonya_10sU7XZ7ZOQ313, 5776294]
[paragraph, [172.0, 1013.0, 628.0, 18.0], shoonya_10sU7XZ7ZOQ313, 5776294]
[paragraph, [187.0, 1044.0, 367.0, 18.0], shoonya_11s2J60AYQBY20, 5776294]
[paragraph, [194.0, 1070.0, 453.0, 18.0], shoonya_6s7UXGC2C1827R, 5776294]
