[1492, 1000]
[folio, [413.0, 147.0, 210.0, 18.0], shoonya_2sDEJTQRGQQOIV, 5719971]
[paragraph, [151.0, 200.0, 737.0, 18.0], shoonya_0sEV7TFTDEXXMW, 5719971]
[paragraph, [151.0, 218.0, 737.0, 18.0], shoonya_0sEV7TFTDEXXMW, 5719971]
[paragraph, [151.0, 236.0, 737.0, 18.0], shoonya_0sEV7TFTDEXXMW, 5719971]
[paragraph, [151.0, 254.0, 737.0, 18.0], shoonya_0sEV7TFTDEXXMW, 5719971]
[paragraph, [151.0, 272.0, 737.0, 18.0], shoonya_0sEV7TFTDEXXMW, 5719971]
[paragraph, [151.0, 290.0, 737.0, 18.0], shoonya_0sEV7TFTDEXXMW, 5719971]
[paragraph, [151.0, 308.0, 737.0, 18.0], shoonya_0sEV7TFTDEXXMW, 5719971]
[paragraph, [151.0, 326.0, 737.0, 18.0], shoonya_0sEV7TFTDEXXMW, 5719971]
[paragraph, [151.0, 344.0, 737.0, 18.0], shoonya_0sEV7TFTDEXXMW, 5719971]
[paragraph, [151.0, 362.0, 737.0, 18.0], shoonya_0sEV7TFTDEXXMW, 5719971]
[paragraph, [151.0, 380.0, 737.0, 18.0], shoonya_0sEV7TFTDEXXMW, 5719971]
[paragraph, [151.0, 398.0, 737.0, 18.0], shoonya_0sEV7TFTDEXXMW, 5719971]
[paragraph, [151.0, 416.0, 737.0, 18.0], shoonya_0sEV7TFTDEXXMW, 5719971]
[paragraph, [151.0, 434.0, 737.0, 18.0], shoonya_0sEV7TFTDEXXMW, 5719971]
[paragraph, [151.0, 452.0, 737.0, 18.0], shoonya_0sEV7TFTDEXXMW, 5719971]
[paragraph, [151.0, 470.0, 737.0, 18.0], shoonya_0sEV7TFTDEXXMW, 5719971]
[paragraph, [151.0, 488.0, 737.0, 18.0], shoonya_0sEV7TFTDEXXMW, 5719971]
[paragraph, [151.0, 506.0, 737.0, 18.0], shoonya_0sEV7TFTDEXXMW, 5719971]
[paragraph, [151.0, 524.0, 737.0, 18.0], shoonya_0sEV7TFTDEXXMW, 5719971]
[paragraph, [151.0, 542.0, 737.0, 18.0], shoonya_0sEV7TFTDEXXMW, 5719971]
[paragraph, [151.0, 560.0, 737.0, 18.0], shoonya_0sEV7TFTDEXXMW, 5719971]
[paragraph, [151.0, 578.0, 737.0, 18.0], shoonya_0sEV7TFTDEXXMW, 5719971]
[paragraph, [151.0, 596.0, 737.0, 18.0], shoonya_0sEV7TFTDEXXMW, 5719971]
[paragraph, [151.0, 614.0, 737.0, 18.0], shoonya_0sEV7TFTDEXXMW, 5719971]
[paragraph, [151.0, 632.0, 737.0, 18.0], shoonya_0sEV7TFTDEXXMW, 5719971]
[paragraph, [151.0, 650.0, 737.0, 18.0], shoonya_0sEV7TFTDEXXMW, 5719971]
[paragraph, [151.0, 668.0, 737.0, 18.0], shoonya_0sEV7TFTDEXXMW, 5719971]
[paragraph, [151.0, 686.0, 737.0, 18.0], shoonya_0sEV7TFTDEXXMW, 5719971]
[paragraph, [151.0, 704.0, 737.0, 18.0], shoonya_0sEV7TFTDEXXMW, 5719971]
[paragraph, [151.0, 722.0, 737.0, 18.0], shoonya_0sEV7TFTDEXXMW, 5719971]
[paragraph, [151.0, 740.0, 737.0, 18.0], shoonya_0sEV7TFTDEXXMW, 5719971]
[paragraph, [151.0, 758.0, 737.0, 18.0], shoonya_0sEV7TFTDEXXMW, 5719971]
[paragraph, [151.0, 776.0, 737.0, 18.0], shoonya_0sEV7TFTDEXXMW, 5719971]
[paragraph, [151.0, 794.0, 737.0, 18.0], shoonya_0sEV7TFTDEXXMW, 5719971]
[paragraph, [151.0, 812.0, 737.0, 18.0], shoonya_0sEV7TFTDEXXMW, 5719971]
[paragraph, [151.0, 830.0, 737.0, 18.0], shoonya_0sEV7TFTDEXXMW, 5719971]
[paragraph, [151.0, 848.0, 737.0, 18.0], shoonya_0sEV7TFTDEXXMW, 5719971]
[paragraph, [151.0, 866.0, 737.0, 18.0], shoonya_0sEV7TFTDEXXMW, 5719971]
[paragraph, [151.0, 884.0, 737.0, 18.0], shoonya_0sEV7TFTDEXXMW, 5719971]
[paragraph, [151.0, 902.0, 737.0, 18.0], shoonya_0sEV7TFTDEXXMW, 5719971]
[paragraph, [151.0, 920.0, 737.0, 18.0], shoonya_0sEV7TFTDEXXMW, 5719971]
[paragraph, [151.0, 938.0, 737.0, 18.0], shoonya_0sEV7TFTDEXXMW, 5719971]
[paragraph, [151.0, 956.0, 737.0, 18.0], shoonya_0sEV7TFTDEXXMW, 5719971]
[paragraph, [151.0, 974.0, 737.0, 18.0], shoonya_0sEV7TFTDEXXMW, 5719971]
[paragraph, [151.0, 992.0, 737.0, 18.0], shoonya_0sEV7TFTDEXXMW, 5719971]
[paragraph, [151.0, 1010.0, 737.0, 18.0], shoonya_0sEV7TFTDEXXMW, 5719971]
[paragraph, [151.0, 1028.0, 737.0, 18.0], shoonya_0sEV7TFTDEXXMW, 5719971]
[paragraph, [151.0, 1046.0, 737.0, 18.0], shoonya_0sEV7TFTDEXXMW, 5719971]
[paragraph, [148.0, 1072.0, 740.0, 18.0], GYkO22SRvl, 5719971]
[paragraph, [148.0, 1090.0, 740.0, 18.0], GYkO22SRvl, 5719971]
[paragraph, [148.0, 1108.0, 740.0, 18.0], GYkO22SRvl, 5719971]
[paragraph, [148.0, 1126.0, 740.0, 18.0], GYkO22SRvl, 5719971]
[paragraph, [148.0, 1144.0, 740.0, 18.0], GYkO22SRvl, 5719971]
[paragraph, [148.0, 1162.0, 740.0, 18.0], GYkO22SRvl, 5719971]
[paragraph, [148.0, 1180.0, 740.0, 18.0], GYkO22SRvl, 5719971]
[paragraph, [148.0, 1198.0, 740.0, 18.0], GYkO22SRvl, 5719971]
[paragraph, [148.0, 1216.0, 740.0, 18.0], GYkO22SRvl, 5719971]
[paragraph, [148.0, 1234.0, 740.0, 18.0], GYkO22SRvl, 5719971]
[paragraph, [148.0, 1252.0, 740.0, 18.0], GYkO22SRvl, 5719971]
[paragraph, [148.0, 1270.0, 740.0, 18.0], GYkO22SRvl, 5719971]
[paragraph, [148.0, 1288.0, 740.0, 18.0], GYkO22SRvl, 5719971]
