[3508, 2481]
[contact-info, [530.0, 85.0, 1414.0, 52.5], shoonya_6sEHBNSS5L29YB, 6491109]
[contact-info, [530.0, 137.5, 1414.0, 52.5], shoonya_6sEHBNSS5L29YB, 6491109]
[contact-info, [530.0, 190.0, 1414.0, 52.5], shoonya_6sEHBNSS5L29YB, 6491109]
[contact-info, [530.0, 242.5, 1414.0, 52.5], shoonya_6sEHBNSS5L29YB, 6491109]
[headline, [1089.0, 583.0, 297.0, 52.5], shoonya_7sFRUBUTDAHRS7, 6491109]
[headline, [1089.0, 635.5, 297.0, 52.5], shoonya_7sFRUBUTDAHRS7, 6491109]
[paragraph, [217.0, 1072.0, 457.0, 52.5], shoonya_5sK7GC6SKP1RXN, 6491109]
[paragraph, [217.0, 1188.0, 2089.0, 52.5], shoonya_4s8P0XGUNVBANW, 6491109]
[paragraph, [217.0, 1240.5, 2089.0, 52.5], shoonya_4s8P0XGUNVBANW, 6491109]
[paragraph, [217.0, 1293.0, 2089.0, 52.5], shoonya_4s8P0XGUNVBANW, 6491109]
[paragraph, [217.0, 1345.5, 2089.0, 52.5], shoonya_4s8P0XGUNVBANW, 6491109]
[paragraph, [217.0, 1398.0, 2089.0, 52.5], shoonya_4s8P0XGUNVBANW, 6491109]
[paragraph, [217.0, 1450.5, 2089.0, 52.5], shoonya_4s8P0XGUNVBANW, 6491109]
[paragraph, [214.0, 1551.0, 2076.0, 52.5], shoonya_0s9ML0OZYGOWKB, 6491109]
[paragraph, [214.0, 1603.5, 2076.0, 52.5], shoonya_0s9ML0OZYGOWKB, 6491109]
[paragraph, [214.0, 1656.0, 2076.0, 52.5], shoonya_0s9ML0OZYGOWKB, 6491109]
[paragraph, [214.0, 1708.5, 2076.0, 52.5], shoonya_0s9ML0OZYGOWKB, 6491109]
[paragraph, [214.0, 1761.0, 2076.0, 52.5], shoonya_0s9ML0OZYGOWKB, 6491109]
[paragraph, [214.0, 1813.5, 2076.0, 52.5], shoonya_0s9ML0OZYGOWKB, 6491109]
[paragraph, [214.0, 1866.0, 2076.0, 52.5], shoonya_0s9ML0OZYGOWKB, 6491109]
[paragraph, [197.0, 2015.0, 2141.0, 52.5], shoonya_2s4KZT901NA5QR, 6491109]
[paragraph, [197.0, 2067.5, 2141.0, 52.5], shoonya_2s4KZT901NA5QR, 6491109]
[paragraph, [197.0, 2120.0, 2141.0, 52.5], shoonya_2s4KZT901NA5QR, 6491109]
[paragraph, [197.0, 2172.5, 2141.0, 52.5], shoonya_2s4KZT901NA5QR, 6491109]
[paragraph, [197.0, 2225.0, 2141.0, 52.5], shoonya_2s4KZT901NA5QR, 6491109]
[paragraph, [197.0, 2277.5, 2141.0, 52.5], shoonya_2s4KZT901NA5QR, 6491109]
[paragraph, [197.0, 2330.0, 2141.0, 52.5], shoonya_2s4KZT901NA5QR, 6491109]
[paragraph, [197.0, 2382.5, 2141.0, 52.5], shoonya_2s4KZT901NA5QR, 6491109]
[paragraph, [197.0, 2435.0, 2141.0, 52.5], shoonya_2s4KZT901NA5QR, 6491109]
[paragraph, [197.0, 2487.5, 2141.0, 52.5], shoonya_2s4KZT901NA5QR, 6491109]
[paragraph, [197.0, 2540.0, 2141.0, 52.5], shoonya_2s4KZT901NA5QR, 6491109]
[ordered-list, [256.0, 2615.0, 2020.0, 52.5], shoonya_3sURGQ4Z3F868A, 6491109]
[ordered-list, [256.0, 2667.5, 2020.0, 52.5], shoonya_3sURGQ4Z3F868A, 6491109]
[ordered-list, [256.0, 2720.0, 2020.0, 52.5], shoonya_3sURGQ4Z3F868A, 6491109]
[ordered-list, [256.0, 2772.5, 2020.0, 52.5], shoonya_3sURGQ4Z3F868A, 6491109]
[ordered-list, [256.0, 2825.0, 2020.0, 52.5], shoonya_3sURGQ4Z3F868A, 6491109]
[ordered-list, [256.0, 2877.5, 2020.0, 52.5], shoonya_3sURGQ4Z3F868A, 6491109]
[ordered-list, [256.0, 2930.0, 2020.0, 52.5], shoonya_3sURGQ4Z3F868A, 6491109]
[ordered-list, [256.0, 2982.5, 2020.0, 52.5], shoonya_3sURGQ4Z3F868A, 6491109]
[ordered-list, [256.0, 3035.0, 2020.0, 52.5], shoonya_3sURGQ4Z3F868A, 6491109]
[ordered-list, [256.0, 3087.5, 2020.0, 52.5], shoonya_3sURGQ4Z3F868A, 6491109]
[ordered-list, [256.0, 3140.0, 2020.0, 52.5], shoonya_3sURGQ4Z3F868A, 6491109]
[ordered-list, [256.0, 3192.5, 2020.0, 52.5], shoonya_3sURGQ4Z3F868A, 6491109]
[ordered-list, [256.0, 3245.0, 2020.0, 52.5], shoonya_3sURGQ4Z3F868A, 6491109]
