[978, 575]
[chapter-title, [130.0, 26.0, 282.0, 30.0], uqEeXyzlHs, 5776561]
[paragraph, [103.0, 62.0, 289.0, 18.0], XIFTSFqEnt, 5776561]
[paragraph, [103.0, 80.0, 289.0, 18.0], XIFTSFqEnt, 5776561]
[paragraph, [103.0, 98.0, 289.0, 18.0], XIFTSFqEnt, 5776561]
[paragraph, [101.0, 129.0, 293.0, 18.0], 7Duhd5yIy8, 5776561]
[paragraph, [101.0, 147.0, 293.0, 18.0], 7Duhd5yIy8, 5776561]
[paragraph, [101.0, 165.0, 293.0, 18.0], 7Duhd5yIy8, 5776561]
[paragraph, [100.0, 200.0, 316.0, 18.0], T3tXdxJxLj, 5776561]
[paragraph, [100.0, 218.0, 316.0, 18.0], T3tXdxJxLj, 5776561]
[paragraph, [100.0, 236.0, 316.0, 18.0], T3tXdxJxLj, 5776561]
[paragraph, [101.0, 270.0, 307.0, 18.0], 7PMwQapsZU, 5776561]
[paragraph, [101.0, 288.0, 307.0, 18.0], 7PMwQapsZU, 5776561]
[paragraph, [101.0, 306.0, 307.0, 18.0], 7PMwQapsZU, 5776561]
[paragraph, [101.0, 335.0, 327.0, 18.0], FfirLWHJrM, 5776561]
[paragraph, [101.0, 353.0, 327.0, 18.0], FfirLWHJrM, 5776561]
[paragraph, [101.0, 371.0, 327.0, 18.0], FfirLWHJrM, 5776561]
[paragraph, [100.0, 403.0, 292.0, 18.0], 53TuOBDEfg, 5776561]
[paragraph, [100.0, 421.0, 292.0, 18.0], 53TuOBDEfg, 5776561]
[paragraph, [100.0, 439.0, 292.0, 18.0], 53TuOBDEfg, 5776561]
[paragraph, [101.0, 475.0, 323.0, 18.0], rApt2dwQJd, 5776561]
[paragraph, [101.0, 493.0, 323.0, 18.0], rApt2dwQJd, 5776561]
[paragraph, [101.0, 511.0, 323.0, 18.0], rApt2dwQJd, 5776561]
[paragraph, [98.0, 541.0, 326.0, 18.0], 0bJJzIJ_cK, 5776561]
[paragraph, [98.0, 559.0, 326.0, 18.0], 0bJJzIJ_cK, 5776561]
[paragraph, [98.0, 577.0, 326.0, 18.0], 0bJJzIJ_cK, 5776561]
[paragraph, [100.0, 614.0, 320.0, 18.0], UvSdDRyTXn, 5776561]
[paragraph, [100.0, 632.0, 320.0, 18.0], UvSdDRyTXn, 5776561]
[paragraph, [100.0, 650.0, 320.0, 18.0], UvSdDRyTXn, 5776561]
[paragraph, [98.0, 683.0, 300.0, 18.0], QlcoE79Gpk, 5776561]
[paragraph, [98.0, 701.0, 300.0, 18.0], QlcoE79Gpk, 5776561]
[paragraph, [98.0, 719.0, 300.0, 18.0], QlcoE79Gpk, 5776561]
[paragraph, [11.0, 790.0, 515.0, 18.0], shoonya_0sGA6JSS8M1LJ9, 5776561]
[paragraph, [11.0, 808.0, 515.0, 18.0], shoonya_0sGA6JSS8M1LJ9, 5776561]
[paragraph, [11.0, 826.0, 515.0, 18.0], shoonya_0sGA6JSS8M1LJ9, 5776561]
[paragraph, [11.0, 844.0, 515.0, 18.0], shoonya_0sGA6JSS8M1LJ9, 5776561]
[paragraph, [11.0, 862.0, 515.0, 18.0], shoonya_0sGA6JSS8M1LJ9, 5776561]
