[3509, 2480]
[paragraph, [360.0, 400.0, 1756.0, 52.5], shoonya_3s6FGPF58QVFJR, 5723717]
[paragraph, [360.0, 452.5, 1756.0, 52.5], shoonya_3s6FGPF58QVFJR, 5723717]
[paragraph, [360.0, 505.0, 1756.0, 52.5], shoonya_3s6FGPF58QVFJR, 5723717]
[paragraph, [355.0, 625.0, 1779.0, 52.5], shoonya_0sF1NVGBNOS1ZC, 5723717]
[paragraph, [355.0, 677.5, 1779.0, 52.5], shoonya_0sF1NVGBNOS1ZC, 5723717]
[paragraph, [355.0, 730.0, 1779.0, 52.5], shoonya_0sF1NVGBNOS1ZC, 5723717]
[paragraph, [355.0, 782.5, 1779.0, 52.5], shoonya_0sF1NVGBNOS1ZC, 5723717]
[paragraph, [355.0, 835.0, 1779.0, 52.5], shoonya_0sF1NVGBNOS1ZC, 5723717]
[paragraph, [355.0, 887.5, 1779.0, 52.5], shoonya_0sF1NVGBNOS1ZC, 5723717]
[paragraph, [355.0, 940.0, 1779.0, 52.5], shoonya_0sF1NVGBNOS1ZC, 5723717]
[paragraph, [355.0, 992.5, 1779.0, 52.5], shoonya_0sF1NVGBNOS1ZC, 5723717]
[paragraph, [355.0, 1045.0, 1779.0, 52.5], shoonya_0sF1NVGBNOS1ZC, 5723717]
[paragraph, [355.0, 1097.5, 1779.0, 52.5], shoonya_0sF1NVGBNOS1ZC, 5723717]
[paragraph, [355.0, 1150.0, 1779.0, 52.5], shoonya_0sF1NVGBNOS1ZC, 5723717]
[paragraph, [355.0, 1202.5, 1779.0, 52.5], shoonya_0sF1NVGBNOS1ZC, 5723717]
[paragraph, [355.0, 1255.0, 1779.0, 52.5], shoonya_0sF1NVGBNOS1ZC, 5723717]
[paragraph, [355.0, 1307.5, 1779.0, 52.5], shoonya_0sF1NVGBNOS1ZC, 5723717]
[paragraph, [355.0, 1360.0, 1779.0, 52.5], shoonya_0sF1NVGBNOS1ZC, 5723717]
[paragraph, [355.0, 1412.5, 1779.0, 52.5], shoonya_0sF1NVGBNOS1ZC, 5723717]
[paragraph, [355.0, 1465.0, 1779.0, 52.5], shoonya_0sF1NVGBNOS1ZC, 5723717]
[paragraph, [355.0, 1517.5, 1779.0, 52.5], shoonya_0sF1NVGBNOS1ZC, 5723717]
[paragraph, [355.0, 1570.0, 1779.0, 52.5], shoonya_0sF1NVGBNOS1ZC, 5723717]
[paragraph, [355.0, 1622.5, 1779.0, 52.5], shoonya_0sF1NVGBNOS1ZC, 5723717]
[paragraph, [355.0, 1675.0, 1779.0, 52.5], shoonya_0sF1NVGBNOS1ZC, 5723717]
[paragraph, [355.0, 1727.5, 1779.0, 52.5], shoonya_0sF1NVGBNOS1ZC, 5723717]
[paragraph, [355.0, 1780.0, 1779.0, 52.5], shoonya_0sF1NVGBNOS1ZC, 5723717]
[paragraph, [355.0, 1832.5, 1779.0, 52.5], shoonya_0sF1NVGBNOS1ZC, 5723717]
[paragraph, [355.0, 1885.0, 1779.0, 52.5], shoonya_0sF1NVGBNOS1ZC, 5723717]
[paragraph, [355.0, 1937.5, 1779.0, 52.5], shoonya_0sF1NVGBNOS1ZC, 5723717]
[paragraph, [355.0, 1990.0, 1779.0, 52.5], shoonya_0sF1NVGBNOS1ZC, 5723717]
[paragraph, [355.0, 2042.5, 1779.0, 52.5], shoonya_0sF1NVGBNOS1ZC, 5723717]
[paragraph, [355.0, 2095.0, 1779.0, 52.5], shoonya_0sF1NVGBNOS1ZC, 5723717]
[paragraph, [355.0, 2147.5, 1779.0, 52.5], shoonya_0sF1NVGBNOS1ZC, 5723717]
[paragraph, [514.0, 2238.0, 1063.0, 52.5], 5PedLFzcep, 5723717]
[paragraph, [514.0, 2290.5, 1063.0, 52.5], 5PedLFzcep, 5723717]
[paragraph, [514.0, 2343.0, 1063.0, 52.5], 5PedLFzcep, 5723717]
[paragraph, [1001.0, 2442.0, 1115.0, 52.5], CC9xpy0t3Y, 5723717]
[paragraph, [365.0, 2579.0, 1763.0, 52.5], KBH0NNkMgq, 5723717]
[paragraph, [365.0, 2631.5, 1763.0, 52.5], KBH0NNkMgq, 5723717]
[paragraph, [365.0, 2684.0, 1763.0, 52.5], KBH0NNkMgq, 5723717]
[paragraph, [365.0, 2736.5, 1763.0, 52.5], KBH0NNkMgq, 5723717]
[paragraph, [365.0, 2789.0, 1763.0, 52.5], KBH0NNkMgq, 5723717]
[paragraph, [365.0, 2841.5, 1763.0, 52.5], KBH0NNkMgq, 5723717]
[paragraph, [365.0, 2894.0, 1763.0, 52.5], KBH0NNkMgq, 5723717]
[footnote, [372.0, 3048.0, 1404.0, 52.5], shoonya_2sRGUPCRIO0XW0, 5723717]
