[1468, 909]
[headline, [377.0, 84.0, 162.0, 25.5], shoonya_7s8AYNOJY8GR8K, 5769793]
[paragraph, [460.0, 145.0, 371.0, 18.0], shoonya_8sXWO017HJQ1AB, 5769793]
[paragraph, [460.0, 163.0, 371.0, 18.0], shoonya_8sXWO017HJQ1AB, 5769793]
[paragraph, [460.0, 181.0, 371.0, 18.0], shoonya_8sXWO017HJQ1AB, 5769793]
[paragraph, [460.0, 199.0, 371.0, 18.0], shoonya_8sXWO017HJQ1AB, 5769793]
[paragraph, [460.0, 217.0, 371.0, 18.0], shoonya_8sXWO017HJQ1AB, 5769793]
[paragraph, [460.0, 235.0, 371.0, 18.0], shoonya_8sXWO017HJQ1AB, 5769793]
[paragraph, [460.0, 253.0, 371.0, 18.0], shoonya_8sXWO017HJQ1AB, 5769793]
[paragraph, [460.0, 271.0, 371.0, 18.0], shoonya_8sXWO017HJQ1AB, 5769793]
[paragraph, [460.0, 289.0, 371.0, 18.0], shoonya_8sXWO017HJQ1AB, 5769793]
[paragraph, [460.0, 307.0, 371.0, 18.0], shoonya_8sXWO017HJQ1AB, 5769793]
[paragraph, [460.0, 325.0, 371.0, 18.0], shoonya_8sXWO017HJQ1AB, 5769793]
[paragraph, [460.0, 343.0, 371.0, 18.0], shoonya_8sXWO017HJQ1AB, 5769793]
[paragraph, [460.0, 361.0, 371.0, 18.0], shoonya_8sXWO017HJQ1AB, 5769793]
[paragraph, [460.0, 379.0, 371.0, 18.0], shoonya_8sXWO017HJQ1AB, 5769793]
[paragraph, [460.0, 397.0, 371.0, 18.0], shoonya_8sXWO017HJQ1AB, 5769793]
[paragraph, [460.0, 415.0, 371.0, 18.0], shoonya_8sXWO017HJQ1AB, 5769793]
[paragraph, [460.0, 433.0, 371.0, 18.0], shoonya_8sXWO017HJQ1AB, 5769793]
[paragraph, [460.0, 451.0, 371.0, 18.0], shoonya_8sXWO017HJQ1AB, 5769793]
[paragraph, [460.0, 469.0, 371.0, 18.0], shoonya_8sXWO017HJQ1AB, 5769793]
[paragraph, [460.0, 487.0, 371.0, 18.0], shoonya_8sXWO017HJQ1AB, 5769793]
[paragraph, [460.0, 505.0, 371.0, 18.0], shoonya_8sXWO017HJQ1AB, 5769793]
[paragraph, [460.0, 523.0, 371.0, 18.0], shoonya_8sXWO017HJQ1AB, 5769793]
[paragraph, [460.0, 541.0, 371.0, 18.0], shoonya_8sXWO017HJQ1AB, 5769793]
[paragraph, [460.0, 559.0, 371.0, 18.0], shoonya_8sXWO017HJQ1AB, 5769793]
[paragraph, [460.0, 577.0, 371.0, 18.0], shoonya_8sXWO017HJQ1AB, 5769793]
[paragraph, [460.0, 595.0, 371.0, 18.0], shoonya_8sXWO017HJQ1AB, 5769793]
[paragraph, [460.0, 613.0, 371.0, 18.0], shoonya_8sXWO017HJQ1AB, 5769793]
[paragraph, [460.0, 631.0, 371.0, 18.0], shoonya_8sXWO017HJQ1AB, 5769793]
[paragraph, [460.0, 649.0, 371.0, 18.0], shoonya_8sXWO017HJQ1AB, 5769793]
[paragraph, [460.0, 667.0, 371.0, 18.0], shoonya_8sXWO017HJQ1AB, 5769793]
[paragraph, [460.0, 685.0, 371.0, 18.0], shoonya_8sXWO017HJQ1AB, 5769793]
[paragraph, [460.0, 703.0, 371.0, 18.0], shoonya_8sXWO017HJQ1AB, 5769793]
[paragraph, [460.0, 721.0, 371.0, 18.0], shoonya_8sXWO017HJQ1AB, 5769793]
[paragraph, [460.0, 739.0, 371.0, 18.0], shoonya_8sXWO017HJQ1AB, 5769793]
[paragraph, [79.0, 153.0, 371.0, 18.0], shoonya_3s26LH4ZCRQ5DY, 5769793]
[paragraph, [79.0, 171.0, 371.0, 18.0], shoonya_3s26LH4ZCRQ5DY, 5769793]
[paragraph, [79.0, 189.0, 371.0, 18.0], shoonya_3s26LH4ZCRQ5DY, 5769793]
[paragraph, [79.0, 207.0, 371.0, 18.0], shoonya_3s26LH4ZCRQ5DY, 5769793]
[paragraph, [79.0, 225.0, 371.0, 18.0], shoonya_3s26LH4ZCRQ5DY, 5769793]
[paragraph, [79.0, 243.0, 371.0, 18.0], shoonya_3s26LH4ZCRQ5DY, 5769793]
[paragraph, [79.0, 261.0, 371.0, 18.0], shoonya_3s26LH4ZCRQ5DY, 5769793]
[paragraph, [79.0, 279.0, 371.0, 18.0], shoonya_3s26LH4ZCRQ5DY, 5769793]
[paragraph, [79.0, 297.0, 371.0, 18.0], shoonya_3s26LH4ZCRQ5DY, 5769793]
[paragraph, [79.0, 315.0, 371.0, 18.0], shoonya_3s26LH4ZCRQ5DY, 5769793]
[paragraph, [79.0, 333.0, 371.0, 18.0], shoonya_3s26LH4ZCRQ5DY, 5769793]
[paragraph, [79.0, 351.0, 371.0, 18.0], shoonya_3s26LH4ZCRQ5DY, 5769793]
