[2717, 1772]
[folio, [590.0, 223.0, 531.0, 46.5], shoonya_4sRWEPR6KLXP5V, 5721865]
[paragraph, [216.0, 331.0, 1331.0, 46.5], shoonya_1sNBOSXBL7F8L6, 5721865]
[paragraph, [216.0, 377.5, 1331.0, 46.5], shoonya_1sNBOSXBL7F8L6, 5721865]
[paragraph, [216.0, 463.0, 1348.0, 46.5], shoonya_0sS93QM9JLK4SM, 5721865]
[paragraph, [216.0, 509.5, 1348.0, 46.5], shoonya_0sS93QM9JLK4SM, 5721865]
[paragraph, [216.0, 556.0, 1348.0, 46.5], shoonya_0sS93QM9JLK4SM, 5721865]
[paragraph, [216.0, 602.5, 1348.0, 46.5], shoonya_0sS93QM9JLK4SM, 5721865]
[paragraph, [216.0, 649.0, 1348.0, 46.5], shoonya_0sS93QM9JLK4SM, 5721865]
[paragraph, [216.0, 695.5, 1348.0, 46.5], shoonya_0sS93QM9JLK4SM, 5721865]
[paragraph, [216.0, 742.0, 1348.0, 46.5], shoonya_0sS93QM9JLK4SM, 5721865]
[paragraph, [216.0, 788.5, 1348.0, 46.5], shoonya_0sS93QM9JLK4SM, 5721865]
[paragraph, [216.0, 835.0, 1348.0, 46.5], shoonya_0sS93QM9JLK4SM, 5721865]
[paragraph, [216.0, 881.5, 1348.0, 46.5], shoonya_0sS93QM9JLK4SM, 5721865]
[paragraph, [216.0, 928.0, 1348.0, 46.5], shoonya_0sS93QM9JLK4SM, 5721865]
[paragraph, [216.0, 974.5, 1348.0, 46.5], shoonya_0sS93QM9JLK4SM, 5721865]
[paragraph, [216.0, 1021.0, 1348.0, 46.5], shoonya_0sS93QM9JLK4SM, 5721865]
[paragraph, [216.0, 1067.5, 1348.0, 46.5], shoonya_0sS93QM9JLK4SM, 5721865]
[paragraph, [219.0, 1161.0, 1344.0, 46.5], shoonya_3sC71QVBDCU1PA, 5721865]
[paragraph, [219.0, 1207.5, 1344.0, 46.5], shoonya_3sC71QVBDCU1PA, 5721865]
[paragraph, [219.0, 1254.0, 1344.0, 46.5], shoonya_3sC71QVBDCU1PA, 5721865]
[paragraph, [219.0, 1300.5, 1344.0, 46.5], shoonya_3sC71QVBDCU1PA, 5721865]
[paragraph, [219.0, 1347.0, 1344.0, 46.5], shoonya_3sC71QVBDCU1PA, 5721865]
[paragraph, [219.0, 1393.5, 1344.0, 46.5], shoonya_3sC71QVBDCU1PA, 5721865]
[paragraph, [219.0, 1440.0, 1344.0, 46.5], shoonya_3sC71QVBDCU1PA, 5721865]
[paragraph, [219.0, 1486.5, 1344.0, 46.5], shoonya_3sC71QVBDCU1PA, 5721865]
[paragraph, [219.0, 1533.0, 1344.0, 46.5], shoonya_3sC71QVBDCU1PA, 5721865]
[paragraph, [219.0, 1579.5, 1344.0, 46.5], shoonya_3sC71QVBDCU1PA, 5721865]
[paragraph, [219.0, 1626.0, 1344.0, 46.5], shoonya_3sC71QVBDCU1PA, 5721865]
[paragraph, [219.0, 1672.5, 1344.0, 46.5], shoonya_3sC71QVBDCU1PA, 5721865]
[paragraph, [219.0, 1719.0, 1344.0, 46.5], shoonya_3sC71QVBDCU1PA, 5721865]
[paragraph, [214.0, 1791.0, 1346.0, 46.5], bFgXbnRtpU, 5721865]
[paragraph, [214.0, 1837.5, 1346.0, 46.5], bFgXbnRtpU, 5721865]
[paragraph, [214.0, 1884.0, 1346.0, 46.5], bFgXbnRtpU, 5721865]
[paragraph, [214.0, 1930.5, 1346.0, 46.5], bFgXbnRtpU, 5721865]
[paragraph, [214.0, 1977.0, 1346.0, 46.5], bFgXbnRtpU, 5721865]
[paragraph, [219.0, 2032.0, 1342.0, 46.5], 74-P2ccluK, 5721865]
[paragraph, [219.0, 2078.5, 1342.0, 46.5], 74-P2ccluK, 5721865]
[paragraph, [219.0, 2125.0, 1342.0, 46.5], 74-P2ccluK, 5721865]
[paragraph, [219.0, 2171.5, 1342.0, 46.5], 74-P2ccluK, 5721865]
[paragraph, [219.0, 2218.0, 1342.0, 46.5], 74-P2ccluK, 5721865]
[paragraph, [219.0, 2264.5, 1342.0, 46.5], 74-P2ccluK, 5721865]
[paragraph, [217.0, 2347.0, 1335.0, 46.5], 7Yk_GWh-0K, 5721865]
[paragraph, [217.0, 2393.5, 1335.0, 46.5], 7Yk_GWh-0K, 5721865]
