[1267, 882]
[chapter-title, [339.0, 22.0, 295.0, 30.0], shoonya_0sBPLN6D7VYQCG, 5775927]
[paragraph, [164.0, 75.0, 650.0, 18.0], rMmW8NinAI, 5775927]
[paragraph, [164.0, 93.0, 650.0, 18.0], rMmW8NinAI, 5775927]
[paragraph, [164.0, 111.0, 650.0, 18.0], rMmW8NinAI, 5775927]
[paragraph, [164.0, 129.0, 650.0, 18.0], rMmW8NinAI, 5775927]
[paragraph, [164.0, 147.0, 650.0, 18.0], rMmW8NinAI, 5775927]
[paragraph, [164.0, 165.0, 650.0, 18.0], rMmW8NinAI, 5775927]
[paragraph, [164.0, 183.0, 650.0, 18.0], rMmW8NinAI, 5775927]
[paragraph, [164.0, 201.0, 649.0, 18.0], r23gdKg2r_, 5775927]
[paragraph, [164.0, 219.0, 649.0, 18.0], r23gdKg2r_, 5775927]
[paragraph, [164.0, 237.0, 649.0, 18.0], r23gdKg2r_, 5775927]
[paragraph, [164.0, 255.0, 649.0, 18.0], r23gdKg2r_, 5775927]
[paragraph, [164.0, 273.0, 649.0, 18.0], r23gdKg2r_, 5775927]
[paragraph, [164.0, 291.0, 649.0, 18.0], r23gdKg2r_, 5775927]
[paragraph, [164.0, 309.0, 649.0, 18.0], r23gdKg2r_, 5775927]
[paragraph, [164.0, 327.0, 649.0, 18.0], r23gdKg2r_, 5775927]
[paragraph, [164.0, 345.0, 649.0, 18.0], r23gdKg2r_, 5775927]
[paragraph, [164.0, 363.0, 649.0, 18.0], r23gdKg2r_, 5775927]
[paragraph, [164.0, 381.0, 649.0, 18.0], r23gdKg2r_, 5775927]
[paragraph, [165.0, 406.0, 649.0, 18.0], JqfzO4qE4l, 5775927]
[paragraph, [165.0, 424.0, 649.0, 18.0], JqfzO4qE4l, 5775927]
[paragraph, [165.0, 442.0, 649.0, 18.0], JqfzO4qE4l, 5775927]
[paragraph, [165.0, 460.0, 649.0, 18.0], JqfzO4qE4l, 5775927]
[paragraph, [165.0, 478.0, 649.0, 18.0], JqfzO4qE4l, 5775927]
[paragraph, [165.0, 496.0, 649.0, 18.0], JqfzO4qE4l, 5775927]
[paragraph, [165.0, 514.0, 649.0, 18.0], JqfzO4qE4l, 5775927]
[paragraph, [165.0, 532.0, 649.0, 18.0], JqfzO4qE4l, 5775927]
[paragraph, [165.0, 550.0, 649.0, 18.0], JqfzO4qE4l, 5775927]
[paragraph, [165.0, 568.0, 649.0, 18.0], JqfzO4qE4l, 5775927]
[paragraph, [165.0, 586.0, 649.0, 18.0], JqfzO4qE4l, 5775927]
[paragraph, [165.0, 604.0, 649.0, 18.0], JqfzO4qE4l, 5775927]
[paragraph, [165.0, 622.0, 649.0, 18.0], JqfzO4qE4l, 5775927]
[paragraph, [163.0, 658.0, 655.0, 18.0], hO5-4CcuDc, 5775927]
[paragraph, [163.0, 676.0, 655.0, 18.0], hO5-4CcuDc, 5775927]
[paragraph, [163.0, 694.0, 655.0, 18.0], hO5-4CcuDc, 5775927]
[paragraph, [163.0, 712.0, 655.0, 18.0], hO5-4CcuDc, 5775927]
[paragraph, [163.0, 730.0, 655.0, 18.0], hO5-4CcuDc, 5775927]
[paragraph, [163.0, 748.0, 655.0, 18.0], hO5-4CcuDc, 5775927]
[paragraph, [163.0, 766.0, 655.0, 18.0], hO5-4CcuDc, 5775927]
[paragraph, [163.0, 784.0, 655.0, 18.0], hO5-4CcuDc, 5775927]
[paragraph, [163.0, 802.0, 655.0, 18.0], hO5-4CcuDc, 5775927]
[paragraph, [163.0, 820.0, 655.0, 18.0], hO5-4CcuDc, 5775927]
[paragraph, [162.0, 856.0, 657.0, 18.0], 7vQC_CiSyP, 5775927]
[paragraph, [162.0, 874.0, 657.0, 18.0], 7vQC_CiSyP, 5775927]
[paragraph, [162.0, 892.0, 657.0, 18.0], 7vQC_CiSyP, 5775927]
[paragraph, [162.0, 910.0, 657.0, 18.0], 7vQC_CiSyP, 5775927]
[paragraph, [162.0, 928.0, 657.0, 18.0], 7vQC_CiSyP, 5775927]
[paragraph, [162.0, 946.0, 657.0, 18.0], 7vQC_CiSyP, 5775927]
[paragraph, [162.0, 964.0, 657.0, 18.0], 7vQC_CiSyP, 5775927]
[paragraph, [162.0, 982.0, 657.0, 18.0], 7vQC_CiSyP, 5775927]
[paragraph, [162.0, 1000.0, 657.0, 18.0], 7vQC_CiSyP, 5775927]
[paragraph, [162.0, 1018.0, 657.0, 18.0], 7vQC_CiSyP, 5775927]
[paragraph, [162.0, 1036.0, 657.0, 18.0], 7vQC_CiSyP, 5775927]
[paragraph, [162.0, 1054.0, 657.0, 18.0], 7vQC_CiSyP, 5775927]
