[1806, 1262]
[folio, [783.0, 100.0, 318.0, 36.0], shoonya_10sTP30D5418UM, 5680536]
[paragraph, [97.0, 175.0, 497.0, 36.0], shoonya_0sDE07D87FG8RP, 5680536]
[paragraph, [97.0, 211.0, 497.0, 36.0], shoonya_0sDE07D87FG8RP, 5680536]
[paragraph, [655.0, 175.0, 508.0, 36.0], shoonya_8sCK7VZ5ALJX6X, 5680536]
[paragraph, [655.0, 211.0, 508.0, 36.0], shoonya_8sCK7VZ5ALJX6X, 5680536]
[paragraph, [655.0, 247.0, 508.0, 36.0], shoonya_8sCK7VZ5ALJX6X, 5680536]
[paragraph, [655.0, 283.0, 508.0, 36.0], shoonya_8sCK7VZ5ALJX6X, 5680536]
[paragraph, [655.0, 319.0, 508.0, 36.0], shoonya_8sCK7VZ5ALJX6X, 5680536]
[paragraph, [655.0, 355.0, 508.0, 36.0], shoonya_8sCK7VZ5ALJX6X, 5680536]
[paragraph, [655.0, 391.0, 508.0, 36.0], shoonya_8sCK7VZ5ALJX6X, 5680536]
[paragraph, [655.0, 427.0, 508.0, 36.0], shoonya_8sCK7VZ5ALJX6X, 5680536]
[paragraph, [655.0, 463.0, 508.0, 36.0], shoonya_8sCK7VZ5ALJX6X, 5680536]
[paragraph, [100.0, 292.0, 499.0, 36.0], shoonya_2sMKSCG02I4AH8, 5680536]
[paragraph, [100.0, 328.0, 499.0, 36.0], shoonya_2sMKSCG02I4AH8, 5680536]
[paragraph, [100.0, 364.0, 499.0, 36.0], shoonya_2sMKSCG02I4AH8, 5680536]
[paragraph, [100.0, 400.0, 499.0, 36.0], shoonya_2sMKSCG02I4AH8, 5680536]
[paragraph, [100.0, 436.0, 499.0, 36.0], shoonya_2sMKSCG02I4AH8, 5680536]
[paragraph, [100.0, 472.0, 499.0, 36.0], shoonya_2sMKSCG02I4AH8, 5680536]
[paragraph, [100.0, 508.0, 499.0, 36.0], shoonya_2sMKSCG02I4AH8, 5680536]
[paragraph, [100.0, 544.0, 499.0, 36.0], shoonya_2sMKSCG02I4AH8, 5680536]
[paragraph, [100.0, 580.0, 499.0, 36.0], shoonya_2sMKSCG02I4AH8, 5680536]
[paragraph, [100.0, 616.0, 499.0, 36.0], shoonya_2sMKSCG02I4AH8, 5680536]
[paragraph, [100.0, 652.0, 499.0, 36.0], shoonya_2sMKSCG02I4AH8, 5680536]
[paragraph, [656.0, 506.0, 503.0, 36.0], iDyPOYfa0U, 5680536]
[paragraph, [656.0, 542.0, 503.0, 36.0], iDyPOYfa0U, 5680536]
[paragraph, [656.0, 578.0, 503.0, 36.0], iDyPOYfa0U, 5680536]
[paragraph, [656.0, 614.0, 503.0, 36.0], iDyPOYfa0U, 5680536]
[paragraph, [656.0, 650.0, 503.0, 36.0], iDyPOYfa0U, 5680536]
[paragraph, [656.0, 686.0, 503.0, 36.0], iDyPOYfa0U, 5680536]
[paragraph, [656.0, 722.0, 503.0, 36.0], iDyPOYfa0U, 5680536]
[paragraph, [656.0, 758.0, 503.0, 36.0], iDyPOYfa0U, 5680536]
[paragraph, [656.0, 794.0, 503.0, 36.0], iDyPOYfa0U, 5680536]
[paragraph, [656.0, 830.0, 503.0, 36.0], iDyPOYfa0U, 5680536]
[paragraph, [656.0, 866.0, 503.0, 36.0], iDyPOYfa0U, 5680536]
[paragraph, [656.0, 902.0, 503.0, 36.0], iDyPOYfa0U, 5680536]
[paragraph, [656.0, 938.0, 503.0, 36.0], iDyPOYfa0U, 5680536]
[paragraph, [656.0, 974.0, 503.0, 36.0], iDyPOYfa0U, 5680536]
[paragraph, [656.0, 1010.0, 503.0, 36.0], iDyPOYfa0U, 5680536]
[paragraph, [99.0, 701.0, 501.0, 36.0], shoonya_3sO2FHELE7Q9DT, 5680536]
[paragraph, [99.0, 737.0, 501.0, 36.0], shoonya_3sO2FHELE7Q9DT, 5680536]
[paragraph, [99.0, 773.0, 501.0, 36.0], shoonya_3sO2FHELE7Q9DT, 5680536]
[paragraph, [99.0, 809.0, 501.0, 36.0], shoonya_3sO2FHELE7Q9DT, 5680536]
[paragraph, [99.0, 845.0, 501.0, 36.0], shoonya_3sO2FHELE7Q9DT, 5680536]
[paragraph, [99.0, 881.0, 501.0, 36.0], shoonya_3sO2FHELE7Q9DT, 5680536]
[paragraph, [99.0, 917.0, 501.0, 36.0], shoonya_3sO2FHELE7Q9DT, 5680536]
[paragraph, [99.0, 953.0, 501.0, 36.0], shoonya_3sO2FHELE7Q9DT, 5680536]
[paragraph, [99.0, 989.0, 501.0, 36.0], shoonya_3sO2FHELE7Q9DT, 5680536]
[paragraph, [99.0, 1025.0, 501.0, 36.0], shoonya_3sO2FHELE7Q9DT, 5680536]
[paragraph, [99.0, 1061.0, 501.0, 36.0], shoonya_3sO2FHELE7Q9DT, 5680536]
[paragraph, [99.0, 1097.0, 501.0, 36.0], shoonya_3sO2FHELE7Q9DT, 5680536]
[paragraph, [656.0, 1086.0, 500.0, 36.0], shoonya_9sC6T19YQSRXNW, 5680536]
[paragraph, [656.0, 1122.0, 500.0, 36.0], shoonya_9sC6T19YQSRXNW, 5680536]
[paragraph, [656.0, 1158.0, 500.0, 36.0], shoonya_9sC6T19YQSRXNW, 5680536]
[paragraph, [656.0, 1194.0, 500.0, 36.0], shoonya_9sC6T19YQSRXNW, 5680536]
[paragraph, [656.0, 1230.0, 500.0, 36.0], shoonya_9sC6T19YQSRXNW, 5680536]
