[2200, 1700]
[paragraph, [304.0, 53.0, 1084.0, 36.0], shoonya_3s6YIIYXDHK8T7, 5730639]
[paragraph, [304.0, 89.0, 1084.0, 36.0], shoonya_3s6YIIYXDHK8T7, 5730639]
[paragraph, [304.0, 125.0, 1084.0, 36.0], shoonya_3s6YIIYXDHK8T7, 5730639]
[paragraph, [304.0, 161.0, 1084.0, 36.0], shoonya_3s6YIIYXDHK8T7, 5730639]
[paragraph, [304.0, 197.0, 1084.0, 36.0], shoonya_3s6YIIYXDHK8T7, 5730639]
[paragraph, [304.0, 233.0, 1084.0, 36.0], shoonya_3s6YIIYXDHK8T7, 5730639]
[paragraph, [304.0, 269.0, 1084.0, 36.0], shoonya_3s6YIIYXDHK8T7, 5730639]
[paragraph, [304.0, 286.0, 1098.0, 36.0], shoonya_0sS1MWGXOETET9, 5730639]
[paragraph, [304.0, 322.0, 1098.0, 36.0], shoonya_0sS1MWGXOETET9, 5730639]
[paragraph, [304.0, 358.0, 1098.0, 36.0], shoonya_0sS1MWGXOETET9, 5730639]
[paragraph, [304.0, 394.0, 1098.0, 36.0], shoonya_0sS1MWGXOETET9, 5730639]
[paragraph, [304.0, 430.0, 1098.0, 36.0], shoonya_0sS1MWGXOETET9, 5730639]
[paragraph, [304.0, 466.0, 1098.0, 36.0], shoonya_0sS1MWGXOETET9, 5730639]
[paragraph, [304.0, 502.0, 1098.0, 36.0], shoonya_0sS1MWGXOETET9, 5730639]
[paragraph, [304.0, 538.0, 1098.0, 36.0], shoonya_0sS1MWGXOETET9, 5730639]
[paragraph, [304.0, 574.0, 1098.0, 36.0], shoonya_0sS1MWGXOETET9, 5730639]
[paragraph, [304.0, 610.0, 1098.0, 36.0], shoonya_0sS1MWGXOETET9, 5730639]
[paragraph, [304.0, 646.0, 1098.0, 36.0], shoonya_0sS1MWGXOETET9, 5730639]
[paragraph, [304.0, 682.0, 1098.0, 36.0], shoonya_0sS1MWGXOETET9, 5730639]
[paragraph, [304.0, 718.0, 1098.0, 36.0], shoonya_0sS1MWGXOETET9, 5730639]
[paragraph, [304.0, 754.0, 1098.0, 36.0], shoonya_0sS1MWGXOETET9, 5730639]
[paragraph, [304.0, 790.0, 1098.0, 36.0], shoonya_0sS1MWGXOETET9, 5730639]
[paragraph, [304.0, 826.0, 1098.0, 36.0], shoonya_0sS1MWGXOETET9, 5730639]
[paragraph, [304.0, 862.0, 1098.0, 36.0], shoonya_0sS1MWGXOETET9, 5730639]
[paragraph, [304.0, 898.0, 1098.0, 36.0], shoonya_0sS1MWGXOETET9, 5730639]
[paragraph, [304.0, 934.0, 1098.0, 36.0], shoonya_0sS1MWGXOETET9, 5730639]
[paragraph, [304.0, 970.0, 1098.0, 36.0], shoonya_0sS1MWGXOETET9, 5730639]
[paragraph, [304.0, 1006.0, 1098.0, 36.0], shoonya_0sS1MWGXOETET9, 5730639]
[paragraph, [304.0, 1042.0, 1098.0, 36.0], shoonya_0sS1MWGXOETET9, 5730639]
[paragraph, [315.0, 1066.0, 1090.0, 36.0], shoonya_2sTSQQYH40AG8T, 5730639]
[paragraph, [315.0, 1102.0, 1090.0, 36.0], shoonya_2sTSQQYH40AG8T, 5730639]
[paragraph, [315.0, 1138.0, 1090.0, 36.0], shoonya_2sTSQQYH40AG8T, 5730639]
[paragraph, [315.0, 1174.0, 1090.0, 36.0], shoonya_2sTSQQYH40AG8T, 5730639]
[paragraph, [315.0, 1210.0, 1090.0, 36.0], shoonya_2sTSQQYH40AG8T, 5730639]
[paragraph, [315.0, 1246.0, 1090.0, 36.0], shoonya_2sTSQQYH40AG8T, 5730639]
[paragraph, [315.0, 1282.0, 1090.0, 36.0], shoonya_2sTSQQYH40AG8T, 5730639]
[paragraph, [315.0, 1318.0, 1090.0, 36.0], shoonya_2sTSQQYH40AG8T, 5730639]
[paragraph, [315.0, 1354.0, 1090.0, 36.0], shoonya_2sTSQQYH40AG8T, 5730639]
[paragraph, [315.0, 1390.0, 1090.0, 36.0], shoonya_2sTSQQYH40AG8T, 5730639]
[paragraph, [315.0, 1426.0, 1090.0, 36.0], shoonya_2sTSQQYH40AG8T, 5730639]
[paragraph, [323.0, 1469.0, 1089.0, 36.0], shoonya_1sQ2821A0MIJI0, 5730639]
[paragraph, [323.0, 1505.0, 1089.0, 36.0], shoonya_1sQ2821A0MIJI0, 5730639]
[paragraph, [323.0, 1541.0, 1089.0, 36.0], shoonya_1sQ2821A0MIJI0, 5730639]
[paragraph, [323.0, 1577.0, 1089.0, 36.0], shoonya_1sQ2821A0MIJI0, 5730639]
[paragraph, [323.0, 1613.0, 1089.0, 36.0], shoonya_1sQ2821A0MIJI0, 5730639]
[paragraph, [323.0, 1649.0, 1089.0, 36.0], shoonya_1sQ2821A0MIJI0, 5730639]
[paragraph, [323.0, 1685.0, 1089.0, 36.0], shoonya_1sQ2821A0MIJI0, 5730639]
[paragraph, [323.0, 1721.0, 1089.0, 36.0], shoonya_1sQ2821A0MIJI0, 5730639]
[paragraph, [323.0, 1757.0, 1089.0, 36.0], shoonya_1sQ2821A0MIJI0, 5730639]
[paragraph, [323.0, 1793.0, 1089.0, 36.0], shoonya_1sQ2821A0MIJI0, 5730639]
[paragraph, [323.0, 1829.0, 1089.0, 36.0], shoonya_1sQ2821A0MIJI0, 5730639]
[paragraph, [323.0, 1865.0, 1089.0, 36.0], shoonya_1sQ2821A0MIJI0, 5730639]
[paragraph, [323.0, 1901.0, 1089.0, 36.0], shoonya_1sQ2821A0MIJI0, 5730639]
[folio, [694.0, 1996.0, 606.0, 36.0], FUevmUFW9z, 5730639]
[folio, [694.0, 2032.0, 606.0, 36.0], FUevmUFW9z, 5730639]
