[2339, 1655]
[section-title, [483.0, 199.0, 702.0, 52.5], shoonya_3sKXEM4DBQ1VQE, 5737323]
[paragraph, [475.0, 287.0, 933.0, 36.0], bCplrzQzyv, 5737323]
[paragraph, [188.0, 332.0, 1233.0, 36.0], shoonya_9s5VLV2TOXQQKO, 5737323]
[paragraph, [188.0, 368.0, 1233.0, 36.0], shoonya_9s5VLV2TOXQQKO, 5737323]
[paragraph, [189.0, 508.0, 1181.0, 36.0], shoonya_7s21JVFY8M3T0S, 5737323]
[paragraph, [195.0, 596.0, 1234.0, 36.0], shoonya_8s5FHQEFC942OQ, 5737323]
[paragraph, [195.0, 632.0, 1234.0, 36.0], shoonya_8s5FHQEFC942OQ, 5737323]
[ordered-list, [192.0, 772.0, 785.0, 36.0], -aSycPdnQm, 5737323]
[ordered-list, [192.0, 808.0, 785.0, 36.0], -aSycPdnQm, 5737323]
[ordered-list, [192.0, 844.0, 785.0, 36.0], -aSycPdnQm, 5737323]
[ordered-list, [192.0, 880.0, 785.0, 36.0], -aSycPdnQm, 5737323]
[ordered-list, [194.0, 1037.0, 859.0, 36.0], SBfENuzXEf, 5737323]
[ordered-list, [194.0, 1073.0, 859.0, 36.0], SBfENuzXEf, 5737323]
[ordered-list, [194.0, 1109.0, 859.0, 36.0], SBfENuzXEf, 5737323]
[ordered-list, [192.0, 1258.0, 1223.0, 36.0], _qIZNF1xnF, 5737323]
[ordered-list, [192.0, 1294.0, 1223.0, 36.0], _qIZNF1xnF, 5737323]
[ordered-list, [192.0, 1330.0, 1223.0, 36.0], _qIZNF1xnF, 5737323]
[ordered-list, [192.0, 1366.0, 1223.0, 36.0], _qIZNF1xnF, 5737323]
[ordered-list, [192.0, 1402.0, 1223.0, 36.0], _qIZNF1xnF, 5737323]
[ordered-list, [192.0, 1438.0, 1223.0, 36.0], _qIZNF1xnF, 5737323]
[ordered-list, [192.0, 1474.0, 1223.0, 36.0], _qIZNF1xnF, 5737323]
[ordered-list, [192.0, 1510.0, 1223.0, 36.0], _qIZNF1xnF, 5737323]
[ordered-list, [192.0, 1546.0, 1223.0, 36.0], _qIZNF1xnF, 5737323]
[ordered-list, [192.0, 1582.0, 1223.0, 36.0], _qIZNF1xnF, 5737323]
[ordered-list, [192.0, 1618.0, 1223.0, 36.0], _qIZNF1xnF, 5737323]
[ordered-list, [192.0, 1654.0, 1223.0, 36.0], _qIZNF1xnF, 5737323]
[ordered-list, [192.0, 1690.0, 1223.0, 36.0], _qIZNF1xnF, 5737323]
[ordered-list, [192.0, 1726.0, 1223.0, 36.0], _qIZNF1xnF, 5737323]
[ordered-list, [192.0, 1762.0, 1223.0, 36.0], _qIZNF1xnF, 5737323]
[ordered-list, [192.0, 1798.0, 1223.0, 36.0], _qIZNF1xnF, 5737323]
[ordered-list, [192.0, 1834.0, 1223.0, 36.0], _qIZNF1xnF, 5737323]
[ordered-list, [192.0, 1870.0, 1223.0, 36.0], _qIZNF1xnF, 5737323]
[ordered-list, [192.0, 1906.0, 1223.0, 36.0], _qIZNF1xnF, 5737323]
[ordered-list, [192.0, 1942.0, 1223.0, 36.0], _qIZNF1xnF, 5737323]
