[2084, 1289]
[paragraph, [132.0, 273.0, 1029.0, 36.0], shoonya_0sRQO6XE5KXMBQ, 5660554]
[paragraph, [132.0, 309.0, 1029.0, 36.0], shoonya_0sRQO6XE5KXMBQ, 5660554]
[paragraph, [132.0, 345.0, 1029.0, 36.0], shoonya_0sRQO6XE5KXMBQ, 5660554]
[paragraph, [132.0, 381.0, 1029.0, 36.0], shoonya_0sRQO6XE5KXMBQ, 5660554]
[paragraph, [132.0, 417.0, 1029.0, 36.0], shoonya_0sRQO6XE5KXMBQ, 5660554]
[paragraph, [132.0, 453.0, 1029.0, 36.0], shoonya_0sRQO6XE5KXMBQ, 5660554]
[paragraph, [132.0, 489.0, 1029.0, 36.0], shoonya_0sRQO6XE5KXMBQ, 5660554]
[paragraph, [132.0, 525.0, 1029.0, 36.0], shoonya_0sRQO6XE5KXMBQ, 5660554]
[ordered-list, [130.0, 580.0, 1031.0, 36.0], shoonya_4sK8GPY9VENKJI, 5660554]
[ordered-list, [130.0, 616.0, 1031.0, 36.0], shoonya_4sK8GPY9VENKJI, 5660554]
[ordered-list, [130.0, 652.0, 1031.0, 36.0], shoonya_4sK8GPY9VENKJI, 5660554]
[ordered-list, [130.0, 688.0, 1031.0, 36.0], shoonya_4sK8GPY9VENKJI, 5660554]
[ordered-list, [130.0, 724.0, 1031.0, 36.0], shoonya_4sK8GPY9VENKJI, 5660554]
[ordered-list, [130.0, 760.0, 1031.0, 36.0], shoonya_4sK8GPY9VENKJI, 5660554]
[ordered-list, [130.0, 796.0, 1031.0, 36.0], shoonya_4sK8GPY9VENKJI, 5660554]
[ordered-list, [130.0, 832.0, 1031.0, 36.0], shoonya_4sK8GPY9VENKJI, 5660554]
[ordered-list, [130.0, 868.0, 1031.0, 36.0], shoonya_4sK8GPY9VENKJI, 5660554]
[ordered-list, [130.0, 904.0, 1031.0, 36.0], shoonya_4sK8GPY9VENKJI, 5660554]
[ordered-list, [130.0, 940.0, 1031.0, 36.0], shoonya_4sK8GPY9VENKJI, 5660554]
[ordered-list, [130.0, 976.0, 1031.0, 36.0], shoonya_4sK8GPY9VENKJI, 5660554]
[ordered-list, [130.0, 1012.0, 1031.0, 36.0], shoonya_4sK8GPY9VENKJI, 5660554]
[ordered-list, [130.0, 1048.0, 1031.0, 36.0], shoonya_4sK8GPY9VENKJI, 5660554]
[ordered-list, [130.0, 1084.0, 1031.0, 36.0], shoonya_4sK8GPY9VENKJI, 5660554]
[ordered-list, [130.0, 1120.0, 1031.0, 36.0], shoonya_4sK8GPY9VENKJI, 5660554]
[ordered-list, [130.0, 1156.0, 1031.0, 36.0], shoonya_4sK8GPY9VENKJI, 5660554]
[ordered-list, [130.0, 1192.0, 1031.0, 36.0], shoonya_4sK8GPY9VENKJI, 5660554]
[ordered-list, [130.0, 1228.0, 1031.0, 36.0], shoonya_4sK8GPY9VENKJI, 5660554]
[ordered-list, [130.0, 1264.0, 1031.0, 36.0], shoonya_4sK8GPY9VENKJI, 5660554]
[ordered-list, [130.0, 1300.0, 1031.0, 36.0], shoonya_4sK8GPY9VENKJI, 5660554]
[ordered-list, [130.0, 1336.0, 1031.0, 36.0], shoonya_4sK8GPY9VENKJI, 5660554]
[ordered-list, [130.0, 1372.0, 1031.0, 36.0], shoonya_4sK8GPY9VENKJI, 5660554]
[ordered-list, [130.0, 1408.0, 1031.0, 36.0], shoonya_4sK8GPY9VENKJI, 5660554]
[ordered-list, [130.0, 1444.0, 1031.0, 36.0], shoonya_4sK8GPY9VENKJI, 5660554]
[ordered-list, [130.0, 1480.0, 1031.0, 36.0], shoonya_4sK8GPY9VENKJI, 5660554]
[ordered-list, [130.0, 1516.0, 1031.0, 36.0], shoonya_4sK8GPY9VENKJI, 5660554]
[ordered-list, [130.0, 1552.0, 1031.0, 36.0], shoonya_4sK8GPY9VENKJI, 5660554]
[ordered-list, [130.0, 1588.0, 1031.0, 36.0], shoonya_4sK8GPY9VENKJI, 5660554]
[ordered-list, [130.0, 1624.0, 1031.0, 36.0], shoonya_4sK8GPY9VENKJI, 5660554]
[ordered-list, [130.0, 1660.0, 1031.0, 36.0], shoonya_4sK8GPY9VENKJI, 5660554]
[ordered-list, [130.0, 1696.0, 1031.0, 36.0], shoonya_4sK8GPY9VENKJI, 5660554]
[ordered-list, [130.0, 1732.0, 1031.0, 36.0], shoonya_4sK8GPY9VENKJI, 5660554]
[ordered-list, [130.0, 1768.0, 1031.0, 36.0], shoonya_4sK8GPY9VENKJI, 5660554]
[ordered-list, [130.0, 1804.0, 1031.0, 36.0], shoonya_4sK8GPY9VENKJI, 5660554]
[ordered-list, [130.0, 1840.0, 1031.0, 36.0], shoonya_4sK8GPY9VENKJI, 5660554]
[folio, [632.0, 1938.0, 656.0, 36.0], shoonya_3s84ZGIY91P5F1, 5660554]
[folio, [632.0, 1974.0, 656.0, 36.0], shoonya_3s84ZGIY91P5F1, 5660554]
