[1754, 1241]
[section-title, [478.0, 73.0, 368.0, 49.5], shoonya_0sBEIOCCATC0CQ, 5781434]
[section-title, [478.0, 122.5, 368.0, 49.5], shoonya_0sBEIOCCATC0CQ, 5781434]
[ordered-list, [200.0, 202.0, 938.0, 36.0], _MUxiLvcbN, 5781434]
[ordered-list, [200.0, 238.0, 938.0, 36.0], _MUxiLvcbN, 5781434]
[ordered-list, [200.0, 274.0, 938.0, 36.0], _MUxiLvcbN, 5781434]
[ordered-list, [200.0, 310.0, 938.0, 36.0], _MUxiLvcbN, 5781434]
[ordered-list, [200.0, 346.0, 938.0, 36.0], _MUxiLvcbN, 5781434]
[ordered-list, [200.0, 382.0, 938.0, 36.0], _MUxiLvcbN, 5781434]
[ordered-list, [200.0, 418.0, 938.0, 36.0], _MUxiLvcbN, 5781434]
[ordered-list, [200.0, 454.0, 938.0, 36.0], _MUxiLvcbN, 5781434]
[ordered-list, [200.0, 490.0, 938.0, 36.0], _MUxiLvcbN, 5781434]
[ordered-list, [200.0, 526.0, 938.0, 36.0], _MUxiLvcbN, 5781434]
[ordered-list, [200.0, 562.0, 938.0, 36.0], _MUxiLvcbN, 5781434]
[ordered-list, [200.0, 598.0, 938.0, 36.0], _MUxiLvcbN, 5781434]
[ordered-list, [200.0, 634.0, 938.0, 36.0], _MUxiLvcbN, 5781434]
[ordered-list, [200.0, 670.0, 938.0, 36.0], _MUxiLvcbN, 5781434]
[ordered-list, [200.0, 706.0, 938.0, 36.0], _MUxiLvcbN, 5781434]
[ordered-list, [200.0, 742.0, 938.0, 36.0], _MUxiLvcbN, 5781434]
[ordered-list, [200.0, 778.0, 938.0, 36.0], _MUxiLvcbN, 5781434]
[sidebar, [989.0, 208.0, 143.0, 36.0], qQmqO6Rfbt, 5781434]
[sub-ordered-list, [243.0, 238.0, 524.0, 36.0], vihWRU9e6v, 5781434]
[sub-ordered-list, [243.0, 274.0, 524.0, 36.0], vihWRU9e6v, 5781434]
[sub-ordered-list, [243.0, 310.0, 524.0, 36.0], vihWRU9e6v, 5781434]
[sidebar, [997.0, 369.0, 141.0, 36.0], SpqVUEVmu8, 5781434]
[sub-ordered-list, [239.0, 404.0, 333.0, 36.0], TIyr3Dlljk, 5781434]
[sub-ordered-list, [239.0, 440.0, 333.0, 36.0], TIyr3Dlljk, 5781434]
[sub-ordered-list, [239.0, 476.0, 333.0, 36.0], TIyr3Dlljk, 5781434]
[sidebar, [992.0, 537.0, 149.0, 36.0], qFd1Z5vNAX, 5781434]
[sub-ordered-list, [248.0, 570.0, 481.0, 36.0], 0d8Io57fLD, 5781434]
[sub-ordered-list, [248.0, 606.0, 481.0, 36.0], 0d8Io57fLD, 5781434]
[sub-ordered-list, [248.0, 642.0, 481.0, 36.0], 0d8Io57fLD, 5781434]
[sidebar, [982.0, 698.0, 154.0, 36.0], WEZokBF_v2, 5781434]
[sub-ordered-list, [239.0, 738.0, 522.0, 36.0], iEVpMLdHhq, 5781434]
[sub-ordered-list, [239.0, 774.0, 522.0, 36.0], iEVpMLdHhq, 5781434]
[reference, [170.0, 869.0, 1010.0, 36.0], 3MddvDP0u1, 5781434]
[reference, [170.0, 905.0, 1010.0, 36.0], 3MddvDP0u1, 5781434]
[reference, [170.0, 941.0, 1010.0, 36.0], 3MddvDP0u1, 5781434]
[reference, [170.0, 977.0, 1010.0, 36.0], 3MddvDP0u1, 5781434]
[reference, [170.0, 1013.0, 1010.0, 36.0], 3MddvDP0u1, 5781434]
[reference, [170.0, 1049.0, 1010.0, 36.0], 3MddvDP0u1, 5781434]
[reference, [170.0, 1085.0, 1010.0, 36.0], 3MddvDP0u1, 5781434]
[reference, [170.0, 1121.0, 1010.0, 36.0], 3MddvDP0u1, 5781434]
[reference, [170.0, 1157.0, 1010.0, 36.0], 3MddvDP0u1, 5781434]
[reference, [170.0, 1193.0, 1010.0, 36.0], 3MddvDP0u1, 5781434]
[reference, [170.0, 1229.0, 1010.0, 36.0], 3MddvDP0u1, 5781434]
[reference, [170.0, 1265.0, 1010.0, 36.0], 3MddvDP0u1, 5781434]
[reference, [170.0, 1301.0, 1010.0, 36.0], 3MddvDP0u1, 5781434]
[reference, [170.0, 1337.0, 1010.0, 36.0], 3MddvDP0u1, 5781434]
[reference, [170.0, 1373.0, 1010.0, 36.0], 3MddvDP0u1, 5781434]
[reference, [170.0, 1409.0, 1010.0, 36.0], 3MddvDP0u1, 5781434]
[reference, [170.0, 1445.0, 1010.0, 36.0], 3MddvDP0u1, 5781434]
[reference, [170.0, 1481.0, 1010.0, 36.0], 3MddvDP0u1, 5781434]
[reference, [170.0, 1517.0, 1010.0, 36.0], 3MddvDP0u1, 5781434]
[reference, [170.0, 1553.0, 1010.0, 36.0], 3MddvDP0u1, 5781434]
[reference, [170.0, 1589.0, 1010.0, 36.0], 3MddvDP0u1, 5781434]
