[1492, 1000]
[folio, [414.0, 156.0, 200.0, 18.0], shoonya_1s844VCT0BEV9Y, 5720018]
[paragraph, [155.0, 212.0, 715.0, 18.0], shoonya_0sLSAKE4SVDDGG, 5720018]
[paragraph, [155.0, 230.0, 715.0, 18.0], shoonya_0sLSAKE4SVDDGG, 5720018]
[paragraph, [155.0, 248.0, 715.0, 18.0], shoonya_0sLSAKE4SVDDGG, 5720018]
[paragraph, [155.0, 266.0, 715.0, 18.0], shoonya_0sLSAKE4SVDDGG, 5720018]
[paragraph, [155.0, 284.0, 715.0, 18.0], shoonya_0sLSAKE4SVDDGG, 5720018]
[paragraph, [155.0, 302.0, 715.0, 18.0], shoonya_0sLSAKE4SVDDGG, 5720018]
[paragraph, [155.0, 320.0, 715.0, 18.0], shoonya_0sLSAKE4SVDDGG, 5720018]
[paragraph, [155.0, 338.0, 715.0, 18.0], shoonya_0sLSAKE4SVDDGG, 5720018]
[paragraph, [155.0, 356.0, 715.0, 18.0], shoonya_0sLSAKE4SVDDGG, 5720018]
[paragraph, [155.0, 374.0, 715.0, 18.0], shoonya_0sLSAKE4SVDDGG, 5720018]
[paragraph, [155.0, 392.0, 715.0, 18.0], shoonya_0sLSAKE4SVDDGG, 5720018]
[paragraph, [155.0, 410.0, 715.0, 18.0], shoonya_0sLSAKE4SVDDGG, 5720018]
[paragraph, [155.0, 428.0, 715.0, 18.0], shoonya_0sLSAKE4SVDDGG, 5720018]
[paragraph, [155.0, 446.0, 715.0, 18.0], shoonya_0sLSAKE4SVDDGG, 5720018]
[paragraph, [155.0, 464.0, 715.0, 18.0], shoonya_0sLSAKE4SVDDGG, 5720018]
[paragraph, [155.0, 482.0, 715.0, 18.0], shoonya_0sLSAKE4SVDDGG, 5720018]
[paragraph, [155.0, 500.0, 715.0, 18.0], shoonya_0sLSAKE4SVDDGG, 5720018]
[paragraph, [155.0, 518.0, 715.0, 18.0], shoonya_0sLSAKE4SVDDGG, 5720018]
[paragraph, [155.0, 536.0, 715.0, 18.0], shoonya_0sLSAKE4SVDDGG, 5720018]
[paragraph, [155.0, 554.0, 715.0, 18.0], shoonya_0sLSAKE4SVDDGG, 5720018]
[paragraph, [155.0, 572.0, 715.0, 18.0], shoonya_0sLSAKE4SVDDGG, 5720018]
[paragraph, [155.0, 590.0, 715.0, 18.0], shoonya_0sLSAKE4SVDDGG, 5720018]
[paragraph, [151.0, 612.0, 726.0, 18.0], bQzOLxBsgK, 5720018]
[paragraph, [151.0, 630.0, 726.0, 18.0], bQzOLxBsgK, 5720018]
[paragraph, [151.0, 648.0, 726.0, 18.0], bQzOLxBsgK, 5720018]
[paragraph, [151.0, 666.0, 726.0, 18.0], bQzOLxBsgK, 5720018]
[paragraph, [151.0, 684.0, 726.0, 18.0], bQzOLxBsgK, 5720018]
[paragraph, [151.0, 702.0, 726.0, 18.0], bQzOLxBsgK, 5720018]
[paragraph, [151.0, 720.0, 726.0, 18.0], bQzOLxBsgK, 5720018]
[paragraph, [151.0, 738.0, 726.0, 18.0], bQzOLxBsgK, 5720018]
[paragraph, [151.0, 756.0, 726.0, 18.0], bQzOLxBsgK, 5720018]
[paragraph, [151.0, 774.0, 726.0, 18.0], bQzOLxBsgK, 5720018]
[paragraph, [151.0, 792.0, 726.0, 18.0], bQzOLxBsgK, 5720018]
[paragraph, [151.0, 810.0, 726.0, 18.0], bQzOLxBsgK, 5720018]
[paragraph, [151.0, 828.0, 726.0, 18.0], bQzOLxBsgK, 5720018]
[paragraph, [151.0, 846.0, 726.0, 18.0], bQzOLxBsgK, 5720018]
[paragraph, [151.0, 864.0, 726.0, 18.0], bQzOLxBsgK, 5720018]
[paragraph, [151.0, 882.0, 726.0, 18.0], bQzOLxBsgK, 5720018]
[paragraph, [151.0, 900.0, 726.0, 18.0], bQzOLxBsgK, 5720018]
[paragraph, [151.0, 918.0, 726.0, 18.0], bQzOLxBsgK, 5720018]
[paragraph, [151.0, 936.0, 726.0, 18.0], bQzOLxBsgK, 5720018]
[paragraph, [151.0, 954.0, 726.0, 18.0], bQzOLxBsgK, 5720018]
[paragraph, [151.0, 972.0, 726.0, 18.0], bQzOLxBsgK, 5720018]
[paragraph, [151.0, 990.0, 726.0, 18.0], bQzOLxBsgK, 5720018]
[paragraph, [151.0, 1008.0, 726.0, 18.0], bQzOLxBsgK, 5720018]
