[1755, 1240]
[chapter-title, [489.0, 202.0, 261.0, 58.5], Sh3RiA7cw1, 5703605]
[section-title, [213.0, 298.0, 822.0, 49.5], shoonya_3sEI464IZT12N1, 5703605]
[paragraph, [179.0, 376.0, 882.0, 36.0], shoonya_2s5RR0RCGEG556, 5703605]
[paragraph, [179.0, 412.0, 882.0, 36.0], shoonya_2s5RR0RCGEG556, 5703605]
[paragraph, [179.0, 448.0, 882.0, 36.0], shoonya_2s5RR0RCGEG556, 5703605]
[paragraph, [179.0, 484.0, 882.0, 36.0], shoonya_2s5RR0RCGEG556, 5703605]
[paragraph, [179.0, 520.0, 882.0, 36.0], shoonya_2s5RR0RCGEG556, 5703605]
[paragraph, [179.0, 556.0, 882.0, 36.0], shoonya_2s5RR0RCGEG556, 5703605]
[paragraph, [179.0, 592.0, 882.0, 36.0], shoonya_2s5RR0RCGEG556, 5703605]
[section-title, [183.0, 668.0, 262.0, 49.5], shoonya_5s58ULJPFETOTL, 5703605]
[paragraph, [179.0, 753.0, 883.0, 36.0], shoonya_0sY3ZI3XN9S8PS, 5703605]
[paragraph, [179.0, 789.0, 883.0, 36.0], shoonya_0sY3ZI3XN9S8PS, 5703605]
[paragraph, [179.0, 825.0, 883.0, 36.0], shoonya_0sY3ZI3XN9S8PS, 5703605]
[paragraph, [179.0, 861.0, 883.0, 36.0], shoonya_0sY3ZI3XN9S8PS, 5703605]
[paragraph, [179.0, 897.0, 883.0, 36.0], shoonya_0sY3ZI3XN9S8PS, 5703605]
[paragraph, [179.0, 933.0, 883.0, 36.0], shoonya_0sY3ZI3XN9S8PS, 5703605]
[paragraph, [179.0, 969.0, 883.0, 36.0], shoonya_0sY3ZI3XN9S8PS, 5703605]
[paragraph, [179.0, 1049.0, 880.0, 36.0], shoonya_1sNSSLH28D9SCC, 5703605]
[paragraph, [179.0, 1085.0, 880.0, 36.0], shoonya_1sNSSLH28D9SCC, 5703605]
[paragraph, [179.0, 1121.0, 880.0, 36.0], shoonya_1sNSSLH28D9SCC, 5703605]
[paragraph, [179.0, 1157.0, 880.0, 36.0], shoonya_1sNSSLH28D9SCC, 5703605]
[paragraph, [179.0, 1193.0, 880.0, 36.0], shoonya_1sNSSLH28D9SCC, 5703605]
[paragraph, [179.0, 1229.0, 880.0, 36.0], shoonya_1sNSSLH28D9SCC, 5703605]
[paragraph, [179.0, 1265.0, 880.0, 36.0], shoonya_1sNSSLH28D9SCC, 5703605]
[paragraph, [179.0, 1301.0, 880.0, 36.0], shoonya_1sNSSLH28D9SCC, 5703605]
[paragraph, [179.0, 1337.0, 880.0, 36.0], shoonya_1sNSSLH28D9SCC, 5703605]
[paragraph, [182.0, 1401.0, 877.0, 36.0], shoonya_4sCDCDN38O2L7D, 5703605]
[paragraph, [182.0, 1437.0, 877.0, 36.0], shoonya_4sCDCDN38O2L7D, 5703605]
[paragraph, [182.0, 1473.0, 877.0, 36.0], shoonya_4sCDCDN38O2L7D, 5703605]
[paragraph, [182.0, 1509.0, 877.0, 36.0], shoonya_4sCDCDN38O2L7D, 5703605]
