[2200, 1656]
[contact-info, [458.0, 175.0, 183.0, 36.0], 3DqjSOHTOn, 5653834]
[contact-info, [458.0, 211.0, 183.0, 36.0], 3DqjSOHTOn, 5653834]
[contact-info, [458.0, 247.0, 183.0, 36.0], 3DqjSOHTOn, 5653834]
[contact-info, [458.0, 283.0, 183.0, 36.0], 3DqjSOHTOn, 5653834]
[contact-info, [458.0, 319.0, 183.0, 36.0], 3DqjSOHTOn, 5653834]
[contact-info, [458.0, 355.0, 183.0, 36.0], 3DqjSOHTOn, 5653834]
[contact-info, [458.0, 391.0, 183.0, 36.0], 3DqjSOHTOn, 5653834]
[contact-info, [458.0, 427.0, 183.0, 36.0], 3DqjSOHTOn, 5653834]
[contact-info, [458.0, 463.0, 183.0, 36.0], 3DqjSOHTOn, 5653834]
[contact-info, [458.0, 499.0, 183.0, 36.0], 3DqjSOHTOn, 5653834]
[contact-info, [458.0, 535.0, 183.0, 36.0], 3DqjSOHTOn, 5653834]
[contact-info, [458.0, 571.0, 183.0, 36.0], 3DqjSOHTOn, 5653834]
[contact-info, [458.0, 607.0, 183.0, 36.0], 3DqjSOHTOn, 5653834]
[contact-info, [458.0, 643.0, 183.0, 36.0], 3DqjSOHTOn, 5653834]
[contact-info, [458.0, 679.0, 183.0, 36.0], 3DqjSOHTOn, 5653834]
[contact-info, [458.0, 715.0, 183.0, 36.0], 3DqjSOHTOn, 5653834]
[contact-info, [458.0, 751.0, 183.0, 36.0], 3DqjSOHTOn, 5653834]
[contact-info, [458.0, 787.0, 183.0, 36.0], 3DqjSOHTOn, 5653834]
[contact-info, [458.0, 823.0, 183.0, 36.0], 3DqjSOHTOn, 5653834]
[contact-info, [458.0, 859.0, 183.0, 36.0], 3DqjSOHTOn, 5653834]
[contact-info, [458.0, 895.0, 183.0, 36.0], 3DqjSOHTOn, 5653834]
[contact-info, [458.0, 931.0, 183.0, 36.0], 3DqjSOHTOn, 5653834]
[contact-info, [458.0, 967.0, 183.0, 36.0], 3DqjSOHTOn, 5653834]
[contact-info, [458.0, 1003.0, 183.0, 36.0], 3DqjSOHTOn, 5653834]
[contact-info, [458.0, 1039.0, 183.0, 36.0], 3DqjSOHTOn, 5653834]
[contact-info, [458.0, 1075.0, 183.0, 36.0], 3DqjSOHTOn, 5653834]
[contact-info, [458.0, 1111.0, 183.0, 36.0], 3DqjSOHTOn, 5653834]
[contact-info, [458.0, 1147.0, 183.0, 36.0], 3DqjSOHTOn, 5653834]
[contact-info, [458.0, 1183.0, 183.0, 36.0], 3DqjSOHTOn, 5653834]
[figure-caption, [1205.0, 285.0, 142.0, 36.0], nASq5gxa2K, 5653834]
[figure-caption, [1205.0, 321.0, 142.0, 36.0], nASq5gxa2K, 5653834]
[figure-caption, [1205.0, 357.0, 142.0, 36.0], nASq5gxa2K, 5653834]
[figure-caption, [1205.0, 393.0, 142.0, 36.0], nASq5gxa2K, 5653834]
[figure-caption, [1205.0, 429.0, 142.0, 36.0], nASq5gxa2K, 5653834]
[footnote, [1383.0, 581.0, 86.0, 36.0], _4PHT1uZyF, 5653834]
[footnote, [1383.0, 617.0, 86.0, 36.0], _4PHT1uZyF, 5653834]
[footnote, [1383.0, 653.0, 86.0, 36.0], _4PHT1uZyF, 5653834]
[figure-caption, [1213.0, 603.0, 130.0, 36.0], m5yj9nDd4B, 5653834]
[figure-caption, [1213.0, 639.0, 130.0, 36.0], m5yj9nDd4B, 5653834]
[figure-caption, [1213.0, 675.0, 130.0, 36.0], m5yj9nDd4B, 5653834]
[figure-caption, [1213.0, 747.0, 130.0, 36.0], m5yj9nDd4B, 5653834]
[figure-caption, [1213.0, 783.0, 130.0, 36.0], m5yj9nDd4B, 5653834]
[figure-caption, [1213.0, 819.0, 130.0, 36.0], m5yj9nDd4B, 5653834]
