[792, 612]
[folio, [64.0, 30.0, 57.0, 18.0], BEmDZ81YY2, 6516240]
[headline, [98.0, 65.0, 405.0, 25.5], zFr1OWmfrp, 6516240]
[headline, [98.0, 90.5, 405.0, 25.5], zFr1OWmfrp, 6516240]
[headline, [98.0, 116.0, 405.0, 25.5], zFr1OWmfrp, 6516240]
[headline, [98.0, 141.5, 405.0, 25.5], zFr1OWmfrp, 6516240]
[headline, [98.0, 167.0, 405.0, 25.5], zFr1OWmfrp, 6516240]
[paragraph, [53.0, 215.0, 164.0, 18.0], vuktCJhegi, 6516240]
[paragraph, [53.0, 233.0, 164.0, 18.0], vuktCJhegi, 6516240]
[paragraph, [53.0, 251.0, 164.0, 18.0], vuktCJhegi, 6516240]
[paragraph, [53.0, 269.0, 164.0, 18.0], vuktCJhegi, 6516240]
[paragraph, [393.0, 215.0, 160.0, 18.0], NqIdzoqsTK, 6516240]
[paragraph, [393.0, 233.0, 160.0, 18.0], NqIdzoqsTK, 6516240]
[paragraph, [393.0, 251.0, 160.0, 18.0], NqIdzoqsTK, 6516240]
[paragraph, [393.0, 269.0, 160.0, 18.0], NqIdzoqsTK, 6516240]
[paragraph, [223.0, 217.0, 163.0, 18.0], rVoeTBC18B, 6516240]
[paragraph, [223.0, 235.0, 163.0, 18.0], rVoeTBC18B, 6516240]
[paragraph, [223.0, 253.0, 163.0, 18.0], rVoeTBC18B, 6516240]
[paragraph, [223.0, 271.0, 163.0, 18.0], rVoeTBC18B, 6516240]
[unordered-list, [224.0, 289.0, 162.0, 18.0], 3C1ow1a76z, 6516240]
[unordered-list, [224.0, 307.0, 162.0, 18.0], 3C1ow1a76z, 6516240]
[unordered-list, [224.0, 325.0, 162.0, 18.0], 3C1ow1a76z, 6516240]
[unordered-list, [224.0, 343.0, 162.0, 18.0], 3C1ow1a76z, 6516240]
[unordered-list, [224.0, 361.0, 162.0, 18.0], 3C1ow1a76z, 6516240]
[paragraph, [56.0, 302.0, 161.0, 18.0], jp8yk1QYhF, 6516240]
[paragraph, [56.0, 320.0, 161.0, 18.0], jp8yk1QYhF, 6516240]
[paragraph, [56.0, 338.0, 161.0, 18.0], jp8yk1QYhF, 6516240]
[paragraph, [56.0, 356.0, 161.0, 18.0], jp8yk1QYhF, 6516240]
[paragraph, [56.0, 374.0, 161.0, 18.0], jp8yk1QYhF, 6516240]
[paragraph, [56.0, 392.0, 161.0, 18.0], jp8yk1QYhF, 6516240]
[paragraph, [56.0, 410.0, 161.0, 18.0], jp8yk1QYhF, 6516240]
[paragraph, [56.0, 428.0, 161.0, 18.0], jp8yk1QYhF, 6516240]
[paragraph, [56.0, 446.0, 161.0, 18.0], jp8yk1QYhF, 6516240]
[paragraph, [56.0, 464.0, 161.0, 18.0], jp8yk1QYhF, 6516240]
[paragraph, [56.0, 482.0, 161.0, 18.0], jp8yk1QYhF, 6516240]
[paragraph, [392.0, 303.0, 161.0, 18.0], Ha0aVWxHBM, 6516240]
[paragraph, [392.0, 321.0, 161.0, 18.0], Ha0aVWxHBM, 6516240]
[paragraph, [392.0, 339.0, 161.0, 18.0], Ha0aVWxHBM, 6516240]
[paragraph, [392.0, 362.0, 161.0, 18.0], nMHXPbb8NQ, 6516240]
[paragraph, [392.0, 380.0, 161.0, 18.0], nMHXPbb8NQ, 6516240]
[paragraph, [392.0, 398.0, 161.0, 18.0], nMHXPbb8NQ, 6516240]
[paragraph, [223.0, 396.0, 162.0, 18.0], 4u4AXJGAjc, 6516240]
[paragraph, [223.0, 414.0, 162.0, 18.0], 4u4AXJGAjc, 6516240]
[paragraph, [223.0, 432.0, 162.0, 18.0], 4u4AXJGAjc, 6516240]
[paragraph, [223.0, 450.0, 162.0, 18.0], 4u4AXJGAjc, 6516240]
[paragraph, [223.0, 468.0, 162.0, 18.0], 4u4AXJGAjc, 6516240]
[paragraph, [223.0, 486.0, 162.0, 18.0], 4u4AXJGAjc, 6516240]
[paragraph, [393.0, 424.0, 162.0, 18.0], 6CuuzYpcpA, 6516240]
[paragraph, [393.0, 442.0, 162.0, 18.0], 6CuuzYpcpA, 6516240]
[paragraph, [393.0, 460.0, 162.0, 18.0], 6CuuzYpcpA, 6516240]
[paragraph, [393.0, 478.0, 162.0, 18.0], 6CuuzYpcpA, 6516240]
[paragraph, [393.0, 496.0, 162.0, 18.0], 6CuuzYpcpA, 6516240]
