[679, 512]
[paragraph, [58.0, 46.0, 404.0, 18.0], FBLLeJZ-aL, 6494928]
[paragraph, [58.0, 64.0, 404.0, 18.0], FBLLeJZ-aL, 6494928]
[ordered-list, [80.0, 97.0, 394.0, 18.0], RvOkb9z3c_, 6494928]
[ordered-list, [80.0, 115.0, 394.0, 18.0], RvOkb9z3c_, 6494928]
[ordered-list, [80.0, 133.0, 394.0, 18.0], RvOkb9z3c_, 6494928]
[ordered-list, [80.0, 151.0, 394.0, 18.0], RvOkb9z3c_, 6494928]
[ordered-list, [80.0, 169.0, 394.0, 18.0], RvOkb9z3c_, 6494928]
[ordered-list, [80.0, 187.0, 394.0, 18.0], RvOkb9z3c_, 6494928]
[ordered-list, [80.0, 205.0, 394.0, 18.0], RvOkb9z3c_, 6494928]
[ordered-list, [80.0, 223.0, 394.0, 18.0], RvOkb9z3c_, 6494928]
[ordered-list, [80.0, 241.0, 394.0, 18.0], RvOkb9z3c_, 6494928]
[ordered-list, [80.0, 259.0, 394.0, 18.0], RvOkb9z3c_, 6494928]
[ordered-list, [80.0, 277.0, 394.0, 18.0], RvOkb9z3c_, 6494928]
[ordered-list, [80.0, 295.0, 394.0, 18.0], RvOkb9z3c_, 6494928]
[sub-ordered-list, [113.0, 125.0, 347.0, 18.0], zuLHdiuM8E, 6494928]
[sub-ordered-list, [113.0, 143.0, 347.0, 18.0], zuLHdiuM8E, 6494928]
[sub-ordered-list, [113.0, 161.0, 347.0, 18.0], zuLHdiuM8E, 6494928]
[sub-ordered-list, [113.0, 179.0, 347.0, 18.0], zuLHdiuM8E, 6494928]
[sub-ordered-list, [113.0, 197.0, 347.0, 18.0], zuLHdiuM8E, 6494928]
[sub-ordered-list, [113.0, 246.0, 336.0, 18.0], Xr4Lezi6s3, 6494928]
[sub-ordered-list, [113.0, 264.0, 336.0, 18.0], Xr4Lezi6s3, 6494928]
[sub-ordered-list, [113.0, 282.0, 336.0, 18.0], Xr4Lezi6s3, 6494928]
[sub-ordered-list, [113.0, 300.0, 336.0, 18.0], Xr4Lezi6s3, 6494928]
[ordered-list, [58.0, 324.0, 391.0, 18.0], njOEFCCqOT, 6494928]
[ordered-list, [56.0, 368.0, 419.0, 18.0], e7VnpY83DY, 6494928]
[ordered-list, [56.0, 386.0, 419.0, 18.0], e7VnpY83DY, 6494928]
[ordered-list, [56.0, 404.0, 419.0, 18.0], e7VnpY83DY, 6494928]
[ordered-list, [56.0, 422.0, 419.0, 18.0], e7VnpY83DY, 6494928]
[ordered-list, [56.0, 440.0, 419.0, 18.0], e7VnpY83DY, 6494928]
[ordered-list, [56.0, 458.0, 419.0, 18.0], e7VnpY83DY, 6494928]
[ordered-list, [56.0, 476.0, 419.0, 18.0], e7VnpY83DY, 6494928]
[ordered-list, [56.0, 494.0, 419.0, 18.0], e7VnpY83DY, 6494928]
[ordered-list, [56.0, 512.0, 419.0, 18.0], e7VnpY83DY, 6494928]
[ordered-list, [56.0, 530.0, 419.0, 18.0], e7VnpY83DY, 6494928]
[ordered-list, [56.0, 548.0, 419.0, 18.0], e7VnpY83DY, 6494928]
[ordered-list, [56.0, 566.0, 419.0, 18.0], e7VnpY83DY, 6494928]
[ordered-list, [56.0, 584.0, 419.0, 18.0], e7VnpY83DY, 6494928]
[sub-ordered-list, [87.0, 384.0, 378.0, 18.0], 5HeumJxWcv, 6494928]
[sub-ordered-list, [87.0, 402.0, 378.0, 18.0], 5HeumJxWcv, 6494928]
[sub-ordered-list, [87.0, 420.0, 378.0, 18.0], 5HeumJxWcv, 6494928]
[sub-ordered-list, [87.0, 438.0, 378.0, 18.0], 5HeumJxWcv, 6494928]
[sub-ordered-list, [87.0, 456.0, 378.0, 18.0], 5HeumJxWcv, 6494928]
[sub-ordered-list, [87.0, 474.0, 378.0, 18.0], 5HeumJxWcv, 6494928]
[sub-ordered-list, [87.0, 492.0, 378.0, 18.0], 5HeumJxWcv, 6494928]
[sub-ordered-list, [87.0, 510.0, 378.0, 18.0], 5HeumJxWcv, 6494928]
[sub-ordered-list, [87.0, 528.0, 378.0, 18.0], 5HeumJxWcv, 6494928]
[sub-ordered-list, [87.0, 546.0, 378.0, 18.0], 5HeumJxWcv, 6494928]
[sub-ordered-list, [87.0, 564.0, 378.0, 18.0], 5HeumJxWcv, 6494928]
[sub-ordered-list, [87.0, 582.0, 378.0, 18.0], 5HeumJxWcv, 6494928]
[subsub-ordered-list, [109.0, 461.0, 354.0, 18.0], qQX0DCuSXS, 6494928]
[subsub-ordered-list, [109.0, 479.0, 354.0, 18.0], qQX0DCuSXS, 6494928]
[subsub-ordered-list, [109.0, 497.0, 354.0, 18.0], qQX0DCuSXS, 6494928]
[subsub-ordered-list, [109.0, 515.0, 354.0, 18.0], qQX0DCuSXS, 6494928]
[subsub-ordered-list, [109.0, 533.0, 354.0, 18.0], qQX0DCuSXS, 6494928]
[subsub-ordered-list, [109.0, 551.0, 354.0, 18.0], qQX0DCuSXS, 6494928]
[subsub-ordered-list, [109.0, 569.0, 354.0, 18.0], qQX0DCuSXS, 6494928]
[subsub-ordered-list, [109.0, 587.0, 354.0, 18.0], qQX0DCuSXS, 6494928]
[folio, [160.0, 620.0, 168.0, 18.0], RXahU7FcBZ, 6494928]
