[1755, 1241]
[section-title, [249.0, 126.0, 811.0, 49.5], shoonya_0sVEED03WNQLOY, 5781092]
[paragraph, [151.0, 202.0, 1002.0, 36.0], hcMsbKGNY7, 5781092]
[paragraph, [151.0, 238.0, 1002.0, 36.0], hcMsbKGNY7, 5781092]
[paragraph, [151.0, 274.0, 1002.0, 36.0], hcMsbKGNY7, 5781092]
[paragraph, [151.0, 310.0, 1002.0, 36.0], hcMsbKGNY7, 5781092]
[paragraph, [151.0, 346.0, 1002.0, 36.0], hcMsbKGNY7, 5781092]
[paragraph, [151.0, 382.0, 1002.0, 36.0], hcMsbKGNY7, 5781092]
[paragraph, [151.0, 418.0, 1002.0, 36.0], hcMsbKGNY7, 5781092]
[paragraph, [151.0, 454.0, 1002.0, 36.0], hcMsbKGNY7, 5781092]
[paragraph, [151.0, 490.0, 1002.0, 36.0], hcMsbKGNY7, 5781092]
[paragraph, [151.0, 526.0, 1002.0, 36.0], hcMsbKGNY7, 5781092]
[paragraph, [151.0, 562.0, 1002.0, 36.0], hcMsbKGNY7, 5781092]
[paragraph, [151.0, 598.0, 1002.0, 36.0], hcMsbKGNY7, 5781092]
[paragraph, [151.0, 634.0, 1002.0, 36.0], hcMsbKGNY7, 5781092]
[paragraph, [151.0, 670.0, 1002.0, 36.0], hcMsbKGNY7, 5781092]
[paragraph, [151.0, 706.0, 1002.0, 36.0], hcMsbKGNY7, 5781092]
[paragraph, [151.0, 742.0, 1002.0, 36.0], hcMsbKGNY7, 5781092]
[paragraph, [151.0, 778.0, 1002.0, 36.0], hcMsbKGNY7, 5781092]
[paragraph, [151.0, 814.0, 1002.0, 36.0], hcMsbKGNY7, 5781092]
[paragraph, [151.0, 850.0, 1002.0, 36.0], hcMsbKGNY7, 5781092]
[paragraph, [151.0, 886.0, 1002.0, 36.0], hcMsbKGNY7, 5781092]
[paragraph, [147.0, 980.0, 1015.0, 36.0], YOeom-JdS6, 5781092]
[paragraph, [147.0, 1016.0, 1015.0, 36.0], YOeom-JdS6, 5781092]
[paragraph, [147.0, 1052.0, 1015.0, 36.0], YOeom-JdS6, 5781092]
[paragraph, [147.0, 1088.0, 1015.0, 36.0], YOeom-JdS6, 5781092]
[paragraph, [147.0, 1124.0, 1015.0, 36.0], YOeom-JdS6, 5781092]
[paragraph, [147.0, 1160.0, 1015.0, 36.0], YOeom-JdS6, 5781092]
[paragraph, [147.0, 1196.0, 1015.0, 36.0], YOeom-JdS6, 5781092]
[paragraph, [147.0, 1232.0, 1015.0, 36.0], YOeom-JdS6, 5781092]
[paragraph, [147.0, 1268.0, 1015.0, 36.0], YOeom-JdS6, 5781092]
[paragraph, [147.0, 1304.0, 1015.0, 36.0], YOeom-JdS6, 5781092]
[paragraph, [147.0, 1340.0, 1015.0, 36.0], YOeom-JdS6, 5781092]
[paragraph, [147.0, 1376.0, 1015.0, 36.0], YOeom-JdS6, 5781092]
[paragraph, [147.0, 1412.0, 1015.0, 36.0], YOeom-JdS6, 5781092]
[paragraph, [147.0, 1448.0, 1015.0, 36.0], YOeom-JdS6, 5781092]
[paragraph, [147.0, 1484.0, 1015.0, 36.0], YOeom-JdS6, 5781092]
[paragraph, [147.0, 1520.0, 1015.0, 36.0], YOeom-JdS6, 5781092]
