[1684, 1191]
[folio, [391.0, 95.0, 413.0, 36.0], u--blfsL7E, 6464541]
[paragraph, [75.0, 180.0, 1033.0, 36.0], t8M0AUVhKY, 6464541]
[paragraph, [75.0, 216.0, 1033.0, 36.0], t8M0AUVhKY, 6464541]
[paragraph, [75.0, 252.0, 1033.0, 36.0], t8M0AUVhKY, 6464541]
[paragraph, [75.0, 288.0, 1033.0, 36.0], t8M0AUVhKY, 6464541]
[paragraph, [75.0, 324.0, 1033.0, 36.0], t8M0AUVhKY, 6464541]
[paragraph, [75.0, 360.0, 1033.0, 36.0], t8M0AUVhKY, 6464541]
[paragraph, [75.0, 396.0, 1033.0, 36.0], t8M0AUVhKY, 6464541]
[paragraph, [75.0, 432.0, 1033.0, 36.0], t8M0AUVhKY, 6464541]
[paragraph, [75.0, 468.0, 1033.0, 36.0], t8M0AUVhKY, 6464541]
[paragraph, [75.0, 504.0, 1033.0, 36.0], t8M0AUVhKY, 6464541]
[paragraph, [75.0, 540.0, 1033.0, 36.0], t8M0AUVhKY, 6464541]
[paragraph, [75.0, 576.0, 1033.0, 36.0], t8M0AUVhKY, 6464541]
[paragraph, [75.0, 612.0, 1033.0, 36.0], t8M0AUVhKY, 6464541]
[paragraph, [75.0, 648.0, 1033.0, 36.0], t8M0AUVhKY, 6464541]
[paragraph, [75.0, 684.0, 1033.0, 36.0], t8M0AUVhKY, 6464541]
[paragraph, [75.0, 720.0, 1033.0, 36.0], t8M0AUVhKY, 6464541]
[paragraph, [75.0, 756.0, 1033.0, 36.0], t8M0AUVhKY, 6464541]
[paragraph, [75.0, 792.0, 1033.0, 36.0], t8M0AUVhKY, 6464541]
[paragraph, [75.0, 828.0, 1033.0, 36.0], t8M0AUVhKY, 6464541]
[paragraph, [75.0, 864.0, 1033.0, 36.0], t8M0AUVhKY, 6464541]
[section-title, [427.0, 976.0, 317.0, 49.5], jzHPnZvoUV, 6464541]
[paragraph, [87.0, 1035.0, 1015.0, 36.0], y6Mjeiq8pA, 6464541]
[paragraph, [87.0, 1071.0, 1015.0, 36.0], y6Mjeiq8pA, 6464541]
[paragraph, [87.0, 1107.0, 1015.0, 36.0], y6Mjeiq8pA, 6464541]
[paragraph, [87.0, 1143.0, 1015.0, 36.0], y6Mjeiq8pA, 6464541]
[paragraph, [86.0, 1201.0, 1019.0, 36.0], -0f1m6oVib, 6464541]
[paragraph, [86.0, 1237.0, 1019.0, 36.0], -0f1m6oVib, 6464541]
[paragraph, [86.0, 1273.0, 1019.0, 36.0], -0f1m6oVib, 6464541]
[paragraph, [86.0, 1309.0, 1019.0, 36.0], -0f1m6oVib, 6464541]
[paragraph, [86.0, 1345.0, 1019.0, 36.0], -0f1m6oVib, 6464541]
[paragraph, [86.0, 1381.0, 1019.0, 36.0], -0f1m6oVib, 6464541]
[paragraph, [86.0, 1417.0, 1019.0, 36.0], -0f1m6oVib, 6464541]
