[2339, 1653]
[headline, [326.0, 115.0, 830.0, 67.5], D4aPstmocm, 5752175]
[paragraph, [334.0, 235.0, 851.0, 36.0], psF3sewFIS, 5752175]
[paragraph, [334.0, 271.0, 851.0, 36.0], psF3sewFIS, 5752175]
[paragraph, [334.0, 307.0, 851.0, 36.0], psF3sewFIS, 5752175]
[paragraph, [334.0, 343.0, 851.0, 36.0], psF3sewFIS, 5752175]
[paragraph, [334.0, 379.0, 851.0, 36.0], psF3sewFIS, 5752175]
[paragraph, [334.0, 415.0, 851.0, 36.0], psF3sewFIS, 5752175]
[paragraph, [334.0, 451.0, 851.0, 36.0], psF3sewFIS, 5752175]
[paragraph, [334.0, 487.0, 851.0, 36.0], psF3sewFIS, 5752175]
[paragraph, [334.0, 523.0, 851.0, 36.0], psF3sewFIS, 5752175]
[paragraph, [334.0, 559.0, 851.0, 36.0], psF3sewFIS, 5752175]
[paragraph, [334.0, 595.0, 851.0, 36.0], psF3sewFIS, 5752175]
[paragraph, [334.0, 631.0, 851.0, 36.0], psF3sewFIS, 5752175]
[paragraph, [334.0, 667.0, 851.0, 36.0], psF3sewFIS, 5752175]
[paragraph, [334.0, 703.0, 851.0, 36.0], psF3sewFIS, 5752175]
[paragraph, [334.0, 739.0, 851.0, 36.0], psF3sewFIS, 5752175]
[paragraph, [334.0, 775.0, 851.0, 36.0], psF3sewFIS, 5752175]
[paragraph, [334.0, 811.0, 851.0, 36.0], psF3sewFIS, 5752175]
[paragraph, [334.0, 847.0, 851.0, 36.0], psF3sewFIS, 5752175]
[paragraph, [334.0, 883.0, 851.0, 36.0], psF3sewFIS, 5752175]
[paragraph, [334.0, 919.0, 851.0, 36.0], psF3sewFIS, 5752175]
[paragraph, [334.0, 955.0, 851.0, 36.0], psF3sewFIS, 5752175]
[paragraph, [334.0, 991.0, 851.0, 36.0], psF3sewFIS, 5752175]
[paragraph, [334.0, 1027.0, 851.0, 36.0], psF3sewFIS, 5752175]
[paragraph, [334.0, 1063.0, 851.0, 36.0], psF3sewFIS, 5752175]
[paragraph, [334.0, 1099.0, 851.0, 36.0], psF3sewFIS, 5752175]
[paragraph, [334.0, 1135.0, 851.0, 36.0], psF3sewFIS, 5752175]
[paragraph, [334.0, 1171.0, 851.0, 36.0], psF3sewFIS, 5752175]
[paragraph, [334.0, 1207.0, 851.0, 36.0], psF3sewFIS, 5752175]
[paragraph, [334.0, 1243.0, 851.0, 36.0], psF3sewFIS, 5752175]
[paragraph, [334.0, 1279.0, 851.0, 36.0], psF3sewFIS, 5752175]
[paragraph, [334.0, 1315.0, 851.0, 36.0], psF3sewFIS, 5752175]
[paragraph, [334.0, 1351.0, 851.0, 36.0], psF3sewFIS, 5752175]
[paragraph, [334.0, 1387.0, 851.0, 36.0], psF3sewFIS, 5752175]
[paragraph, [334.0, 1423.0, 851.0, 36.0], psF3sewFIS, 5752175]
[paragraph, [334.0, 1459.0, 851.0, 36.0], psF3sewFIS, 5752175]
[paragraph, [334.0, 1495.0, 851.0, 36.0], psF3sewFIS, 5752175]
[paragraph, [334.0, 1531.0, 851.0, 36.0], psF3sewFIS, 5752175]
[paragraph, [334.0, 1567.0, 851.0, 36.0], psF3sewFIS, 5752175]
[paragraph, [334.0, 1603.0, 851.0, 36.0], psF3sewFIS, 5752175]
[paragraph, [334.0, 1639.0, 851.0, 36.0], psF3sewFIS, 5752175]
[paragraph, [334.0, 1675.0, 851.0, 36.0], psF3sewFIS, 5752175]
[paragraph, [334.0, 1711.0, 851.0, 36.0], psF3sewFIS, 5752175]
[paragraph, [334.0, 1747.0, 851.0, 36.0], psF3sewFIS, 5752175]
[paragraph, [334.0, 1783.0, 851.0, 36.0], psF3sewFIS, 5752175]
[paragraph, [334.0, 1819.0, 851.0, 36.0], psF3sewFIS, 5752175]
[author, [1062.0, 1917.0, 443.0, 36.0], shoonya_2sXAZOYQ337DJ5, 5752175]
[author, [1062.0, 1953.0, 443.0, 36.0], shoonya_2sXAZOYQ337DJ5, 5752175]
