[792, 612]
[paragraph, [76.0, 6.0, 148.0, 18.0], dSWtI84fNM, 6516361]
[paragraph, [76.0, 24.0, 148.0, 18.0], dSWtI84fNM, 6516361]
[paragraph, [76.0, 42.0, 148.0, 18.0], dSWtI84fNM, 6516361]
[paragraph, [76.0, 60.0, 148.0, 18.0], dSWtI84fNM, 6516361]
[paragraph, [76.0, 78.0, 148.0, 18.0], dSWtI84fNM, 6516361]
[paragraph, [76.0, 96.0, 148.0, 18.0], dSWtI84fNM, 6516361]
[paragraph, [76.0, 114.0, 148.0, 18.0], dSWtI84fNM, 6516361]
[paragraph, [76.0, 132.0, 148.0, 18.0], dSWtI84fNM, 6516361]
[paragraph, [76.0, 150.0, 148.0, 18.0], dSWtI84fNM, 6516361]
[paragraph, [76.0, 168.0, 148.0, 18.0], dSWtI84fNM, 6516361]
[paragraph, [76.0, 186.0, 148.0, 18.0], dSWtI84fNM, 6516361]
[paragraph, [76.0, 204.0, 148.0, 18.0], dSWtI84fNM, 6516361]
[paragraph, [76.0, 222.0, 148.0, 18.0], dSWtI84fNM, 6516361]
[paragraph, [76.0, 240.0, 148.0, 18.0], dSWtI84fNM, 6516361]
[paragraph, [76.0, 258.0, 148.0, 18.0], dSWtI84fNM, 6516361]
[paragraph, [233.0, 207.0, 149.0, 18.0], UY6ya-i21z, 6516361]
[paragraph, [233.0, 225.0, 149.0, 18.0], UY6ya-i21z, 6516361]
[paragraph, [233.0, 243.0, 149.0, 18.0], UY6ya-i21z, 6516361]
[paragraph, [233.0, 261.0, 149.0, 18.0], UY6ya-i21z, 6516361]
[paragraph, [233.0, 279.0, 149.0, 18.0], UY6ya-i21z, 6516361]
[paragraph, [233.0, 297.0, 149.0, 18.0], UY6ya-i21z, 6516361]
[paragraph, [233.0, 315.0, 149.0, 18.0], UY6ya-i21z, 6516361]
[paragraph, [233.0, 333.0, 149.0, 18.0], UY6ya-i21z, 6516361]
[paragraph, [233.0, 351.0, 149.0, 18.0], UY6ya-i21z, 6516361]
[paragraph, [233.0, 369.0, 149.0, 18.0], UY6ya-i21z, 6516361]
[paragraph, [233.0, 387.0, 149.0, 18.0], UY6ya-i21z, 6516361]
[paragraph, [233.0, 405.0, 149.0, 18.0], UY6ya-i21z, 6516361]
[paragraph, [233.0, 423.0, 149.0, 18.0], UY6ya-i21z, 6516361]
[paragraph, [233.0, 441.0, 149.0, 18.0], UY6ya-i21z, 6516361]
[paragraph, [388.0, 208.0, 148.0, 18.0], eIbpgD9oC9, 6516361]
[paragraph, [388.0, 226.0, 148.0, 18.0], eIbpgD9oC9, 6516361]
[paragraph, [388.0, 244.0, 148.0, 18.0], eIbpgD9oC9, 6516361]
[paragraph, [388.0, 262.0, 148.0, 18.0], eIbpgD9oC9, 6516361]
[paragraph, [388.0, 280.0, 148.0, 18.0], eIbpgD9oC9, 6516361]
[paragraph, [388.0, 298.0, 148.0, 18.0], eIbpgD9oC9, 6516361]
[paragraph, [388.0, 316.0, 148.0, 18.0], eIbpgD9oC9, 6516361]
[paragraph, [388.0, 334.0, 148.0, 18.0], eIbpgD9oC9, 6516361]
[paragraph, [388.0, 352.0, 148.0, 18.0], eIbpgD9oC9, 6516361]
[paragraph, [388.0, 370.0, 148.0, 18.0], eIbpgD9oC9, 6516361]
[paragraph, [75.0, 282.0, 149.0, 18.0], h_gtbOf9Gy, 6516361]
[paragraph, [75.0, 300.0, 149.0, 18.0], h_gtbOf9Gy, 6516361]
[paragraph, [75.0, 318.0, 149.0, 18.0], h_gtbOf9Gy, 6516361]
[paragraph, [75.0, 336.0, 149.0, 18.0], h_gtbOf9Gy, 6516361]
[paragraph, [75.0, 354.0, 149.0, 18.0], h_gtbOf9Gy, 6516361]
[paragraph, [75.0, 372.0, 149.0, 18.0], h_gtbOf9Gy, 6516361]
[paragraph, [75.0, 390.0, 149.0, 18.0], h_gtbOf9Gy, 6516361]
[paragraph, [75.0, 408.0, 149.0, 18.0], h_gtbOf9Gy, 6516361]
[paragraph, [75.0, 426.0, 149.0, 18.0], h_gtbOf9Gy, 6516361]
[paragraph, [75.0, 444.0, 149.0, 18.0], h_gtbOf9Gy, 6516361]
[paragraph, [75.0, 462.0, 149.0, 18.0], h_gtbOf9Gy, 6516361]
[paragraph, [75.0, 480.0, 149.0, 18.0], h_gtbOf9Gy, 6516361]
[paragraph, [75.0, 498.0, 149.0, 18.0], h_gtbOf9Gy, 6516361]
[paragraph, [75.0, 516.0, 149.0, 18.0], h_gtbOf9Gy, 6516361]
[paragraph, [75.0, 534.0, 149.0, 18.0], h_gtbOf9Gy, 6516361]
[paragraph, [75.0, 552.0, 149.0, 18.0], h_gtbOf9Gy, 6516361]
[paragraph, [75.0, 570.0, 149.0, 18.0], h_gtbOf9Gy, 6516361]
[paragraph, [388.0, 411.0, 145.0, 18.0], 8c1JuObtnz, 6516361]
[paragraph, [388.0, 429.0, 145.0, 18.0], 8c1JuObtnz, 6516361]
[paragraph, [388.0, 447.0, 145.0, 18.0], 8c1JuObtnz, 6516361]
[paragraph, [388.0, 465.0, 145.0, 18.0], 8c1JuObtnz, 6516361]
[paragraph, [388.0, 483.0, 145.0, 18.0], 8c1JuObtnz, 6516361]
[paragraph, [388.0, 501.0, 145.0, 18.0], 8c1JuObtnz, 6516361]
[paragraph, [388.0, 519.0, 145.0, 18.0], 8c1JuObtnz, 6516361]
[paragraph, [388.0, 537.0, 145.0, 18.0], 8c1JuObtnz, 6516361]
[paragraph, [388.0, 555.0, 145.0, 18.0], 8c1JuObtnz, 6516361]
[paragraph, [388.0, 573.0, 145.0, 18.0], 8c1JuObtnz, 6516361]
[paragraph, [388.0, 591.0, 145.0, 18.0], 8c1JuObtnz, 6516361]
[paragraph, [232.0, 468.0, 147.0, 18.0], p0bUBolOpQ, 6516361]
[paragraph, [232.0, 486.0, 147.0, 18.0], p0bUBolOpQ, 6516361]
[paragraph, [232.0, 504.0, 147.0, 18.0], p0bUBolOpQ, 6516361]
[paragraph, [232.0, 522.0, 147.0, 18.0], p0bUBolOpQ, 6516361]
[paragraph, [232.0, 540.0, 147.0, 18.0], p0bUBolOpQ, 6516361]
[paragraph, [232.0, 558.0, 147.0, 18.0], p0bUBolOpQ, 6516361]
[paragraph, [232.0, 576.0, 147.0, 18.0], p0bUBolOpQ, 6516361]
[paragraph, [232.0, 594.0, 147.0, 18.0], p0bUBolOpQ, 6516361]
