[2339, 1656]
[paragraph, [189.0, 199.0, 1280.0, 36.0], shoonya_2sRAALZPVFIRBV, 5730971]
[paragraph, [189.0, 235.0, 1280.0, 36.0], shoonya_2sRAALZPVFIRBV, 5730971]
[paragraph, [189.0, 271.0, 1280.0, 36.0], shoonya_2sRAALZPVFIRBV, 5730971]
[paragraph, [189.0, 307.0, 1280.0, 36.0], shoonya_2sRAALZPVFIRBV, 5730971]
[paragraph, [189.0, 343.0, 1280.0, 36.0], shoonya_2sRAALZPVFIRBV, 5730971]
[paragraph, [189.0, 379.0, 1280.0, 36.0], shoonya_2sRAALZPVFIRBV, 5730971]
[paragraph, [189.0, 415.0, 1280.0, 36.0], shoonya_2sRAALZPVFIRBV, 5730971]
[paragraph, [189.0, 451.0, 1280.0, 36.0], shoonya_2sRAALZPVFIRBV, 5730971]
[paragraph, [189.0, 487.0, 1280.0, 36.0], shoonya_2sRAALZPVFIRBV, 5730971]
[paragraph, [189.0, 523.0, 1280.0, 36.0], shoonya_2sRAALZPVFIRBV, 5730971]
[paragraph, [189.0, 559.0, 1280.0, 36.0], shoonya_2sRAALZPVFIRBV, 5730971]
[paragraph, [189.0, 595.0, 1280.0, 36.0], shoonya_2sRAALZPVFIRBV, 5730971]
[paragraph, [189.0, 631.0, 1280.0, 36.0], shoonya_2sRAALZPVFIRBV, 5730971]
[paragraph, [189.0, 667.0, 1280.0, 36.0], shoonya_2sRAALZPVFIRBV, 5730971]
[paragraph, [189.0, 703.0, 1280.0, 36.0], shoonya_2sRAALZPVFIRBV, 5730971]
[paragraph, [189.0, 739.0, 1280.0, 36.0], shoonya_2sRAALZPVFIRBV, 5730971]
[paragraph, [189.0, 775.0, 1280.0, 36.0], shoonya_2sRAALZPVFIRBV, 5730971]
[paragraph, [189.0, 811.0, 1280.0, 36.0], shoonya_2sRAALZPVFIRBV, 5730971]
[paragraph, [183.0, 902.0, 1275.0, 36.0], shoonya_1sENGHH2ACJPVO, 5730971]
[paragraph, [183.0, 938.0, 1275.0, 36.0], shoonya_1sENGHH2ACJPVO, 5730971]
[paragraph, [183.0, 974.0, 1275.0, 36.0], shoonya_1sENGHH2ACJPVO, 5730971]
[paragraph, [183.0, 1010.0, 1275.0, 36.0], shoonya_1sENGHH2ACJPVO, 5730971]
[paragraph, [183.0, 1046.0, 1275.0, 36.0], shoonya_1sENGHH2ACJPVO, 5730971]
[paragraph, [183.0, 1082.0, 1275.0, 36.0], shoonya_1sENGHH2ACJPVO, 5730971]
[paragraph, [183.0, 1118.0, 1275.0, 36.0], shoonya_1sENGHH2ACJPVO, 5730971]
[paragraph, [183.0, 1154.0, 1275.0, 36.0], shoonya_1sENGHH2ACJPVO, 5730971]
[paragraph, [183.0, 1190.0, 1275.0, 36.0], shoonya_1sENGHH2ACJPVO, 5730971]
[paragraph, [186.0, 1292.0, 1269.0, 36.0], shoonya_0sEWCBESPZMA8A, 5730971]
[paragraph, [186.0, 1328.0, 1269.0, 36.0], shoonya_0sEWCBESPZMA8A, 5730971]
[paragraph, [186.0, 1364.0, 1269.0, 36.0], shoonya_0sEWCBESPZMA8A, 5730971]
[paragraph, [186.0, 1400.0, 1269.0, 36.0], shoonya_0sEWCBESPZMA8A, 5730971]
[paragraph, [186.0, 1436.0, 1269.0, 36.0], shoonya_0sEWCBESPZMA8A, 5730971]
[paragraph, [186.0, 1472.0, 1269.0, 36.0], shoonya_0sEWCBESPZMA8A, 5730971]
[paragraph, [186.0, 1508.0, 1269.0, 36.0], shoonya_0sEWCBESPZMA8A, 5730971]
[paragraph, [186.0, 1544.0, 1269.0, 36.0], shoonya_0sEWCBESPZMA8A, 5730971]
[paragraph, [186.0, 1580.0, 1269.0, 36.0], shoonya_0sEWCBESPZMA8A, 5730971]
[paragraph, [186.0, 1616.0, 1269.0, 36.0], shoonya_0sEWCBESPZMA8A, 5730971]
[paragraph, [186.0, 1652.0, 1269.0, 36.0], shoonya_0sEWCBESPZMA8A, 5730971]
[paragraph, [186.0, 1688.0, 1269.0, 36.0], shoonya_0sEWCBESPZMA8A, 5730971]
[paragraph, [186.0, 1724.0, 1269.0, 36.0], shoonya_0sEWCBESPZMA8A, 5730971]
[paragraph, [186.0, 1760.0, 1269.0, 36.0], shoonya_0sEWCBESPZMA8A, 5730971]
[paragraph, [186.0, 1796.0, 1269.0, 36.0], shoonya_0sEWCBESPZMA8A, 5730971]
[paragraph, [186.0, 1832.0, 1269.0, 36.0], shoonya_0sEWCBESPZMA8A, 5730971]
[paragraph, [186.0, 1910.0, 1277.0, 36.0], shoonya_3s49UNL36A3EM6, 5730971]
[paragraph, [186.0, 1946.0, 1277.0, 36.0], shoonya_3s49UNL36A3EM6, 5730971]
[paragraph, [186.0, 1982.0, 1277.0, 36.0], shoonya_3s49UNL36A3EM6, 5730971]
[paragraph, [186.0, 2018.0, 1277.0, 36.0], shoonya_3s49UNL36A3EM6, 5730971]
