[2150, 1329]
[folio, [434.0, 154.0, 442.0, 36.0], Mdzm__wsA7, 5691489]
[folio, [434.0, 190.0, 442.0, 36.0], Mdzm__wsA7, 5691489]
[folio, [169.0, 155.0, 182.0, 36.0], wsDu_VVxZi, 5691489]
[paragraph, [371.0, 245.0, 549.0, 36.0], shoonya_2sX73VV2J8XOJN, 5691489]
[paragraph, [371.0, 281.0, 549.0, 36.0], shoonya_2sX73VV2J8XOJN, 5691489]
[paragraph, [371.0, 317.0, 549.0, 36.0], shoonya_2sX73VV2J8XOJN, 5691489]
[paragraph, [371.0, 353.0, 549.0, 36.0], shoonya_2sX73VV2J8XOJN, 5691489]
[paragraph, [370.0, 420.0, 554.0, 36.0], shoonya_1s9RTJTYYX2JCG, 5691489]
[paragraph, [370.0, 456.0, 554.0, 36.0], shoonya_1s9RTJTYYX2JCG, 5691489]
[paragraph, [370.0, 492.0, 554.0, 36.0], shoonya_1s9RTJTYYX2JCG, 5691489]
[paragraph, [370.0, 528.0, 554.0, 36.0], shoonya_1s9RTJTYYX2JCG, 5691489]
[paragraph, [370.0, 564.0, 554.0, 36.0], shoonya_1s9RTJTYYX2JCG, 5691489]
[paragraph, [370.0, 600.0, 554.0, 36.0], shoonya_1s9RTJTYYX2JCG, 5691489]
[paragraph, [370.0, 636.0, 554.0, 36.0], shoonya_1s9RTJTYYX2JCG, 5691489]
[paragraph, [370.0, 672.0, 554.0, 36.0], shoonya_1s9RTJTYYX2JCG, 5691489]
[paragraph, [370.0, 708.0, 554.0, 36.0], shoonya_1s9RTJTYYX2JCG, 5691489]
[paragraph, [370.0, 744.0, 554.0, 36.0], shoonya_1s9RTJTYYX2JCG, 5691489]
[paragraph, [370.0, 780.0, 554.0, 36.0], shoonya_1s9RTJTYYX2JCG, 5691489]
[paragraph, [370.0, 816.0, 554.0, 36.0], shoonya_1s9RTJTYYX2JCG, 5691489]
[paragraph, [370.0, 852.0, 554.0, 36.0], shoonya_1s9RTJTYYX2JCG, 5691489]
[paragraph, [370.0, 888.0, 554.0, 36.0], shoonya_1s9RTJTYYX2JCG, 5691489]
[paragraph, [370.0, 924.0, 554.0, 36.0], shoonya_1s9RTJTYYX2JCG, 5691489]
[paragraph, [370.0, 960.0, 554.0, 36.0], shoonya_1s9RTJTYYX2JCG, 5691489]
[paragraph, [370.0, 996.0, 554.0, 36.0], shoonya_1s9RTJTYYX2JCG, 5691489]
[paragraph, [370.0, 1032.0, 554.0, 36.0], shoonya_1s9RTJTYYX2JCG, 5691489]
[paragraph, [370.0, 1068.0, 554.0, 36.0], shoonya_1s9RTJTYYX2JCG, 5691489]
[paragraph, [370.0, 1104.0, 554.0, 36.0], shoonya_1s9RTJTYYX2JCG, 5691489]
[paragraph, [370.0, 1170.0, 591.0, 36.0], shoonya_0sT2HOW508JPA0, 5691489]
[paragraph, [370.0, 1206.0, 591.0, 36.0], shoonya_0sT2HOW508JPA0, 5691489]
[paragraph, [370.0, 1242.0, 591.0, 36.0], shoonya_0sT2HOW508JPA0, 5691489]
[paragraph, [370.0, 1278.0, 591.0, 36.0], shoonya_0sT2HOW508JPA0, 5691489]
[paragraph, [370.0, 1314.0, 591.0, 36.0], shoonya_0sT2HOW508JPA0, 5691489]
[paragraph, [370.0, 1350.0, 591.0, 36.0], shoonya_0sT2HOW508JPA0, 5691489]
[paragraph, [370.0, 1386.0, 591.0, 36.0], shoonya_0sT2HOW508JPA0, 5691489]
[paragraph, [370.0, 1422.0, 591.0, 36.0], shoonya_0sT2HOW508JPA0, 5691489]
[paragraph, [370.0, 1458.0, 591.0, 36.0], shoonya_0sT2HOW508JPA0, 5691489]
[paragraph, [370.0, 1494.0, 591.0, 36.0], shoonya_0sT2HOW508JPA0, 5691489]
[paragraph, [370.0, 1530.0, 591.0, 36.0], shoonya_0sT2HOW508JPA0, 5691489]
[paragraph, [370.0, 1566.0, 591.0, 36.0], shoonya_0sT2HOW508JPA0, 5691489]
[paragraph, [370.0, 1602.0, 591.0, 36.0], shoonya_0sT2HOW508JPA0, 5691489]
[paragraph, [370.0, 1638.0, 591.0, 36.0], shoonya_0sT2HOW508JPA0, 5691489]
[paragraph, [370.0, 1674.0, 591.0, 36.0], shoonya_0sT2HOW508JPA0, 5691489]
[paragraph, [370.0, 1710.0, 591.0, 36.0], shoonya_0sT2HOW508JPA0, 5691489]
[paragraph, [370.0, 1746.0, 591.0, 36.0], shoonya_0sT2HOW508JPA0, 5691489]
[paragraph, [370.0, 1782.0, 591.0, 36.0], shoonya_0sT2HOW508JPA0, 5691489]
[paragraph, [370.0, 1818.0, 591.0, 36.0], shoonya_0sT2HOW508JPA0, 5691489]
[paragraph, [370.0, 1854.0, 591.0, 36.0], shoonya_0sT2HOW508JPA0, 5691489]
[paragraph, [417.0, 1923.0, 502.0, 36.0], FY3ic0gM_5, 5691489]
