[1755, 1241]
[sub-section-title, [251.0, 204.0, 718.0, 36.0], lomjLp4MPi, 5781214]
[paragraph, [92.0, 266.0, 1052.0, 36.0], shoonya_1sJAN1Z33FKGBS, 5781214]
[paragraph, [92.0, 302.0, 1052.0, 36.0], shoonya_1sJAN1Z33FKGBS, 5781214]
[paragraph, [92.0, 338.0, 1052.0, 36.0], shoonya_1sJAN1Z33FKGBS, 5781214]
[paragraph, [92.0, 374.0, 1052.0, 36.0], shoonya_1sJAN1Z33FKGBS, 5781214]
[paragraph, [92.0, 410.0, 1052.0, 36.0], shoonya_1sJAN1Z33FKGBS, 5781214]
[paragraph, [92.0, 446.0, 1052.0, 36.0], shoonya_1sJAN1Z33FKGBS, 5781214]
[paragraph, [92.0, 482.0, 1052.0, 36.0], shoonya_1sJAN1Z33FKGBS, 5781214]
[paragraph, [92.0, 518.0, 1052.0, 36.0], shoonya_1sJAN1Z33FKGBS, 5781214]
[paragraph, [92.0, 554.0, 1052.0, 36.0], shoonya_1sJAN1Z33FKGBS, 5781214]
[paragraph, [92.0, 590.0, 1052.0, 36.0], shoonya_1sJAN1Z33FKGBS, 5781214]
[paragraph, [92.0, 626.0, 1052.0, 36.0], shoonya_1sJAN1Z33FKGBS, 5781214]
[paragraph, [90.0, 723.0, 1057.0, 36.0], shoonya_4sRMTKWZ2Y94XI, 5781214]
[paragraph, [90.0, 759.0, 1057.0, 36.0], shoonya_4sRMTKWZ2Y94XI, 5781214]
[paragraph, [90.0, 795.0, 1057.0, 36.0], shoonya_4sRMTKWZ2Y94XI, 5781214]
[paragraph, [90.0, 831.0, 1057.0, 36.0], shoonya_4sRMTKWZ2Y94XI, 5781214]
[paragraph, [90.0, 947.0, 1058.0, 36.0], shoonya_2sDSEOQ64PHIYL, 5781214]
[paragraph, [90.0, 983.0, 1058.0, 36.0], shoonya_2sDSEOQ64PHIYL, 5781214]
[paragraph, [90.0, 1019.0, 1058.0, 36.0], shoonya_2sDSEOQ64PHIYL, 5781214]
