[1650, 1275]
[section-title, [197.0, 272.0, 919.0, 49.5], vECHvs79HR, 5714710]
[paragraph, [172.0, 407.0, 915.0, 36.0], shoonya_1sVV0YR7PM0HOQ, 5714710]
[paragraph, [172.0, 443.0, 915.0, 36.0], shoonya_1sVV0YR7PM0HOQ, 5714710]
[paragraph, [172.0, 479.0, 915.0, 36.0], shoonya_1sVV0YR7PM0HOQ, 5714710]
[paragraph, [172.0, 515.0, 915.0, 36.0], shoonya_1sVV0YR7PM0HOQ, 5714710]
[paragraph, [172.0, 551.0, 915.0, 36.0], shoonya_1sVV0YR7PM0HOQ, 5714710]
[paragraph, [172.0, 587.0, 915.0, 36.0], shoonya_1sVV0YR7PM0HOQ, 5714710]
[paragraph, [172.0, 623.0, 915.0, 36.0], shoonya_1sVV0YR7PM0HOQ, 5714710]
[paragraph, [172.0, 659.0, 915.0, 36.0], shoonya_1sVV0YR7PM0HOQ, 5714710]
[paragraph, [172.0, 695.0, 915.0, 36.0], shoonya_1sVV0YR7PM0HOQ, 5714710]
[paragraph, [172.0, 731.0, 915.0, 36.0], shoonya_1sVV0YR7PM0HOQ, 5714710]
[paragraph, [172.0, 767.0, 915.0, 36.0], shoonya_1sVV0YR7PM0HOQ, 5714710]
[paragraph, [172.0, 803.0, 915.0, 36.0], shoonya_1sVV0YR7PM0HOQ, 5714710]
[paragraph, [172.0, 839.0, 915.0, 36.0], shoonya_1sVV0YR7PM0HOQ, 5714710]
[paragraph, [172.0, 875.0, 915.0, 36.0], shoonya_1sVV0YR7PM0HOQ, 5714710]
[paragraph, [172.0, 911.0, 915.0, 36.0], shoonya_1sVV0YR7PM0HOQ, 5714710]
[paragraph, [172.0, 947.0, 915.0, 36.0], shoonya_1sVV0YR7PM0HOQ, 5714710]
[paragraph, [172.0, 983.0, 915.0, 36.0], shoonya_1sVV0YR7PM0HOQ, 5714710]
[paragraph, [172.0, 1019.0, 915.0, 36.0], shoonya_1sVV0YR7PM0HOQ, 5714710]
[paragraph, [172.0, 1055.0, 915.0, 36.0], shoonya_1sVV0YR7PM0HOQ, 5714710]
[paragraph, [172.0, 1091.0, 915.0, 36.0], shoonya_1sVV0YR7PM0HOQ, 5714710]
[paragraph, [172.0, 1127.0, 915.0, 36.0], shoonya_1sVV0YR7PM0HOQ, 5714710]
[paragraph, [172.0, 1163.0, 915.0, 36.0], shoonya_1sVV0YR7PM0HOQ, 5714710]
[paragraph, [172.0, 1199.0, 915.0, 36.0], shoonya_1sVV0YR7PM0HOQ, 5714710]
[paragraph, [172.0, 1235.0, 915.0, 36.0], shoonya_1sVV0YR7PM0HOQ, 5714710]
[paragraph, [172.0, 1271.0, 915.0, 36.0], shoonya_1sVV0YR7PM0HOQ, 5714710]
[paragraph, [172.0, 1307.0, 915.0, 36.0], shoonya_1sVV0YR7PM0HOQ, 5714710]
[paragraph, [172.0, 1343.0, 915.0, 36.0], shoonya_1sVV0YR7PM0HOQ, 5714710]
[footnote, [179.0, 1455.0, 307.0, 36.0], shoonya_0sFE8P90187DJS, 5714710]
