[872, 605]
[folio, [456.0, 40.0, 93.0, 18.0], D9l3qQOBtg, 6457435]
[section-title, [265.0, 41.0, 70.0, 30.0], kNXnj94-V-, 6457435]
[paragraph, [302.0, 79.0, 228.0, 18.0], 0tz5nIhpyE, 6457435]
[paragraph, [302.0, 97.0, 228.0, 18.0], 0tz5nIhpyE, 6457435]
[paragraph, [50.0, 83.0, 252.0, 18.0], shoonya_0sGY22D3S6QU5V, 6457435]
[paragraph, [50.0, 101.0, 252.0, 18.0], shoonya_0sGY22D3S6QU5V, 6457435]
[paragraph, [300.0, 116.0, 251.0, 18.0], VLHpspmka5, 6457435]
[paragraph, [300.0, 134.0, 251.0, 18.0], VLHpspmka5, 6457435]
[paragraph, [300.0, 152.0, 251.0, 18.0], VLHpspmka5, 6457435]
[paragraph, [300.0, 170.0, 251.0, 18.0], VLHpspmka5, 6457435]
[paragraph, [300.0, 188.0, 251.0, 18.0], VLHpspmka5, 6457435]
[paragraph, [300.0, 206.0, 251.0, 18.0], VLHpspmka5, 6457435]
[paragraph, [300.0, 224.0, 251.0, 18.0], VLHpspmka5, 6457435]
[paragraph, [300.0, 242.0, 251.0, 18.0], VLHpspmka5, 6457435]
[paragraph, [53.0, 119.0, 247.0, 18.0], Twi_gpAlOS, 6457435]
[paragraph, [53.0, 137.0, 247.0, 18.0], Twi_gpAlOS, 6457435]
[paragraph, [53.0, 155.0, 247.0, 18.0], Twi_gpAlOS, 6457435]
[paragraph, [50.0, 185.0, 250.0, 18.0], j6fCpzh-DQ, 6457435]
[paragraph, [50.0, 203.0, 250.0, 18.0], j6fCpzh-DQ, 6457435]
[paragraph, [51.0, 221.0, 251.0, 18.0], uYZ1HBz1we, 6457435]
[paragraph, [51.0, 239.0, 251.0, 18.0], uYZ1HBz1we, 6457435]
[paragraph, [51.0, 257.0, 251.0, 18.0], uYZ1HBz1we, 6457435]
[paragraph, [51.0, 275.0, 251.0, 18.0], uYZ1HBz1we, 6457435]
[paragraph, [51.0, 293.0, 251.0, 18.0], uYZ1HBz1we, 6457435]
[paragraph, [51.0, 311.0, 251.0, 18.0], uYZ1HBz1we, 6457435]
[paragraph, [51.0, 329.0, 251.0, 18.0], uYZ1HBz1we, 6457435]
[paragraph, [51.0, 347.0, 251.0, 18.0], uYZ1HBz1we, 6457435]
[paragraph, [51.0, 365.0, 251.0, 18.0], uYZ1HBz1we, 6457435]
[paragraph, [51.0, 383.0, 251.0, 18.0], uYZ1HBz1we, 6457435]
[paragraph, [51.0, 401.0, 251.0, 18.0], uYZ1HBz1we, 6457435]
[paragraph, [51.0, 419.0, 251.0, 18.0], uYZ1HBz1we, 6457435]
[paragraph, [51.0, 437.0, 251.0, 18.0], uYZ1HBz1we, 6457435]
[paragraph, [51.0, 455.0, 251.0, 18.0], uYZ1HBz1we, 6457435]
[paragraph, [51.0, 473.0, 251.0, 18.0], uYZ1HBz1we, 6457435]
[paragraph, [51.0, 491.0, 251.0, 18.0], uYZ1HBz1we, 6457435]
[paragraph, [51.0, 509.0, 251.0, 18.0], uYZ1HBz1we, 6457435]
[paragraph, [51.0, 527.0, 251.0, 18.0], uYZ1HBz1we, 6457435]
[paragraph, [51.0, 545.0, 251.0, 18.0], uYZ1HBz1we, 6457435]
[paragraph, [51.0, 563.0, 251.0, 18.0], uYZ1HBz1we, 6457435]
[paragraph, [51.0, 581.0, 251.0, 18.0], uYZ1HBz1we, 6457435]
[paragraph, [301.0, 268.0, 250.0, 18.0], DKHswTi1nV, 6457435]
[paragraph, [301.0, 286.0, 250.0, 18.0], DKHswTi1nV, 6457435]
[paragraph, [301.0, 304.0, 250.0, 18.0], DKHswTi1nV, 6457435]
[paragraph, [301.0, 322.0, 250.0, 18.0], DKHswTi1nV, 6457435]
[paragraph, [301.0, 340.0, 250.0, 18.0], DKHswTi1nV, 6457435]
[paragraph, [301.0, 358.0, 250.0, 18.0], DKHswTi1nV, 6457435]
[paragraph, [301.0, 376.0, 250.0, 18.0], DKHswTi1nV, 6457435]
[paragraph, [301.0, 394.0, 250.0, 18.0], DKHswTi1nV, 6457435]
[paragraph, [316.0, 426.0, 165.0, 18.0], Q_rU7Dp3lu, 6457435]
[paragraph, [305.0, 443.0, 229.0, 18.0], JETQ_yDGBM, 6457435]
[paragraph, [305.0, 461.0, 229.0, 18.0], JETQ_yDGBM, 6457435]
[paragraph, [304.0, 476.0, 248.0, 18.0], zGSVFmIwFb, 6457435]
[paragraph, [304.0, 494.0, 248.0, 18.0], zGSVFmIwFb, 6457435]
[paragraph, [304.0, 512.0, 248.0, 18.0], zGSVFmIwFb, 6457435]
[paragraph, [304.0, 530.0, 248.0, 18.0], zGSVFmIwFb, 6457435]
[paragraph, [304.0, 548.0, 248.0, 18.0], zGSVFmIwFb, 6457435]
[paragraph, [304.0, 566.0, 248.0, 18.0], zGSVFmIwFb, 6457435]
[paragraph, [304.0, 584.0, 248.0, 18.0], zGSVFmIwFb, 6457435]
[paragraph, [304.0, 602.0, 248.0, 18.0], zGSVFmIwFb, 6457435]
[paragraph, [53.0, 609.0, 253.0, 18.0], Wkoy2C5DBK, 6457435]
[paragraph, [53.0, 627.0, 253.0, 18.0], Wkoy2C5DBK, 6457435]
[paragraph, [53.0, 645.0, 253.0, 18.0], Wkoy2C5DBK, 6457435]
[paragraph, [53.0, 663.0, 253.0, 18.0], Wkoy2C5DBK, 6457435]
[paragraph, [53.0, 681.0, 253.0, 18.0], Wkoy2C5DBK, 6457435]
[paragraph, [315.0, 630.0, 238.0, 18.0], LswtYYEWQJ, 6457435]
[paragraph, [304.0, 645.0, 247.0, 18.0], YrVsOD8v2u, 6457435]
[paragraph, [304.0, 664.0, 201.0, 18.0], gmptu24DfS, 6457435]
[paragraph, [318.0, 681.0, 180.0, 18.0], YfJDrSwSWX, 6457435]
[paragraph, [305.0, 697.0, 241.0, 18.0], M_jzNVfumO, 6457435]
[paragraph, [305.0, 715.0, 241.0, 18.0], M_jzNVfumO, 6457435]
[paragraph, [56.0, 711.0, 227.0, 18.0], KSqshg1fYJ, 6457435]
[paragraph, [56.0, 729.0, 227.0, 18.0], KSqshg1fYJ, 6457435]
[reference, [303.0, 738.0, 249.0, 18.0], KCmcVm2KQR, 6457435]
[reference, [303.0, 756.0, 249.0, 18.0], KCmcVm2KQR, 6457435]
[reference, [303.0, 774.0, 249.0, 18.0], KCmcVm2KQR, 6457435]
[reference, [303.0, 792.0, 249.0, 18.0], KCmcVm2KQR, 6457435]
[reference, [303.0, 810.0, 249.0, 18.0], KCmcVm2KQR, 6457435]
[reference, [55.0, 755.0, 249.0, 18.0], 5Q3FaiJAb-, 6457435]
[reference, [55.0, 773.0, 249.0, 18.0], 5Q3FaiJAb-, 6457435]
[reference, [55.0, 791.0, 249.0, 18.0], 5Q3FaiJAb-, 6457435]
[reference, [55.0, 809.0, 249.0, 18.0], 5Q3FaiJAb-, 6457435]
