[2230, 1704]
[paragraph, [84.0, 138.0, 783.0, 36.0], shoonya_1sDOU2B37IQMSI, 5654032]
[paragraph, [84.0, 174.0, 783.0, 36.0], shoonya_1sDOU2B37IQMSI, 5654032]
[paragraph, [84.0, 210.0, 783.0, 36.0], shoonya_1sDOU2B37IQMSI, 5654032]
[paragraph, [84.0, 246.0, 783.0, 36.0], shoonya_1sDOU2B37IQMSI, 5654032]
[paragraph, [84.0, 282.0, 783.0, 36.0], shoonya_1sDOU2B37IQMSI, 5654032]
[paragraph, [84.0, 318.0, 783.0, 36.0], shoonya_1sDOU2B37IQMSI, 5654032]
[paragraph, [84.0, 354.0, 783.0, 36.0], shoonya_1sDOU2B37IQMSI, 5654032]
[paragraph, [84.0, 390.0, 783.0, 36.0], shoonya_1sDOU2B37IQMSI, 5654032]
[paragraph, [84.0, 426.0, 783.0, 36.0], shoonya_1sDOU2B37IQMSI, 5654032]
[paragraph, [84.0, 462.0, 783.0, 36.0], shoonya_1sDOU2B37IQMSI, 5654032]
[paragraph, [84.0, 498.0, 783.0, 36.0], shoonya_1sDOU2B37IQMSI, 5654032]
[paragraph, [84.0, 534.0, 783.0, 36.0], shoonya_1sDOU2B37IQMSI, 5654032]
[paragraph, [84.0, 570.0, 783.0, 36.0], shoonya_1sDOU2B37IQMSI, 5654032]
[paragraph, [84.0, 606.0, 783.0, 36.0], shoonya_1sDOU2B37IQMSI, 5654032]
[paragraph, [84.0, 642.0, 783.0, 36.0], shoonya_1sDOU2B37IQMSI, 5654032]
[paragraph, [84.0, 678.0, 783.0, 36.0], shoonya_1sDOU2B37IQMSI, 5654032]
[paragraph, [84.0, 714.0, 783.0, 36.0], shoonya_1sDOU2B37IQMSI, 5654032]
[paragraph, [84.0, 750.0, 783.0, 36.0], shoonya_1sDOU2B37IQMSI, 5654032]
[paragraph, [84.0, 786.0, 783.0, 36.0], shoonya_1sDOU2B37IQMSI, 5654032]
[paragraph, [84.0, 822.0, 783.0, 36.0], shoonya_1sDOU2B37IQMSI, 5654032]
[paragraph, [84.0, 858.0, 783.0, 36.0], shoonya_1sDOU2B37IQMSI, 5654032]
[paragraph, [892.0, 165.0, 779.0, 36.0], shoonya_5s19VEFWXFZ257, 5654032]
[paragraph, [892.0, 201.0, 779.0, 36.0], shoonya_5s19VEFWXFZ257, 5654032]
[paragraph, [892.0, 237.0, 779.0, 36.0], shoonya_5s19VEFWXFZ257, 5654032]
[paragraph, [892.0, 273.0, 779.0, 36.0], shoonya_5s19VEFWXFZ257, 5654032]
[paragraph, [892.0, 309.0, 779.0, 36.0], shoonya_5s19VEFWXFZ257, 5654032]
[paragraph, [892.0, 345.0, 779.0, 36.0], shoonya_5s19VEFWXFZ257, 5654032]
[paragraph, [888.0, 413.0, 785.0, 36.0], shoonya_4s5KSN8YM8AD2K, 5654032]
[paragraph, [888.0, 449.0, 785.0, 36.0], shoonya_4s5KSN8YM8AD2K, 5654032]
[paragraph, [888.0, 485.0, 785.0, 36.0], shoonya_4s5KSN8YM8AD2K, 5654032]
[paragraph, [888.0, 521.0, 785.0, 36.0], shoonya_4s5KSN8YM8AD2K, 5654032]
[paragraph, [888.0, 557.0, 785.0, 36.0], shoonya_4s5KSN8YM8AD2K, 5654032]
[paragraph, [888.0, 593.0, 785.0, 36.0], shoonya_4s5KSN8YM8AD2K, 5654032]
[paragraph, [888.0, 629.0, 785.0, 36.0], shoonya_4s5KSN8YM8AD2K, 5654032]
[paragraph, [888.0, 665.0, 785.0, 36.0], shoonya_4s5KSN8YM8AD2K, 5654032]
[paragraph, [888.0, 701.0, 785.0, 36.0], shoonya_4s5KSN8YM8AD2K, 5654032]
[paragraph, [888.0, 737.0, 785.0, 36.0], shoonya_4s5KSN8YM8AD2K, 5654032]
[paragraph, [888.0, 773.0, 785.0, 36.0], shoonya_4s5KSN8YM8AD2K, 5654032]
[paragraph, [888.0, 809.0, 785.0, 36.0], shoonya_4s5KSN8YM8AD2K, 5654032]
[paragraph, [888.0, 845.0, 785.0, 36.0], shoonya_4s5KSN8YM8AD2K, 5654032]
[paragraph, [1025.0, 889.0, 661.0, 36.0], shoonya_8sZAMOQRDJ2C7R, 5654032]
[paragraph, [74.0, 919.0, 653.0, 36.0], shoonya_6sM5A2PS5V0Y6S, 5654032]
[paragraph, [74.0, 955.0, 653.0, 36.0], shoonya_6sM5A2PS5V0Y6S, 5654032]
[paragraph, [74.0, 991.0, 653.0, 36.0], shoonya_6sM5A2PS5V0Y6S, 5654032]
[paragraph, [74.0, 1027.0, 653.0, 36.0], shoonya_6sM5A2PS5V0Y6S, 5654032]
[paragraph, [74.0, 1063.0, 653.0, 36.0], shoonya_6sM5A2PS5V0Y6S, 5654032]
[paragraph, [1081.0, 933.0, 595.0, 36.0], shoonya_3sYYX7PZ4EML11, 5654032]
[paragraph, [1081.0, 969.0, 595.0, 36.0], shoonya_3sYYX7PZ4EML11, 5654032]
[paragraph, [1081.0, 1005.0, 595.0, 36.0], shoonya_3sYYX7PZ4EML11, 5654032]
[paragraph, [1081.0, 1041.0, 595.0, 36.0], shoonya_3sYYX7PZ4EML11, 5654032]
[paragraph, [1081.0, 1077.0, 595.0, 36.0], shoonya_3sYYX7PZ4EML11, 5654032]
[paragraph, [1081.0, 1113.0, 595.0, 36.0], shoonya_3sYYX7PZ4EML11, 5654032]
[paragraph, [1081.0, 1149.0, 595.0, 36.0], shoonya_3sYYX7PZ4EML11, 5654032]
[paragraph, [1081.0, 1185.0, 595.0, 36.0], shoonya_3sYYX7PZ4EML11, 5654032]
[paragraph, [1081.0, 1221.0, 595.0, 36.0], shoonya_3sYYX7PZ4EML11, 5654032]
[paragraph, [1081.0, 1257.0, 595.0, 36.0], shoonya_3sYYX7PZ4EML11, 5654032]
[paragraph, [1081.0, 1293.0, 595.0, 36.0], shoonya_3sYYX7PZ4EML11, 5654032]
[paragraph, [1081.0, 1329.0, 595.0, 36.0], shoonya_3sYYX7PZ4EML11, 5654032]
[paragraph, [1081.0, 1365.0, 595.0, 36.0], shoonya_3sYYX7PZ4EML11, 5654032]
[paragraph, [1081.0, 1401.0, 595.0, 36.0], shoonya_3sYYX7PZ4EML11, 5654032]
[paragraph, [1081.0, 1437.0, 595.0, 36.0], shoonya_3sYYX7PZ4EML11, 5654032]
[paragraph, [71.0, 1100.0, 624.0, 36.0], shoonya_11sHIT1QC1YFLH, 5654032]
[paragraph, [71.0, 1136.0, 624.0, 36.0], shoonya_11sHIT1QC1YFLH, 5654032]
[paragraph, [71.0, 1172.0, 624.0, 36.0], shoonya_11sHIT1QC1YFLH, 5654032]
[paragraph, [71.0, 1208.0, 624.0, 36.0], shoonya_11sHIT1QC1YFLH, 5654032]
[paragraph, [71.0, 1244.0, 624.0, 36.0], shoonya_11sHIT1QC1YFLH, 5654032]
[paragraph, [68.0, 1289.0, 714.0, 36.0], beYuGbhOH9, 5654032]
[paragraph, [68.0, 1325.0, 714.0, 36.0], beYuGbhOH9, 5654032]
[paragraph, [68.0, 1361.0, 714.0, 36.0], beYuGbhOH9, 5654032]
[paragraph, [68.0, 1397.0, 714.0, 36.0], beYuGbhOH9, 5654032]
[paragraph, [68.0, 1433.0, 714.0, 36.0], beYuGbhOH9, 5654032]
[paragraph, [68.0, 1469.0, 714.0, 36.0], beYuGbhOH9, 5654032]
[paragraph, [898.0, 1490.0, 388.0, 36.0], shoonya_9sEN2760NTQV1T, 5654032]
[paragraph, [91.0, 1512.0, 790.0, 36.0], shoonya_0sZ94PODHUKUVP, 5654032]
[paragraph, [91.0, 1548.0, 790.0, 36.0], shoonya_0sZ94PODHUKUVP, 5654032]
[paragraph, [91.0, 1584.0, 790.0, 36.0], shoonya_0sZ94PODHUKUVP, 5654032]
[paragraph, [91.0, 1620.0, 790.0, 36.0], shoonya_0sZ94PODHUKUVP, 5654032]
[paragraph, [91.0, 1656.0, 790.0, 36.0], shoonya_0sZ94PODHUKUVP, 5654032]
[paragraph, [91.0, 1692.0, 790.0, 36.0], shoonya_0sZ94PODHUKUVP, 5654032]
[paragraph, [91.0, 1728.0, 790.0, 36.0], shoonya_0sZ94PODHUKUVP, 5654032]
[paragraph, [91.0, 1764.0, 790.0, 36.0], shoonya_0sZ94PODHUKUVP, 5654032]
[paragraph, [91.0, 1800.0, 790.0, 36.0], shoonya_0sZ94PODHUKUVP, 5654032]
[paragraph, [91.0, 1836.0, 790.0, 36.0], shoonya_0sZ94PODHUKUVP, 5654032]
[paragraph, [91.0, 1872.0, 790.0, 36.0], shoonya_0sZ94PODHUKUVP, 5654032]
[paragraph, [91.0, 1908.0, 790.0, 36.0], shoonya_0sZ94PODHUKUVP, 5654032]
[paragraph, [91.0, 1944.0, 790.0, 36.0], shoonya_0sZ94PODHUKUVP, 5654032]
[paragraph, [91.0, 1980.0, 790.0, 36.0], shoonya_0sZ94PODHUKUVP, 5654032]
[paragraph, [91.0, 2016.0, 790.0, 36.0], shoonya_0sZ94PODHUKUVP, 5654032]
[paragraph, [91.0, 2052.0, 790.0, 36.0], shoonya_0sZ94PODHUKUVP, 5654032]
