[789, 571]
[folio, [254.0, 45.0, 75.0, 18.0], shoonya_4s1Y1BPZ4X04F3, 5702382]
[paragraph, [54.0, 84.0, 458.0, 18.0], shoonya_1sV7NAPEZYNUBX, 5702382]
[paragraph, [54.0, 102.0, 458.0, 18.0], shoonya_1sV7NAPEZYNUBX, 5702382]
[paragraph, [54.0, 120.0, 458.0, 18.0], shoonya_1sV7NAPEZYNUBX, 5702382]
[paragraph, [54.0, 138.0, 458.0, 18.0], shoonya_1sV7NAPEZYNUBX, 5702382]
[paragraph, [54.0, 156.0, 458.0, 18.0], shoonya_1sV7NAPEZYNUBX, 5702382]
[paragraph, [54.0, 174.0, 458.0, 18.0], shoonya_1sV7NAPEZYNUBX, 5702382]
[paragraph, [54.0, 192.0, 458.0, 18.0], shoonya_1sV7NAPEZYNUBX, 5702382]
[paragraph, [54.0, 210.0, 458.0, 18.0], shoonya_1sV7NAPEZYNUBX, 5702382]
[paragraph, [54.0, 228.0, 458.0, 18.0], shoonya_1sV7NAPEZYNUBX, 5702382]
[paragraph, [54.0, 246.0, 458.0, 18.0], shoonya_1sV7NAPEZYNUBX, 5702382]
[paragraph, [54.0, 264.0, 458.0, 18.0], shoonya_1sV7NAPEZYNUBX, 5702382]
[paragraph, [54.0, 282.0, 458.0, 18.0], shoonya_1sV7NAPEZYNUBX, 5702382]
[paragraph, [54.0, 300.0, 458.0, 18.0], shoonya_1sV7NAPEZYNUBX, 5702382]
[paragraph, [54.0, 318.0, 458.0, 18.0], shoonya_1sV7NAPEZYNUBX, 5702382]
[paragraph, [54.0, 336.0, 458.0, 18.0], shoonya_1sV7NAPEZYNUBX, 5702382]
[paragraph, [49.0, 369.0, 463.0, 18.0], shoonya_0sZ24TC6060QD9, 5702382]
[paragraph, [49.0, 387.0, 463.0, 18.0], shoonya_0sZ24TC6060QD9, 5702382]
[paragraph, [49.0, 405.0, 463.0, 18.0], shoonya_0sZ24TC6060QD9, 5702382]
[paragraph, [49.0, 423.0, 463.0, 18.0], shoonya_0sZ24TC6060QD9, 5702382]
[paragraph, [49.0, 441.0, 463.0, 18.0], shoonya_0sZ24TC6060QD9, 5702382]
[paragraph, [49.0, 459.0, 463.0, 18.0], shoonya_0sZ24TC6060QD9, 5702382]
[paragraph, [49.0, 477.0, 463.0, 18.0], shoonya_0sZ24TC6060QD9, 5702382]
[paragraph, [49.0, 495.0, 463.0, 18.0], shoonya_0sZ24TC6060QD9, 5702382]
[paragraph, [49.0, 513.0, 463.0, 18.0], shoonya_0sZ24TC6060QD9, 5702382]
[paragraph, [49.0, 531.0, 463.0, 18.0], shoonya_0sZ24TC6060QD9, 5702382]
[paragraph, [49.0, 549.0, 463.0, 18.0], shoonya_0sZ24TC6060QD9, 5702382]
[paragraph, [49.0, 567.0, 463.0, 18.0], shoonya_0sZ24TC6060QD9, 5702382]
[paragraph, [49.0, 585.0, 463.0, 18.0], shoonya_0sZ24TC6060QD9, 5702382]
[paragraph, [47.0, 607.0, 461.0, 18.0], shoonya_6sMO1J5YUPM8FZ, 5702382]
[paragraph, [47.0, 625.0, 461.0, 18.0], shoonya_6sMO1J5YUPM8FZ, 5702382]
[paragraph, [47.0, 643.0, 461.0, 18.0], shoonya_6sMO1J5YUPM8FZ, 5702382]
[paragraph, [47.0, 661.0, 461.0, 18.0], shoonya_6sMO1J5YUPM8FZ, 5702382]
[paragraph, [47.0, 679.0, 461.0, 18.0], shoonya_6sMO1J5YUPM8FZ, 5702382]
[paragraph, [47.0, 697.0, 461.0, 18.0], shoonya_6sMO1J5YUPM8FZ, 5702382]
