[2084, 1667]
[section-title, [89.0, 110.0, 1330.0, 52.5], shoonya_1sS2VFDBJEMUKP, 5716032]
[section-title, [89.0, 162.5, 1330.0, 52.5], shoonya_1sS2VFDBJEMUKP, 5716032]
[paragraph, [63.0, 285.0, 1474.0, 36.0], shoonya_3s4Y8GW6JGORT2, 5716032]
[paragraph, [63.0, 321.0, 1474.0, 36.0], shoonya_3s4Y8GW6JGORT2, 5716032]
[paragraph, [63.0, 357.0, 1474.0, 36.0], shoonya_3s4Y8GW6JGORT2, 5716032]
[paragraph, [63.0, 393.0, 1474.0, 36.0], shoonya_3s4Y8GW6JGORT2, 5716032]
[paragraph, [63.0, 429.0, 1474.0, 36.0], shoonya_3s4Y8GW6JGORT2, 5716032]
[paragraph, [63.0, 465.0, 1474.0, 36.0], shoonya_3s4Y8GW6JGORT2, 5716032]
[paragraph, [63.0, 501.0, 1474.0, 36.0], shoonya_3s4Y8GW6JGORT2, 5716032]
[paragraph, [63.0, 537.0, 1474.0, 36.0], shoonya_3s4Y8GW6JGORT2, 5716032]
[paragraph, [63.0, 573.0, 1474.0, 36.0], shoonya_3s4Y8GW6JGORT2, 5716032]
[paragraph, [63.0, 609.0, 1474.0, 36.0], shoonya_3s4Y8GW6JGORT2, 5716032]
[paragraph, [63.0, 645.0, 1474.0, 36.0], shoonya_3s4Y8GW6JGORT2, 5716032]
[quote, [112.0, 927.0, 715.0, 36.0], JfcCJFJcg4, 5716032]
[quote, [112.0, 963.0, 715.0, 36.0], JfcCJFJcg4, 5716032]
[quote, [112.0, 999.0, 715.0, 36.0], JfcCJFJcg4, 5716032]
[quote, [112.0, 1035.0, 715.0, 36.0], JfcCJFJcg4, 5716032]
[quote, [112.0, 1071.0, 715.0, 36.0], JfcCJFJcg4, 5716032]
[quote, [112.0, 1107.0, 715.0, 36.0], JfcCJFJcg4, 5716032]
[quote, [112.0, 1143.0, 715.0, 36.0], JfcCJFJcg4, 5716032]
[quote, [112.0, 1179.0, 715.0, 36.0], JfcCJFJcg4, 5716032]
[quote, [112.0, 1215.0, 715.0, 36.0], JfcCJFJcg4, 5716032]
[quote, [112.0, 1251.0, 715.0, 36.0], JfcCJFJcg4, 5716032]
[quote, [112.0, 1287.0, 715.0, 36.0], JfcCJFJcg4, 5716032]
[quote, [112.0, 1323.0, 715.0, 36.0], JfcCJFJcg4, 5716032]
[quote, [112.0, 1359.0, 715.0, 36.0], JfcCJFJcg4, 5716032]
[quote, [112.0, 1395.0, 715.0, 36.0], JfcCJFJcg4, 5716032]
