[1074, 720]
[paragraph, [69.0, 115.0, 576.0, 18.0], shoonya_1sQAEKKBYLG09J, 5710527]
[paragraph, [69.0, 133.0, 576.0, 18.0], shoonya_1sQAEKKBYLG09J, 5710527]
[paragraph, [69.0, 151.0, 576.0, 18.0], shoonya_1sQAEKKBYLG09J, 5710527]
[paragraph, [69.0, 169.0, 576.0, 18.0], shoonya_1sQAEKKBYLG09J, 5710527]
[paragraph, [69.0, 187.0, 576.0, 18.0], shoonya_1sQAEKKBYLG09J, 5710527]
[paragraph, [69.0, 205.0, 576.0, 18.0], shoonya_1sQAEKKBYLG09J, 5710527]
[paragraph, [69.0, 223.0, 576.0, 18.0], shoonya_1sQAEKKBYLG09J, 5710527]
[paragraph, [69.0, 241.0, 576.0, 18.0], shoonya_1sQAEKKBYLG09J, 5710527]
[paragraph, [69.0, 259.0, 576.0, 18.0], shoonya_1sQAEKKBYLG09J, 5710527]
[paragraph, [69.0, 277.0, 576.0, 18.0], shoonya_1sQAEKKBYLG09J, 5710527]
[paragraph, [69.0, 295.0, 576.0, 18.0], shoonya_1sQAEKKBYLG09J, 5710527]
[paragraph, [69.0, 313.0, 576.0, 18.0], shoonya_1sQAEKKBYLG09J, 5710527]
[paragraph, [69.0, 331.0, 576.0, 18.0], shoonya_1sQAEKKBYLG09J, 5710527]
[paragraph, [69.0, 349.0, 576.0, 18.0], shoonya_1sQAEKKBYLG09J, 5710527]
[paragraph, [69.0, 367.0, 576.0, 18.0], shoonya_1sQAEKKBYLG09J, 5710527]
[paragraph, [69.0, 385.0, 576.0, 18.0], shoonya_1sQAEKKBYLG09J, 5710527]
[paragraph, [69.0, 403.0, 576.0, 18.0], shoonya_1sQAEKKBYLG09J, 5710527]
[paragraph, [69.0, 421.0, 576.0, 18.0], shoonya_1sQAEKKBYLG09J, 5710527]
[paragraph, [69.0, 439.0, 576.0, 18.0], shoonya_1sQAEKKBYLG09J, 5710527]
[paragraph, [69.0, 457.0, 576.0, 18.0], shoonya_1sQAEKKBYLG09J, 5710527]
[paragraph, [69.0, 475.0, 576.0, 18.0], shoonya_1sQAEKKBYLG09J, 5710527]
[paragraph, [69.0, 493.0, 576.0, 18.0], shoonya_1sQAEKKBYLG09J, 5710527]
[paragraph, [65.0, 526.0, 592.0, 18.0], shoonya_0s5S0V92CBAPN3, 5710527]
[paragraph, [65.0, 544.0, 592.0, 18.0], shoonya_0s5S0V92CBAPN3, 5710527]
[paragraph, [65.0, 562.0, 592.0, 18.0], shoonya_0s5S0V92CBAPN3, 5710527]
[paragraph, [65.0, 580.0, 592.0, 18.0], shoonya_0s5S0V92CBAPN3, 5710527]
[paragraph, [65.0, 598.0, 592.0, 18.0], shoonya_0s5S0V92CBAPN3, 5710527]
[paragraph, [65.0, 616.0, 592.0, 18.0], shoonya_0s5S0V92CBAPN3, 5710527]
[paragraph, [65.0, 634.0, 592.0, 18.0], shoonya_0s5S0V92CBAPN3, 5710527]
[paragraph, [65.0, 652.0, 592.0, 18.0], shoonya_0s5S0V92CBAPN3, 5710527]
[paragraph, [65.0, 670.0, 592.0, 18.0], shoonya_0s5S0V92CBAPN3, 5710527]
[paragraph, [65.0, 688.0, 592.0, 18.0], shoonya_0s5S0V92CBAPN3, 5710527]
[paragraph, [65.0, 706.0, 592.0, 18.0], shoonya_0s5S0V92CBAPN3, 5710527]
[paragraph, [65.0, 724.0, 592.0, 18.0], shoonya_0s5S0V92CBAPN3, 5710527]
[paragraph, [65.0, 742.0, 592.0, 18.0], shoonya_0s5S0V92CBAPN3, 5710527]
[paragraph, [65.0, 760.0, 592.0, 18.0], shoonya_0s5S0V92CBAPN3, 5710527]
[paragraph, [65.0, 778.0, 592.0, 18.0], shoonya_0s5S0V92CBAPN3, 5710527]
[paragraph, [65.0, 796.0, 592.0, 18.0], shoonya_0s5S0V92CBAPN3, 5710527]
[paragraph, [65.0, 814.0, 592.0, 18.0], shoonya_0s5S0V92CBAPN3, 5710527]
[paragraph, [65.0, 832.0, 592.0, 18.0], shoonya_0s5S0V92CBAPN3, 5710527]
[paragraph, [65.0, 850.0, 592.0, 18.0], shoonya_0s5S0V92CBAPN3, 5710527]
[paragraph, [65.0, 868.0, 592.0, 18.0], shoonya_0s5S0V92CBAPN3, 5710527]
[paragraph, [65.0, 886.0, 592.0, 18.0], shoonya_0s5S0V92CBAPN3, 5710527]
[paragraph, [65.0, 904.0, 592.0, 18.0], shoonya_0s5S0V92CBAPN3, 5710527]
[paragraph, [65.0, 922.0, 592.0, 18.0], shoonya_0s5S0V92CBAPN3, 5710527]
[paragraph, [65.0, 940.0, 592.0, 18.0], shoonya_0s5S0V92CBAPN3, 5710527]
[paragraph, [65.0, 958.0, 592.0, 18.0], shoonya_0s5S0V92CBAPN3, 5710527]
[paragraph, [65.0, 976.0, 592.0, 18.0], shoonya_0s5S0V92CBAPN3, 5710527]
