[2339, 1653]
[folio, [286.0, 198.0, 150.0, 36.0], 4lWNkfE3AE, 5655035]
[paragraph, [285.0, 309.0, 1082.0, 36.0], shoonya_1sPH8W6VFVBP0O, 5655035]
[paragraph, [285.0, 345.0, 1082.0, 36.0], shoonya_1sPH8W6VFVBP0O, 5655035]
[paragraph, [285.0, 381.0, 1082.0, 36.0], shoonya_1sPH8W6VFVBP0O, 5655035]
[paragraph, [285.0, 417.0, 1082.0, 36.0], shoonya_1sPH8W6VFVBP0O, 5655035]
[paragraph, [285.0, 453.0, 1082.0, 36.0], shoonya_1sPH8W6VFVBP0O, 5655035]
[paragraph, [285.0, 489.0, 1082.0, 36.0], shoonya_1sPH8W6VFVBP0O, 5655035]
[paragraph, [285.0, 525.0, 1082.0, 36.0], shoonya_1sPH8W6VFVBP0O, 5655035]
[paragraph, [285.0, 561.0, 1082.0, 36.0], shoonya_1sPH8W6VFVBP0O, 5655035]
[paragraph, [285.0, 597.0, 1082.0, 36.0], shoonya_1sPH8W6VFVBP0O, 5655035]
[paragraph, [285.0, 633.0, 1082.0, 36.0], shoonya_1sPH8W6VFVBP0O, 5655035]
[paragraph, [285.0, 669.0, 1082.0, 36.0], shoonya_1sPH8W6VFVBP0O, 5655035]
[paragraph, [285.0, 705.0, 1082.0, 36.0], shoonya_1sPH8W6VFVBP0O, 5655035]
[paragraph, [285.0, 741.0, 1082.0, 36.0], shoonya_1sPH8W6VFVBP0O, 5655035]
[paragraph, [285.0, 777.0, 1082.0, 36.0], shoonya_1sPH8W6VFVBP0O, 5655035]
[paragraph, [285.0, 813.0, 1082.0, 36.0], shoonya_1sPH8W6VFVBP0O, 5655035]
[paragraph, [285.0, 849.0, 1082.0, 36.0], shoonya_1sPH8W6VFVBP0O, 5655035]
[paragraph, [285.0, 885.0, 1082.0, 36.0], shoonya_1sPH8W6VFVBP0O, 5655035]
[paragraph, [285.0, 921.0, 1082.0, 36.0], shoonya_1sPH8W6VFVBP0O, 5655035]
[paragraph, [285.0, 957.0, 1082.0, 36.0], shoonya_1sPH8W6VFVBP0O, 5655035]
[paragraph, [285.0, 993.0, 1082.0, 36.0], shoonya_1sPH8W6VFVBP0O, 5655035]
[paragraph, [285.0, 1029.0, 1082.0, 36.0], shoonya_1sPH8W6VFVBP0O, 5655035]
[paragraph, [285.0, 1115.0, 1080.0, 36.0], shoonya_0sV5GVAONCSD9U, 5655035]
[paragraph, [285.0, 1151.0, 1080.0, 36.0], shoonya_0sV5GVAONCSD9U, 5655035]
[paragraph, [285.0, 1187.0, 1080.0, 36.0], shoonya_0sV5GVAONCSD9U, 5655035]
[paragraph, [285.0, 1223.0, 1080.0, 36.0], shoonya_0sV5GVAONCSD9U, 5655035]
[paragraph, [285.0, 1259.0, 1080.0, 36.0], shoonya_0sV5GVAONCSD9U, 5655035]
[paragraph, [285.0, 1295.0, 1080.0, 36.0], shoonya_0sV5GVAONCSD9U, 5655035]
[paragraph, [285.0, 1331.0, 1080.0, 36.0], shoonya_0sV5GVAONCSD9U, 5655035]
[paragraph, [285.0, 1367.0, 1080.0, 36.0], shoonya_0sV5GVAONCSD9U, 5655035]
[paragraph, [285.0, 1403.0, 1080.0, 36.0], shoonya_0sV5GVAONCSD9U, 5655035]
[paragraph, [285.0, 1439.0, 1080.0, 36.0], shoonya_0sV5GVAONCSD9U, 5655035]
[paragraph, [285.0, 1475.0, 1080.0, 36.0], shoonya_0sV5GVAONCSD9U, 5655035]
[paragraph, [285.0, 1511.0, 1080.0, 36.0], shoonya_0sV5GVAONCSD9U, 5655035]
[paragraph, [285.0, 1547.0, 1080.0, 36.0], shoonya_0sV5GVAONCSD9U, 5655035]
[paragraph, [285.0, 1583.0, 1080.0, 36.0], shoonya_0sV5GVAONCSD9U, 5655035]
[paragraph, [285.0, 1619.0, 1080.0, 36.0], shoonya_0sV5GVAONCSD9U, 5655035]
[paragraph, [285.0, 1655.0, 1080.0, 36.0], shoonya_0sV5GVAONCSD9U, 5655035]
[paragraph, [285.0, 1691.0, 1080.0, 36.0], shoonya_0sV5GVAONCSD9U, 5655035]
[paragraph, [285.0, 1727.0, 1080.0, 36.0], shoonya_0sV5GVAONCSD9U, 5655035]
[paragraph, [285.0, 1763.0, 1080.0, 36.0], shoonya_0sV5GVAONCSD9U, 5655035]
[paragraph, [285.0, 1799.0, 1080.0, 36.0], shoonya_0sV5GVAONCSD9U, 5655035]
[paragraph, [285.0, 1835.0, 1080.0, 36.0], shoonya_0sV5GVAONCSD9U, 5655035]
[paragraph, [285.0, 1871.0, 1080.0, 36.0], shoonya_0sV5GVAONCSD9U, 5655035]
[paragraph, [285.0, 1907.0, 1080.0, 36.0], shoonya_0sV5GVAONCSD9U, 5655035]
[paragraph, [285.0, 1943.0, 1080.0, 36.0], shoonya_0sV5GVAONCSD9U, 5655035]
[paragraph, [285.0, 1979.0, 1080.0, 36.0], shoonya_0sV5GVAONCSD9U, 5655035]
[paragraph, [285.0, 2015.0, 1080.0, 36.0], shoonya_0sV5GVAONCSD9U, 5655035]
[paragraph, [285.0, 2051.0, 1080.0, 36.0], shoonya_0sV5GVAONCSD9U, 5655035]
[paragraph, [285.0, 2087.0, 1080.0, 36.0], shoonya_0sV5GVAONCSD9U, 5655035]
