[3509, 2480]
[paragraph, [303.0, 402.0, 1872.0, 52.5], bcbvFxaT-H, 5723900]
[paragraph, [303.0, 454.5, 1872.0, 52.5], bcbvFxaT-H, 5723900]
[paragraph, [303.0, 507.0, 1872.0, 52.5], bcbvFxaT-H, 5723900]
[paragraph, [310.0, 647.0, 1856.0, 52.5], 0za6H12XJP, 5723900]
[paragraph, [310.0, 699.5, 1856.0, 52.5], 0za6H12XJP, 5723900]
[paragraph, [310.0, 752.0, 1856.0, 52.5], 0za6H12XJP, 5723900]
[paragraph, [310.0, 804.5, 1856.0, 52.5], 0za6H12XJP, 5723900]
[paragraph, [310.0, 857.0, 1856.0, 52.5], 0za6H12XJP, 5723900]
[paragraph, [310.0, 909.5, 1856.0, 52.5], 0za6H12XJP, 5723900]
[paragraph, [310.0, 962.0, 1856.0, 52.5], 0za6H12XJP, 5723900]
[paragraph, [310.0, 1014.5, 1856.0, 52.5], 0za6H12XJP, 5723900]
[paragraph, [310.0, 1067.0, 1856.0, 52.5], 0za6H12XJP, 5723900]
[paragraph, [310.0, 1119.5, 1856.0, 52.5], 0za6H12XJP, 5723900]
[paragraph, [310.0, 1172.0, 1856.0, 52.5], 0za6H12XJP, 5723900]
[paragraph, [310.0, 1224.5, 1856.0, 52.5], 0za6H12XJP, 5723900]
[paragraph, [310.0, 1277.0, 1856.0, 52.5], 0za6H12XJP, 5723900]
[paragraph, [310.0, 1329.5, 1856.0, 52.5], 0za6H12XJP, 5723900]
[paragraph, [310.0, 1382.0, 1856.0, 52.5], 0za6H12XJP, 5723900]
[paragraph, [310.0, 1434.5, 1856.0, 52.5], 0za6H12XJP, 5723900]
[paragraph, [358.0, 1729.0, 1803.0, 52.5], shoonya_1s4Z28UTFGEUH7, 5723900]
[paragraph, [358.0, 1781.5, 1803.0, 52.5], shoonya_1s4Z28UTFGEUH7, 5723900]
[paragraph, [358.0, 1834.0, 1803.0, 52.5], shoonya_1s4Z28UTFGEUH7, 5723900]
[paragraph, [358.0, 1886.5, 1803.0, 52.5], shoonya_1s4Z28UTFGEUH7, 5723900]
[paragraph, [358.0, 1939.0, 1803.0, 52.5], shoonya_1s4Z28UTFGEUH7, 5723900]
[paragraph, [358.0, 1991.5, 1803.0, 52.5], shoonya_1s4Z28UTFGEUH7, 5723900]
[paragraph, [358.0, 2044.0, 1803.0, 52.5], shoonya_1s4Z28UTFGEUH7, 5723900]
[paragraph, [358.0, 2096.5, 1803.0, 52.5], shoonya_1s4Z28UTFGEUH7, 5723900]
[paragraph, [358.0, 2149.0, 1803.0, 52.5], shoonya_1s4Z28UTFGEUH7, 5723900]
[paragraph, [358.0, 2201.5, 1803.0, 52.5], shoonya_1s4Z28UTFGEUH7, 5723900]
[paragraph, [358.0, 2254.0, 1803.0, 52.5], shoonya_1s4Z28UTFGEUH7, 5723900]
[paragraph, [358.0, 2306.5, 1803.0, 52.5], shoonya_1s4Z28UTFGEUH7, 5723900]
[paragraph, [358.0, 2359.0, 1803.0, 52.5], shoonya_1s4Z28UTFGEUH7, 5723900]
[paragraph, [358.0, 2411.5, 1803.0, 52.5], shoonya_1s4Z28UTFGEUH7, 5723900]
[paragraph, [358.0, 2464.0, 1803.0, 52.5], shoonya_1s4Z28UTFGEUH7, 5723900]
[paragraph, [358.0, 2516.5, 1803.0, 52.5], shoonya_1s4Z28UTFGEUH7, 5723900]
[paragraph, [356.0, 2628.0, 1790.0, 52.5], shoonya_3s8OV2ZKVWLVWI, 5723900]
[paragraph, [356.0, 2680.5, 1790.0, 52.5], shoonya_3s8OV2ZKVWLVWI, 5723900]
[paragraph, [356.0, 2733.0, 1790.0, 52.5], shoonya_3s8OV2ZKVWLVWI, 5723900]
[paragraph, [356.0, 2785.5, 1790.0, 52.5], shoonya_3s8OV2ZKVWLVWI, 5723900]
[paragraph, [356.0, 2838.0, 1790.0, 52.5], shoonya_3s8OV2ZKVWLVWI, 5723900]
[paragraph, [356.0, 2890.5, 1790.0, 52.5], shoonya_3s8OV2ZKVWLVWI, 5723900]
[paragraph, [356.0, 2943.0, 1790.0, 52.5], shoonya_3s8OV2ZKVWLVWI, 5723900]
[paragraph, [356.0, 2995.5, 1790.0, 52.5], shoonya_3s8OV2ZKVWLVWI, 5723900]
[paragraph, [356.0, 3048.0, 1790.0, 52.5], shoonya_3s8OV2ZKVWLVWI, 5723900]
[paragraph, [356.0, 3100.5, 1790.0, 52.5], shoonya_3s8OV2ZKVWLVWI, 5723900]
