[2022, 1432]
[paragraph, [257.0, 188.0, 1077.0, 36.0], q4Y6ujoPWy, 5651243]
[paragraph, [257.0, 224.0, 1077.0, 36.0], q4Y6ujoPWy, 5651243]
[paragraph, [257.0, 260.0, 1077.0, 36.0], q4Y6ujoPWy, 5651243]
[section-title, [261.0, 346.0, 139.0, 52.5], shoonya_1sAQ8BGL9N2OL0, 5651243]
[paragraph, [255.0, 446.0, 1086.0, 36.0], shoonya_8sKU4JMOHW36MY, 5651243]
[paragraph, [255.0, 482.0, 1086.0, 36.0], shoonya_8sKU4JMOHW36MY, 5651243]
[paragraph, [255.0, 518.0, 1086.0, 36.0], shoonya_8sKU4JMOHW36MY, 5651243]
[section-title, [257.0, 607.0, 339.0, 52.5], shoonya_7sPVI4SDHR6HZS, 5651243]
[paragraph, [250.0, 708.0, 1083.0, 36.0], shoonya_4sJ4GXVN8677DE, 5651243]
[paragraph, [250.0, 744.0, 1083.0, 36.0], shoonya_4sJ4GXVN8677DE, 5651243]
[paragraph, [250.0, 780.0, 1083.0, 36.0], shoonya_4sJ4GXVN8677DE, 5651243]
[paragraph, [250.0, 816.0, 1083.0, 36.0], shoonya_4sJ4GXVN8677DE, 5651243]
[paragraph, [250.0, 852.0, 1083.0, 36.0], shoonya_4sJ4GXVN8677DE, 5651243]
[section-title, [254.0, 935.0, 390.0, 52.5], shoonya_6s6GJ43QQ6FVJM, 5651243]
[paragraph, [262.0, 1035.0, 1068.0, 36.0], shoonya_5sLNYXK0NJH2HT, 5651243]
[paragraph, [262.0, 1071.0, 1068.0, 36.0], shoonya_5sLNYXK0NJH2HT, 5651243]
[paragraph, [262.0, 1107.0, 1068.0, 36.0], shoonya_5sLNYXK0NJH2HT, 5651243]
[section-title, [255.0, 1202.0, 154.0, 52.5], shoonya_2s5X0TXTOP4RZW, 5651243]
[paragraph, [249.0, 1298.0, 1084.0, 36.0], shoonya_0s515OEHCGFCXS, 5651243]
[paragraph, [249.0, 1334.0, 1084.0, 36.0], shoonya_0s515OEHCGFCXS, 5651243]
[paragraph, [249.0, 1370.0, 1084.0, 36.0], shoonya_0s515OEHCGFCXS, 5651243]
[paragraph, [249.0, 1406.0, 1084.0, 36.0], shoonya_0s515OEHCGFCXS, 5651243]
[paragraph, [249.0, 1442.0, 1084.0, 36.0], shoonya_0s515OEHCGFCXS, 5651243]
[paragraph, [249.0, 1478.0, 1084.0, 36.0], shoonya_0s515OEHCGFCXS, 5651243]
[paragraph, [249.0, 1514.0, 1084.0, 36.0], shoonya_0s515OEHCGFCXS, 5651243]
[paragraph, [249.0, 1550.0, 1084.0, 36.0], shoonya_0s515OEHCGFCXS, 5651243]
[paragraph, [249.0, 1586.0, 1084.0, 36.0], shoonya_0s515OEHCGFCXS, 5651243]
[paragraph, [249.0, 1622.0, 1084.0, 36.0], shoonya_0s515OEHCGFCXS, 5651243]
[paragraph, [249.0, 1658.0, 1084.0, 36.0], shoonya_0s515OEHCGFCXS, 5651243]
[paragraph, [249.0, 1694.0, 1084.0, 36.0], shoonya_0s515OEHCGFCXS, 5651243]
[paragraph, [249.0, 1730.0, 1084.0, 36.0], shoonya_0s515OEHCGFCXS, 5651243]
[paragraph, [249.0, 1766.0, 1084.0, 36.0], shoonya_0s515OEHCGFCXS, 5651243]
[paragraph, [249.0, 1802.0, 1084.0, 36.0], shoonya_0s515OEHCGFCXS, 5651243]
[paragraph, [249.0, 1838.0, 1084.0, 36.0], shoonya_0s515OEHCGFCXS, 5651243]
[paragraph, [249.0, 1874.0, 1084.0, 36.0], shoonya_0s515OEHCGFCXS, 5651243]
[paragraph, [249.0, 1910.0, 1084.0, 36.0], shoonya_0s515OEHCGFCXS, 5651243]
