[595, 454]
[chapter-title, [240.0, 158.0, 183.0, 30.0], shoonya_1sOUBB6IGDJZ5I, 6459482]
[paragraph, [26.0, 203.0, 201.0, 18.0], shoonya_5s2PG9N8CY3OSZ, 6459482]
[paragraph, [26.0, 221.0, 201.0, 18.0], shoonya_5s2PG9N8CY3OSZ, 6459482]
[paragraph, [26.0, 239.0, 201.0, 18.0], shoonya_5s2PG9N8CY3OSZ, 6459482]
[paragraph, [26.0, 257.0, 201.0, 18.0], shoonya_5s2PG9N8CY3OSZ, 6459482]
[paragraph, [26.0, 275.0, 201.0, 18.0], shoonya_5s2PG9N8CY3OSZ, 6459482]
[paragraph, [26.0, 293.0, 201.0, 18.0], shoonya_5s2PG9N8CY3OSZ, 6459482]
[paragraph, [230.0, 208.0, 202.0, 18.0], EBWE6ZFqTA, 6459482]
[paragraph, [230.0, 226.0, 202.0, 18.0], EBWE6ZFqTA, 6459482]
[paragraph, [230.0, 244.0, 202.0, 18.0], EBWE6ZFqTA, 6459482]
[paragraph, [230.0, 262.0, 202.0, 18.0], EBWE6ZFqTA, 6459482]
[paragraph, [230.0, 280.0, 202.0, 18.0], EBWE6ZFqTA, 6459482]
[paragraph, [230.0, 298.0, 202.0, 18.0], EBWE6ZFqTA, 6459482]
[paragraph, [230.0, 316.0, 202.0, 18.0], EBWE6ZFqTA, 6459482]
[paragraph, [230.0, 334.0, 202.0, 18.0], EBWE6ZFqTA, 6459482]
[paragraph, [230.0, 352.0, 202.0, 18.0], EBWE6ZFqTA, 6459482]
[paragraph, [230.0, 370.0, 202.0, 18.0], EBWE6ZFqTA, 6459482]
[paragraph, [22.0, 321.0, 203.0, 18.0], shoonya_4sSGT3TOZJSZJM, 6459482]
[paragraph, [22.0, 339.0, 203.0, 18.0], shoonya_4sSGT3TOZJSZJM, 6459482]
[paragraph, [22.0, 357.0, 203.0, 18.0], shoonya_4sSGT3TOZJSZJM, 6459482]
[paragraph, [22.0, 375.0, 203.0, 18.0], shoonya_4sSGT3TOZJSZJM, 6459482]
[paragraph, [22.0, 393.0, 203.0, 18.0], shoonya_4sSGT3TOZJSZJM, 6459482]
[paragraph, [22.0, 411.0, 203.0, 18.0], shoonya_4sSGT3TOZJSZJM, 6459482]
[paragraph, [22.0, 429.0, 203.0, 18.0], shoonya_4sSGT3TOZJSZJM, 6459482]
[paragraph, [22.0, 447.0, 203.0, 18.0], shoonya_4sSGT3TOZJSZJM, 6459482]
[paragraph, [22.0, 465.0, 203.0, 18.0], shoonya_4sSGT3TOZJSZJM, 6459482]
[paragraph, [228.0, 407.0, 202.0, 18.0], shoonya_2sP3L88NZY5J7B, 6459482]
[paragraph, [228.0, 425.0, 202.0, 18.0], shoonya_2sP3L88NZY5J7B, 6459482]
[paragraph, [228.0, 443.0, 202.0, 18.0], shoonya_2sP3L88NZY5J7B, 6459482]
[paragraph, [228.0, 461.0, 202.0, 18.0], shoonya_2sP3L88NZY5J7B, 6459482]
[paragraph, [228.0, 479.0, 202.0, 18.0], shoonya_2sP3L88NZY5J7B, 6459482]
[paragraph, [228.0, 497.0, 202.0, 18.0], shoonya_2sP3L88NZY5J7B, 6459482]
[paragraph, [23.0, 502.0, 201.0, 18.0], shoonya_3s7H64H36QN4QI, 6459482]
[paragraph, [23.0, 520.0, 201.0, 18.0], shoonya_3s7H64H36QN4QI, 6459482]
[paragraph, [235.0, 521.0, 197.0, 18.0], BEqvf-93ZO, 6459482]
[folio, [195.0, 553.0, 52.0, 18.0], VBuOnw9b0Q, 6459482]
